報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026年27週(06月29日～07月05日),2026年07月08日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,中東呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,エムポックス,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,ジカウイルス感染症,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,カルバペネム耐性腸内細菌目細菌感染症,,急性弛緩性麻痺,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,水痘（入院例）,,先天性風しん症候群,,多剤耐性緑膿菌感染症,,梅毒,,播種性クリプトコックス症,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,百日咳,,風しん,,麻しん,,薬剤耐性アシネトバクター感染症,
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,6,0,2,0,5,0,0,0,4,0,0,0,1,0,7,0,7,0,0,0,4,0,1,1,39,1,3,0,0,0,1,0,66,0,3,0,1,0,0,0,1,0,28,0,0,0,16,0,0
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,1,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,2,0,1,0,5,0,0,0,2,0,0,0,1,0,12,1,11,0,1,0,3,0,0,1,30,1,4,0,0,0,0,5,81,0,2,0,1,0,0,0,0,2,75,0,0,0,4,0,0
埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,321,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,79,1,3,0,0,1,43,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0,0,17,0,12,0,18,0,1,0,31,0,0,0,3,0,32,0,21,0,0,1,17,0,2,0,66,0,9,0,0,0,0,6,266,0,2,0,2,0,0,0,1,4,276,0,0,0,40,0,1
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,45,0,2,0,3,0,22,0,0,2,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,3,0,0,0,0,0,0,3,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,66,0,0,0,0,0,13,0,2,0,29,0,1,1,36,0,0,0,7,1,35,2,20,0,1,0,12,0,0,1,78,0,22,0,0,0,6,8,164,0,5,0,3,0,0,0,0,4,163,0,0,0,32,0,0
東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1079,0,0,0,0,0,0,0,0,0,0,0,0,1,14,13,153,0,7,0,2,7,99,0,0,6,57,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,78,0,2,0,0,0,51,0,23,0,61,0,5,0,22,0,1,1,7,1,69,8,144,0,7,1,44,0,5,3,177,2,64,0,0,3,17,40,1422,0,11,0,5,0,0,0,5,9,447,0,1,0,264,0,3
神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,121,0,1,0,0,2,49,0,0,1,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,0,0,14,0,7,1,33,1,1,0,9,0,0,0,1,2,76,4,33,0,1,0,23,0,1,2,115,0,21,0,0,0,4,10,339,0,7,0,0,0,0,0,0,4,189,0,0,0,49,0,1
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,2,0,0,0,1,0,3,0,0,0,1,1,10,0,2,0,0,0,5,0,0,0,18,0,7,0,0,0,3,1,52,0,2,0,1,0,0,0,0,3,92,0,0,0,10,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,6,0,0,1,15,1,6,0,0,0,1,0,24,0,0,0,1,0,0,0,0,0,8,0,0,3,8,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,3,0,2,0,3,0,0,0,0,0,0,0,0,0,11,0,1,1,1,1,3,0,0,1,19,0,13,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,3,0,0,0,2,0,0,0,11,0,4,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,3,0,0,0,7,0,2,0,8,0,0,0,1,0,14,1,2,0,0,0,3,0,0,0,17,0,6,0,0,0,0,1,39,0,3,0,1,0,0,0,2,8,78,0,0,0,3,0,0
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,2,0,11,0,0,0,2,0,0,0,0,0,13,0,10,0,0,1,7,0,1,0,31,1,8,0,0,0,1,1,73,0,1,0,1,0,0,0,0,1,45,0,0,0,1,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,167,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,29,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,46,0,0,0,0,1,9,0,1,0,11,0,0,0,6,0,0,0,3,0,24,0,11,0,0,0,6,0,1,1,33,0,15,0,0,0,1,4,151,0,0,0,0,0,0,0,7,0,75,0,0,0,4,0,0
愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,0,1,1,1,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,83,0,0,0,0,0,19,0,5,0,28,0,0,0,12,0,0,0,3,0,40,2,35,0,1,0,17,0,4,3,132,0,29,0,0,0,2,14,422,0,5,1,2,0,0,0,1,6,197,0,0,0,28,0,1
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,2,0,1,1,9,0,0,0,3,0,0,0,1,0,14,0,6,0,0,0,5,0,0,0,34,0,1,0,0,0,1,3,47,0,4,0,0,0,0,0,0,1,26,0,1,0,1,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,13,0,1,0,0,0,5,0,1,1,22,0,7,0,0,0,1,3,51,0,2,0,2,0,0,0,1,1,88,0,0,0,2,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,8,0,0,1,16,0,0,1,2,0,0,0,2,2,20,3,7,0,1,0,9,0,2,2,55,0,12,0,0,0,0,1,70,0,4,0,2,0,0,0,2,1,34,0,0,0,1,0,0
大阪府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,443,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,77,0,2,0,0,1,4,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0,0,23,0,13,1,51,0,1,0,11,0,1,0,6,0,45,0,39,0,1,0,27,0,6,3,148,2,39,0,0,2,23,18,658,0,8,1,3,0,0,0,6,2,176,0,0,0,16,0,2
兵庫県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,241,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,34,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,1,10,0,1,1,24,0,0,1,11,0,0,0,4,0,22,1,8,0,0,0,12,0,1,0,81,2,18,0,0,0,2,6,177,0,1,1,4,0,0,0,0,3,155,0,0,0,2,0,0
