年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,17,総数,119,0.02,131,0.04,430,0.14,2581,0.82,3782,1.20,347,0.11,107,0.03,259,0.08,1123,0.36,70,0.02,138,0.04,3,0.00,121,0.17,9,0.02,11,0.02,110,0.23,1,0.00,7,0.01
2020,17,北海道,9,0.04,1,0.01,14,0.10,124,0.89,42,0.30,12,0.09,3,0.02,11,0.08,49,0.35,-,-,6,0.04,-,-,3,0.10,-,-,-,-,4,0.17,-,-,-,-
2020,17,青森県,23,0.35,4,0.10,9,0.21,57,1.36,64,1.52,8,0.19,5,0.12,7,0.17,15,0.36,1,0.02,2,0.05,-,-,4,0.36,-,-,-,-,2,0.33,-,-,-,-
2020,17,岩手県,33,0.50,4,0.10,10,0.24,105,2.56,86,2.10,3,0.07,1,0.02,3,0.07,27,0.66,2,0.05,5,0.12,-,-,1,0.07,-,-,-,-,4,0.21,-,-,1,0.05
2020,17,宮城県,1,0.01,13,0.22,4,0.07,35,0.60,26,0.45,12,0.21,4,0.07,1,0.02,32,0.55,1,0.02,2,0.03,-,-,-,-,-,-,-,-,6,0.50,-,-,-,-
2020,17,秋田県,2,0.04,-,-,3,0.09,26,0.74,41,1.17,2,0.06,2,0.06,8,0.23,9,0.26,-,-,1,0.03,1,0.14,-,-,-,-,-,-,-,-,1,0.13,-,-
2020,17,山形県,1,0.02,-,-,1,0.03,66,2.20,43,1.43,3,0.10,1,0.03,6,0.20,12,0.40,-,-,-,-,-,-,1,0.13,-,-,-,-,1,0.10,-,-,-,-
2020,17,福島県,1,0.01,3,0.06,9,0.18,97,1.94,61,1.22,5,0.10,4,0.08,8,0.16,26,0.52,3,0.06,-,-,-,-,5,0.38,-,-,-,-,4,0.67,-,-,-,-
2020,17,茨城県,-,-,4,0.05,2,0.03,52,0.69,71,0.95,9,0.12,-,-,3,0.04,13,0.17,2,0.03,2,0.03,-,-,6,0.35,-,-,-,-,12,1.00,-,-,-,-
2020,17,栃木県,2,0.03,3,0.06,2,0.04,25,0.52,25,0.52,5,0.10,-,-,3,0.06,16,0.33,-,-,3,0.06,-,-,-,-,-,-,-,-,3,0.43,-,-,-,-
2020,17,群馬県,-,-,1,0.02,11,0.21,32,0.60,59,1.11,3,0.06,-,-,1,0.02,15,0.28,-,-,5,0.09,-,-,2,0.13,1,0.11,-,-,3,0.33,-,-,-,-
2020,17,埼玉県,-,-,3,0.02,14,0.09,77,0.48,171,1.07,18,0.11,5,0.03,9,0.06,71,0.44,2,0.01,11,0.07,-,-,9,0.21,-,-,1,0.09,6,0.55,-,-,-,-
2020,17,千葉県,6,0.03,1,0.01,3,0.02,78,0.59,100,0.76,14,0.11,3,0.02,3,0.02,31,0.23,1,0.01,5,0.04,-,-,6,0.18,1,0.11,1,0.11,2,0.22,-,-,-,-
