年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2021,40,総数,10,0.00,1511,0.48,262,0.08,1396,0.44,6790,2.15,247,0.08,4826,1.53,27,0.01,1087,0.34,1926,0.61,142,0.05,4,0.01,150,0.22,12,0.03,8,0.02,7,0.01,1,0.00,-,-
2021,40,北海道,-,-,303,2.16,19,0.14,88,0.63,89,0.64,9,0.06,9,0.06,1,0.01,19,0.14,-,-,6,0.04,-,-,2,0.07,-,-,-,-,2,0.09,-,-,-,-
2021,40,青森県,-,-,2,0.05,-,-,4,0.10,58,1.38,2,0.05,6,0.14,-,-,20,0.48,5,0.12,2,0.05,-,-,-,-,1,0.17,-,-,2,0.33,-,-,-,-
2021,40,岩手県,-,-,30,0.73,3,0.07,31,0.76,74,1.80,4,0.10,87,2.12,-,-,10,0.24,9,0.22,2,0.05,-,-,2,0.14,-,-,1,0.05,-,-,-,-,-,-
2021,40,宮城県,-,-,26,0.45,2,0.03,10,0.17,158,2.72,7,0.12,56,0.97,-,-,23,0.40,12,0.21,2,0.03,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2021,40,秋田県,-,-,2,0.06,2,0.06,15,0.44,31,0.91,3,0.09,-,-,1,0.03,6,0.18,2,0.06,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2021,40,山形県,-,-,12,0.41,6,0.21,32,1.10,43,1.48,2,0.07,1,0.03,-,-,19,0.66,3,0.10,1,0.03,-,-,4,0.50,-,-,-,-,-,-,-,-,-,-
2021,40,福島県,-,-,53,1.06,6,0.12,29,0.58,54,1.08,4,0.08,2,0.04,-,-,25,0.50,16,0.32,3,0.06,-,-,4,0.31,-,-,-,-,-,-,-,-,-,-
2021,40,茨城県,-,-,11,0.15,6,0.08,28,0.37,113,1.51,3,0.04,5,0.07,1,0.01,20,0.27,10,0.13,6,0.08,-,-,11,0.65,1,0.08,-,-,-,-,-,-,-,-
2021,40,栃木県,-,-,10,0.21,2,0.04,13,0.27,25,0.52,4,0.08,2,0.04,-,-,30,0.63,23,0.48,-,-,-,-,5,0.42,1,0.14,1,0.14,-,-,-,-,-,-
2021,40,群馬県,-,-,36,0.67,4,0.07,17,0.31,90,1.67,4,0.07,-,-,-,-,11,0.20,49,0.91,4,0.07,-,-,2,0.13,-,-,-,-,-,-,-,-,-,-
2021,40,埼玉県,-,-,54,0.34,11,0.07,46,0.29,415,2.58,10,0.06,7,0.04,3,0.02,63,0.39,29,0.18,14,0.09,1,0.02,15,0.37,-,-,-,-,1,0.09,-,-,-,-
2021,40,千葉県,-,-,12,0.09,7,0.05,58,0.44,187,1.43,17,0.13,17,0.13,3,0.02,42,0.32,17,0.13,2,0.02,-,-,7,0.21,-,-,-,-,-,-,-,-,-,-
2021,40,東京都,-,-,26,0.10,23,0.09,58,0.22,645,2.48,26,0.10,62,0.24,5,0.02,103,0.40,170,0.65,15,0.06,-,-,10,0.26,2,0.08,-,-,-,-,1,0.04,-,-
2021,40,神奈川県,-,-,11,0.05,4,0.02,58,0.27,404,1.85,15,0.07,26,0.12,1,0.00,67,0.31,41,0.19,8,0.04,-,-,24,0.47,1,0.09,2,0.18,-,-,-,-,-,-
2021,40,新潟県,-,-,40,0.70,7,0.12,109,1.91,133,2.33,4,0.07,1,0.02,1,0.02,17,0.30,23,0.40,2,0.04,-,-,2,0.20,-,-,-,-,-,-,-,-,-,-
2021,40,富山県,-,-,-,-,6,0.21,12,0.41,64,2.21,8,0.28,2,0.07,-,-,5,0.17,3,0.10,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,40,石川県,-,-,11,0.38,2,0.07,3,0.10,65,2.24,-,-,43,1.48,-,-,16,0.55,28,0.97,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2021,40,福井県,-,-,3,0.13,5,0.22,16,0.70,57,2.48,2,0.09,3,0.13,-,-,6,0.26,15,0.65,2,0.09,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
2021,40,山梨県,-,-,2,0.08,-,-,4,0.17,36,1.50,-,-,-,-,-,-,4,0.17,-,-,2,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,40,長野県,-,-,104,1.93,-,-,14,0.26,131,2.43,6,0.11,1,0.02,2,0.04,8,0.15,10,0.19,8,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,40,岐阜県,-,-,8,0.15,5,0.09,5,0.09,27,0.51,1,0.02,-,-,-,-,10,0.19,26,0.49,5,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,40,静岡県,4,0.03,-,-,12,0.13,20,0.22,181,2.03,6,0.07,5,0.06,-,-,27,0.30,39,0.44,7,0.08,-,-,2,0.09,-,-,-,-,-,-,-,-,-,-
2021,40,愛知県,-,-,9,0.05,5,0.03,76,0.42,276,1.52,6,0.03,3,0.02,1,0.01,36,0.20,117,0.64,2,0.01,-,-,5,0.14,-,-,-,-,1,0.07,-,-,-,-
2021,40,三重県,-,-,-,-,3,0.07,6,0.14,64,1.49,4,0.09,8,0.19,-,-,13,0.30,22,0.51,1,0.02,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2021,40,滋賀県,-,-,-,-,-,-,18,0.50,53,1.47,7,0.19,24,0.67,-,-,8,0.22,74,2.06,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-
2021,40,京都府,3,0.02,16,0.21,11,0.14,19,0.25,127,1.67,3,0.04,95,1.25,-,-,20,0.26,72,0.95,3,0.04,-,-,-,-,1,0.14,1,0.14,-,-,-,-,-,-
2021,40,大阪府,1,0.00,46,0.23,13,0.07,108,0.55,507,2.57,13,0.07,476,2.42,3,0.02,68,0.35,147,0.75,8,0.04,3,0.06,6,0.12,-,-,-,-,-,-,-,-,-,-
2021,40,兵庫県,-,-,15,0.12,6,0.05,34,0.26,419,3.25,7,0.05,274,2.12,-,-,40,0.31,85,0.66,8,0.06,-,-,4,0.11,1,0.07,1,0.07,-,-,-,-,-,-
2021,40,奈良県,-,-,3,0.09,2,0.06,4,0.12,54,1.59,5,0.15,23,0.68,-,-,6,0.18,14,0.41,-,-,-,-,2,0.20,1,0.17,-,-,-,-,-,-,-,-
2021,40,和歌山県,-,-,2,0.07,2,0.07,6,0.20,59,1.97,1,0.03,3,0.10,-,-,10,0.33,7,0.23,-,-,-,-,-,-,1,0.09,-,-,-,-,-,-,-,-
2021,40,鳥取県,-,-,21,1.11,-,-,45,2.37,41,2.16,1,0.05,1,0.05,-,-,9,0.47,53,2.79,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,40,島根県,-,-,14,0.61,1,0.04,3,0.13,87,3.78,2,0.09,1,0.04,-,-,8,0.35,62,2.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,40,岡山県,-,-,3,0.06,1,0.02,12,0.22,116,2.15,5,0.09,178,3.30,-,-,13,0.24,28,0.52,1,0.02,-,-,4,0.33,-,-,-,-,-,-,-,-,-,-
2021,40,広島県,-,-,22,0.31,10,0.14,8,0.11,175,2.43,8,0.11,31,0.43,1,0.01,17,0.24,59,0.82,2,0.03,-,-,7,0.37,1,0.05,-,-,-,-,-,-,-,-
2021,40,山口県,-,-,38,0.83,4,0.09,13,0.28,96,2.09,4,0.09,244,5.30,-,-,25,0.54,91,1.98,3,0.07,-,-,-,-,-,-,1,0.11,1,0.11,-,-,-,-
2021,40,徳島県,-,-,3,0.13,-,-,3,0.13,125,5.43,2,0.09,-,-,-,-,10,0.43,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,40,香川県,-,-,2,0.07,3,0.11,14,0.50,97,3.46,1,0.04,28,1.00,1,0.04,14,0.50,9,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
