年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,45,総数,24,0.00,346,0.11,569,0.18,2023,0.64,5662,1.79,584,0.18,323,0.10,31,0.01,1220,0.39,505,0.16,132,0.04,4,0.01,127,0.18,12,0.03,9,0.02,19,0.04,1,0.00,2,0.00
2020,45,北海道,1,0.00,2,0.01,56,0.40,153,1.09,122,0.87,21,0.15,4,0.03,-,-,30,0.21,19,0.14,2,0.01,-,-,2,0.07,-,-,-,-,2,0.09,-,-,-,-
2020,45,青森県,1,0.02,-,-,1,0.02,10,0.24,33,0.79,3,0.07,1,0.02,-,-,12,0.29,-,-,1,0.02,-,-,1,0.09,-,-,-,-,1,0.17,-,-,-,-
2020,45,岩手県,-,-,17,0.41,7,0.17,50,1.22,85,2.07,7,0.17,-,-,-,-,12,0.29,1,0.02,1,0.02,-,-,2,0.14,1,0.05,-,-,1,0.05,-,-,-,-
2020,45,宮城県,-,-,2,0.03,7,0.12,22,0.38,64,1.10,12,0.21,1,0.02,1,0.02,33,0.57,-,-,3,0.05,-,-,1,0.08,-,-,-,-,2,0.17,-,-,-,-
2020,45,秋田県,-,-,-,-,4,0.11,21,0.60,31,0.89,7,0.20,-,-,1,0.03,7,0.20,-,-,1,0.03,-,-,2,0.29,-,-,-,-,1,0.13,-,-,-,-
2020,45,山形県,-,-,-,-,10,0.34,20,0.69,183,6.31,6,0.21,4,0.14,-,-,20,0.69,55,1.90,1,0.03,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
2020,45,福島県,-,-,-,-,13,0.26,49,0.98,29,0.58,14,0.28,8,0.16,-,-,26,0.52,12,0.24,5,0.10,-,-,1,0.08,1,0.14,-,-,-,-,-,-,-,-
2020,45,茨城県,-,-,1,0.01,6,0.08,48,0.64,76,1.01,16,0.21,3,0.04,1,0.01,17,0.23,5,0.07,3,0.04,-,-,7,0.41,-,-,-,-,-,-,-,-,-,-
2020,45,栃木県,-,-,1,0.02,5,0.10,11,0.23,29,0.60,7,0.15,-,-,-,-,20,0.42,13,0.27,1,0.02,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2020,45,群馬県,-,-,-,-,13,0.24,19,0.35,67,1.24,22,0.41,1,0.02,3,0.06,19,0.35,3,0.06,3,0.06,-,-,4,0.27,1,0.11,-,-,-,-,-,-,-,-
