年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,15,総数,6,0.00,404,0.13,222,0.07,778,0.25,11110,3.54,222,0.07,277,0.09,46,0.01,1028,0.33,41,0.01,100,0.03,4,0.01,94,0.14,2,0.00,5,0.01,10,0.02,2,0.00,2,0.00
2022,15,北海道,-,-,23,0.17,13,0.09,63,0.46,232,1.68,18,0.13,1,0.01,-,-,19,0.14,-,-,2,0.01,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-
2022,15,青森県,-,-,-,-,1,0.02,3,0.07,98,2.33,1,0.02,2,0.05,-,-,15,0.36,-,-,1,0.02,-,-,1,0.09,-,-,1,0.17,4,0.67,-,-,-,-
2022,15,岩手県,-,-,4,0.10,1,0.03,18,0.45,112,2.80,1,0.03,1,0.03,1,0.03,20,0.50,-,-,2,0.05,-,-,2,0.14,-,-,-,-,-,-,-,-,-,-
2022,15,宮城県,-,-,1,0.02,-,-,4,0.07,190,3.33,2,0.04,2,0.04,3,0.05,26,0.46,-,-,2,0.04,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2022,15,秋田県,-,-,12,0.34,1,0.03,5,0.14,74,2.11,10,0.29,-,-,-,-,6,0.17,-,-,1,0.03,1,0.14,-,-,-,-,-,-,-,-,-,-,1,0.13
2022,15,山形県,-,-,-,-,5,0.17,12,0.41,181,6.24,3,0.10,-,-,1,0.03,16,0.55,-,-,3,0.10,-,-,5,0.63,-,-,-,-,-,-,-,-,-,-
2022,15,福島県,-,-,1,0.02,7,0.14,6,0.12,237,4.74,9,0.18,-,-,-,-,21,0.42,-,-,2,0.04,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,15,茨城県,-,-,3,0.04,4,0.05,8,0.11,174,2.32,1,0.01,5,0.07,-,-,13,0.17,1,0.01,5,0.07,-,-,3,0.18,-,-,-,-,-,-,-,-,-,-
2022,15,栃木県,-,-,7,0.15,-,-,11,0.23,86,1.79,-,-,12,0.25,-,-,16,0.33,1,0.02,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,15,群馬県,-,-,-,-,2,0.04,11,0.20,279,5.17,2,0.04,11,0.20,-,-,20,0.37,-,-,3,0.06,-,-,2,0.14,-,-,-,-,-,-,-,-,-,-
2022,15,埼玉県,-,-,1,0.01,5,0.03,9,0.06,597,3.78,9,0.06,10,0.06,3,0.02,38,0.24,-,-,6,0.04,-,-,4,0.10,-,-,-,-,-,-,-,-,-,-
2022,15,千葉県,1,0.00,-,-,6,0.05,16,0.13,539,4.21,7,0.05,10,0.08,2,0.02,43,0.34,2,0.02,4,0.03,-,-,4,0.12,-,-,-,-,-,-,-,-,-,-
2022,15,東京都,-,-,12,0.05,8,0.03,23,0.09,1169,4.55,17,0.07,14,0.05,1,0.00,97,0.38,-,-,7,0.03,-,-,8,0.21,-,-,-,-,-,-,1,0.04,-,-
2022,15,神奈川県,-,-,9,0.04,9,0.04,41,0.19,759,3.45,15,0.07,8,0.04,1,0.00,66,0.30,1,0.00,4,0.02,-,-,12,0.23,-,-,-,-,1,0.08,-,-,-,-
2022,15,新潟県,1,0.01,-,-,4,0.07,50,0.88,67,1.18,3,0.05,6,0.11,2,0.04,22,0.39,2,0.04,4,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,15,富山県,-,-,10,0.34,3,0.10,9,0.31,219,7.55,1,0.03,-,-,-,-,7,0.24,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,15,石川県,1,0.02,-,-,5,0.17,6,0.21,158,5.45,10,0.34,-,-,-,-,11,0.38,-,-,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
