年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2019,18,総数,4703,1.02,696,0.24,590,0.20,2255,0.77,6401,2.20,606,0.21,1001,0.34,663,0.23,540,0.19,157,0.05,151,0.05,2,0.00,146,0.23,5,0.01,5,0.01,60,0.13,1,0.00,280,0.59
2019,18,北海道,349,1.75,43,0.36,36,0.30,150,1.26,213,1.79,33,0.28,3,0.03,31,0.26,9,0.08,2,0.02,-,-,-,-,2,0.08,-,-,1,0.05,3,0.14,-,-,15,0.68
2019,18,青森県,114,1.75,4,0.10,6,0.14,18,0.43,49,1.17,5,0.12,16,0.38,16,0.38,7,0.17,-,-,5,0.12,-,-,3,0.27,-,-,-,-,1,0.17,-,-,6,1.00
2019,18,岩手県,180,2.77,8,0.20,2,0.05,58,1.45,160,4.00,17,0.43,-,-,6,0.15,11,0.28,-,-,2,0.05,-,-,5,0.36,-,-,-,-,2,0.11,-,-,15,0.79
2019,18,宮城県,69,0.74,8,0.14,12,0.21,52,0.90,102,1.76,8,0.14,1,0.02,12,0.21,2,0.03,-,-,-,-,-,-,-,-,-,-,-,-,4,0.33,-,-,2,0.17
2019,18,秋田県,249,6.38,3,0.13,1,0.04,14,0.58,34,1.42,6,0.25,-,-,1,0.04,1,0.04,-,-,-,-,-,-,1,0.25,-,-,-,-,1,0.13,-,-,-,-
2019,18,山形県,38,1.31,10,0.50,-,-,16,0.80,48,2.40,-,-,1,0.05,9,0.45,1,0.05,-,-,-,-,-,-,1,0.20,1,0.10,-,-,2,0.20,-,-,3,0.30
2019,18,福島県,256,3.08,22,0.44,11,0.22,71,1.42,67,1.34,20,0.40,24,0.48,14,0.28,10,0.20,-,-,4,0.08,-,-,5,0.38,-,-,-,-,-,-,-,-,9,1.29
2019,18,茨城県,107,0.89,18,0.24,8,0.11,105,1.40,165,2.20,23,0.31,6,0.08,50,0.67,19,0.25,1,0.01,4,0.05,-,-,18,1.06,-,-,1,0.08,5,0.38,-,-,3,0.23
2019,18,栃木県,51,0.67,11,0.23,7,0.15,40,0.83,51,1.06,12,0.25,10,0.21,18,0.38,10,0.21,1,0.02,3,0.06,-,-,8,0.67,-,-,-,-,-,-,-,-,7,1.00
2019,18,群馬県,33,0.75,2,0.09,2,0.09,13,0.57,52,2.26,12,0.52,1,0.04,9,0.39,5,0.22,-,-,3,0.13,-,-,5,0.83,-,-,-,-,2,0.25,-,-,18,2.25
2019,18,埼玉県,209,0.92,25,0.18,17,0.12,127,0.91,336,2.42,44,0.32,5,0.04,68,0.49,31,0.22,1,0.01,11,0.08,-,-,4,0.11,-,-,1,0.09,-,-,-,-,7,0.64
2019,18,千葉県,137,0.67,22,0.17,26,0.20,137,1.05,156,1.20,22,0.17,8,0.06,43,0.33,7,0.05,1,0.01,2,0.02,-,-,1,0.03,-,-,1,0.11,1,0.11,-,-,5,0.56
2019,18,東京都,229,0.68,30,0.15,16,0.08,163,0.80,468,2.29,26,0.13,12,0.06,26,0.13,44,0.22,1,0.00,8,0.04,-,-,6,0.21,-,-,-,-,1,0.04,1,0.04,7,0.28
2019,18,神奈川県,124,0.47,15,0.09,28,0.17,98,0.59,263,1.59,20,0.12,2,0.01,20,0.12,24,0.15,-,-,8,0.05,-,-,10,0.26,-,-,-,-,-,-,-,-,11,1.00
2019,18,新潟県,48,0.53,18,0.32,16,0.28,46,0.81,108,1.89,15,0.26,2,0.04,23,0.40,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,1,0.08,-,-,6,0.46
2019,18,富山県,18,0.38,1,0.03,6,0.21,10,0.34,50,1.72,5,0.17,1,0.03,11,0.38,5,0.17,4,0.14,2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,18,石川県,41,0.85,7,0.24,17,0.59,33,1.14,112,3.86,6,0.21,1,0.03,18,0.62,5,0.17,-,-,-,-,-,-,2,0.29,-,-,-,-,1,0.20,-,-,4,0.80
