年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,08,総数,27,0.01,529,0.17,320,0.10,858,0.27,11466,3.65,192,0.06,238,0.08,54,0.02,634,0.20,50,0.02,75,0.02,5,0.01,79,0.11,6,0.01,4,0.01,3,0.01,2,0.00,2,0.00
2022,08,北海道,2,0.01,45,0.32,15,0.11,51,0.37,105,0.76,10,0.07,4,0.03,-,-,16,0.12,1,0.01,5,0.04,1,0.04,1,0.04,1,0.04,-,-,-,-,-,-,1,0.04
2022,08,青森県,-,-,-,-,7,0.17,2,0.05,164,3.90,5,0.12,5,0.12,2,0.05,5,0.12,-,-,3,0.07,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2022,08,岩手県,-,-,16,0.40,5,0.13,27,0.68,139,3.48,2,0.05,-,-,1,0.03,9,0.23,-,-,4,0.10,-,-,1,0.07,-,-,-,-,1,0.05,-,-,-,-
2022,08,宮城県,-,-,3,0.05,3,0.05,14,0.24,157,2.71,4,0.07,2,0.03,-,-,16,0.28,1,0.02,4,0.07,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2022,08,秋田県,-,-,1,0.03,2,0.06,20,0.59,93,2.74,6,0.18,-,-,-,-,3,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,08,山形県,-,-,-,-,5,0.17,12,0.41,158,5.45,-,-,-,-,1,0.03,7,0.24,2,0.07,1,0.03,-,-,4,0.50,-,-,-,-,-,-,-,-,-,-
2022,08,福島県,-,-,4,0.08,22,0.44,10,0.20,214,4.28,10,0.20,4,0.08,-,-,29,0.58,-,-,1,0.02,-,-,2,0.15,-,-,-,-,-,-,-,-,-,-
2022,08,茨城県,-,-,-,-,4,0.05,9,0.12,275,3.67,5,0.07,2,0.03,1,0.01,7,0.09,-,-,1,0.01,-,-,3,0.18,-,-,-,-,-,-,-,-,-,-
2022,08,栃木県,-,-,8,0.17,5,0.10,9,0.19,126,2.63,-,-,13,0.27,-,-,17,0.35,-,-,1,0.02,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,08,群馬県,-,-,-,-,2,0.04,9,0.17,293,5.43,2,0.04,10,0.19,-,-,13,0.24,1,0.02,3,0.06,-,-,2,0.14,1,0.11,-,-,-,-,-,-,-,-
2022,08,埼玉県,-,-,3,0.02,6,0.04,22,0.14,702,4.39,12,0.08,5,0.03,2,0.01,34,0.21,-,-,3,0.02,1,0.02,6,0.15,-,-,-,-,-,-,-,-,-,-
2022,08,千葉県,1,0.00,-,-,3,0.02,25,0.20,485,3.82,5,0.04,2,0.02,2,0.02,28,0.22,-,-,1,0.01,1,0.03,3,0.09,-,-,-,-,-,-,-,-,-,-
2022,08,東京都,-,-,3,0.01,-,-,12,0.05,1002,3.94,5,0.02,3,0.01,8,0.03,36,0.14,-,-,9,0.04,-,-,2,0.05,-,-,-,-,-,-,2,0.08,-,-
