年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2021,09,総数,26,0.01,1391,0.44,526,0.17,2426,0.77,9246,2.92,378,0.12,72,0.02,56,0.02,1108,0.35,98,0.03,113,0.04,2,0.00,106,0.15,3,0.01,8,0.02,16,0.03,-,-,3,0.01
2021,09,北海道,2,0.01,-,-,28,0.20,202,1.44,254,1.81,18,0.13,-,-,2,0.01,31,0.22,2,0.01,4,0.03,1,0.03,3,0.10,-,-,-,-,1,0.04,-,-,-,-
2021,09,青森県,-,-,5,0.12,2,0.05,15,0.36,217,5.17,1,0.02,1,0.02,-,-,10,0.24,-,-,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,09,岩手県,-,-,71,1.78,4,0.10,66,1.65,151,3.78,5,0.13,-,-,1,0.03,27,0.68,2,0.05,1,0.03,-,-,6,0.43,-,-,-,-,-,-,-,-,-,-
2021,09,宮城県,2,0.02,11,0.19,14,0.24,26,0.45,147,2.53,17,0.29,1,0.02,1,0.02,22,0.38,-,-,3,0.05,-,-,-,-,-,-,-,-,2,0.17,-,-,-,-
2021,09,秋田県,-,-,-,-,5,0.14,25,0.71,56,1.60,4,0.11,-,-,1,0.03,15,0.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,09,山形県,-,-,-,-,10,0.34,35,1.21,102,3.52,-,-,-,-,-,-,14,0.48,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,09,福島県,-,-,13,0.26,10,0.20,44,0.88,99,1.98,8,0.16,2,0.04,1,0.02,20,0.40,-,-,1,0.02,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2021,09,茨城県,2,0.02,-,-,5,0.07,43,0.57,104,1.39,7,0.09,1,0.01,4,0.05,14,0.19,1,0.01,-,-,-,-,2,0.12,-,-,-,-,-,-,-,-,-,-
2021,09,栃木県,-,-,6,0.13,4,0.08,23,0.48,121,2.52,1,0.02,-,-,-,-,27,0.56,1,0.02,1,0.02,-,-,5,0.42,-,-,1,0.14,3,0.43,-,-,-,-
2021,09,群馬県,-,-,-,-,4,0.07,26,0.48,128,2.37,5,0.09,3,0.06,-,-,18,0.33,-,-,3,0.06,-,-,6,0.40,-,-,-,-,-,-,-,-,-,-
2021,09,埼玉県,1,0.00,3,0.02,27,0.17,88,0.55,421,2.63,25,0.16,-,-,5,0.03,72,0.45,1,0.01,7,0.04,-,-,5,0.12,-,-,-,-,2,0.18,-,-,1,0.09
2021,09,千葉県,-,-,3,0.02,3,0.02,72,0.54,231,1.72,15,0.11,-,-,4,0.03,40,0.30,1,0.01,7,0.05,-,-,5,0.15,-,-,-,-,1,0.11,-,-,-,-
2021,09,東京都,1,0.00,17,0.07,17,0.07,99,0.39,724,2.83,20,0.08,6,0.02,8,0.03,107,0.42,1,0.00,12,0.05,-,-,4,0.11,-,-,1,0.04,-,-,-,-,-,-
2021,09,神奈川県,1,0.00,2,0.01,13,0.06,103,0.45,421,1.85,25,0.11,3,0.01,7,0.03,75,0.33,5,0.02,9,0.04,-,-,5,0.10,-,-,-,-,-,-,-,-,-,-
2021,09,新潟県,-,-,-,-,26,0.46,113,1.98,78,1.37,12,0.21,-,-,1,0.02,20,0.35,-,-,5,0.09,1,0.10,1,0.10,-,-,1,0.08,1,0.08,-,-,-,-
2021,09,富山県,-,-,10,0.34,10,0.34,58,2.00,68,2.34,4,0.14,-,-,-,-,11,0.38,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,09,石川県,-,-,-,-,11,0.38,39,1.34,94,3.24,3,0.10,-,-,-,-,12,0.41,-,-,1,0.03,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-
2021,09,福井県,-,-,-,-,12,0.52,24,1.04,128,5.57,1,0.04,-,-,-,-,9,0.39,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,09,山梨県,-,-,-,-,-,-,6,0.25,30,1.25,8,0.33,-,-,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,1,0.10,-,-,-,-,-,-
2021,09,長野県,-,-,-,-,3,0.06,24,0.44,131,2.43,7,0.13,1,0.02,2,0.04,11,0.20,2,0.04,3,0.06,-,-,1,0.09,1,0.09,-,-,-,-,-,-,-,-
2021,09,岐阜県,-,-,-,-,2,0.04,26,0.49,54,1.02,2,0.04,-,-,2,0.04,10,0.19,-,-,-,-,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2021,09,静岡県,1,0.01,32,0.36,16,0.18,34,0.39,218,2.48,4,0.05,3,0.03,-,-,26,0.30,-,-,3,0.03,-,-,1,0.05,1,0.10,1,0.10,-,-,-,-,-,-
2021,09,愛知県,1,0.01,21,0.12,19,0.10,79,0.43,428,2.35,5,0.03,2,0.01,1,0.01,39,0.21,-,-,3,0.02,-,-,5,0.14,-,-,1,0.07,-,-,-,-,1,0.07
2021,09,三重県,-,-,2,0.04,8,0.18,5,0.11,130,2.89,6,0.13,-,-,-,-,12,0.27,-,-,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,09,滋賀県,-,-,-,-,5,0.14,24,0.67,70,1.94,2,0.06,-,-,-,-,8,0.22,2,0.06,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
