年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,10,石川県,1055,22.45,10,0.36,10,0.36,110,3.93,299,10.68,21,0.75,6,0.21,1,0.04,4,0.14,2,0.07,-,-,-,-,8,1.14,-,-,-,-,-,-,-,-,-,-,63,1.34
2026,10,福井県,619,15.87,10,0.40,13,0.52,99,3.96,151,6.04,26,1.04,28,1.12,7,0.28,6,0.24,5,0.20,1,0.04,-,-,1,0.33,-,-,-,-,2,0.33,-,-,-,-,30,0.77
2026,10,山梨県,359,10.26,2,0.10,-,-,21,1.00,76,3.62,-,-,-,-,1,0.05,1,0.05,-,-,-,-,-,-,1,0.11,1,0.10,-,-,1,0.10,-,-,1,0.10,45,1.29
2026,10,長野県,1454,29.08,9,0.32,1,0.04,75,2.68,240,8.57,9,0.32,1,0.04,1,0.04,4,0.14,2,0.07,-,-,-,-,13,1.30,1,0.08,-,-,5,0.42,-,-,-,-,119,2.38
2026,10,岐阜県,393,8.73,15,0.56,1,0.04,37,1.37,230,8.52,3,0.11,-,-,1,0.04,6,0.22,-,-,1,0.04,-,-,-,-,1,0.20,-,-,6,1.20,1,0.20,2,0.40,45,1.00
2026,10,静岡県,1055,7.59,31,0.35,10,0.11,142,1.60,457,5.13,20,0.22,6,0.07,14,0.16,23,0.26,-,-,3,0.03,-,-,2,0.09,1,0.10,1,0.10,5,0.50,-,-,-,-,141,1.01
2026,10,愛知県,2020,12.39,49,0.49,10,0.10,124,1.23,628,6.22,8,0.08,1,0.01,7,0.07,28,0.28,-,-,2,0.02,-,-,4,0.11,-,-,1,0.07,3,0.20,-,-,3,0.20,122,0.75
2026,10,三重県,711,10.30,37,0.86,8,0.19,81,1.88,263,6.12,8,0.19,1,0.02,2,0.05,4,0.09,1,0.02,-,-,-,-,2,0.17,-,-,-,-,4,0.44,-,-,-,-,39,0.57
2026,10,滋賀県,736,12.69,14,0.40,1,0.03,71,2.03,266,7.60,11,0.31,-,-,3,0.09,4,0.11,-,-,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,82,1.41
2026,10,京都府,1085,16.19,16,0.40,24,0.60,170,4.25,235,5.88,11,0.28,-,-,-,-,5,0.13,-,-,2,0.05,-,-,4,0.22,-,-,-,-,7,1.00,-,-,1,0.14,93,1.39
2026,10,大阪府,2904,10.05,138,0.75,49,0.27,391,2.13,968,5.26,66,0.36,1,0.01,11,0.06,24,0.13,1,0.01,2,0.01,-,-,16,0.31,-,-,-,-,-,-,-,-,2,0.11,136,0.47
2026,10,兵庫県,2208,13.46,98,0.93,39,0.37,262,2.50,727,6.92,21,0.20,4,0.04,10,0.10,21,0.20,1,0.01,4,0.04,-,-,2,0.06,1,0.07,1,0.07,-,-,1,0.07,-,-,129,0.79
2026,10,奈良県,582,13.86,19,0.79,9,0.38,66,2.75,134,5.58,5,0.21,-,-,2,0.08,6,0.25,1,0.04,1,0.04,-,-,3,0.38,1,0.17,2,0.33,-,-,-,-,1,0.17,25,0.60
2026,10,和歌山県,394,8.76,13,0.48,5,0.19,45,1.67,113,4.19,7,0.26,1,0.04,-,-,9,0.33,-,-,3,0.11,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-,39,0.87
2026,10,鳥取県,504,17.38,7,0.37,2,0.11,163,8.58,94,4.95,2,0.11,-,-,2,0.11,2,0.11,-,-,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,36,1.24
2026,10,島根県,294,14.70,1,0.09,13,1.18,34,3.09,91,8.27,9,0.82,-,-,4,0.36,6,0.55,-,-,1,0.09,-,-,4,1.33,-,-,-,-,3,0.38,-,-,-,-,44,2.20
2026,10,岡山県,868,17.36,30,1.07,7,0.25,49,1.75,159,5.68,3,0.11,22,0.79,4,0.14,6,0.21,2,0.07,3,0.11,-,-,1,0.08,-,-,-,-,3,0.60,-,-,-,-,28,0.56
2026,10,広島県,1299,13.97,27,0.48,20,0.36,133,2.38,394,7.04,13,0.23,2,0.04,4,0.07,11,0.20,-,-,1,0.02,-,-,11,0.58,-,-,-,-,4,0.20,-,-,3,0.15,51,0.55
2026,10,山口県,1220,19.37,49,1.23,5,0.13,158,3.95,236,5.90,5,0.13,-,-,19,0.48,14,0.35,-,-,1,0.03,-,-,5,0.56,-,-,-,-,-,-,1,0.11,-,-,56,0.89
2026,10,徳島県,384,11.64,16,0.76,6,0.29,18,0.86,100,4.76,-,-,-,-,3,0.14,4,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,1.00
2026,10,香川県,194,8.43,9,0.69,2,0.15,13,1.00,51,3.92,1,0.08,-,-,4,0.31,-,-,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,-,-,15,0.65
2026,10,愛媛県,692,18.70,42,2.10,13,0.65,115,5.75,164,8.20,8,0.40,-,-,12,0.60,7,0.35,-,-,1,0.05,-,-,10,1.25,-,-,-,-,1,0.17,-,-,-,-,25,0.68
2026,10,高知県,171,4.50,12,0.60,1,0.05,43,2.15,61,3.05,3,0.15,-,-,9,0.45,2,0.10,-,-,-,-,-,-,-,-,1,0.13,-,-,4,0.50,-,-,2,0.25,30,0.79
2026,10,福岡県,2390,19.59,68,0.97,43,0.61,477,6.81,553,7.90,20,0.29,17,0.24,6,0.09,13,0.19,4,0.06,4,0.06,-,-,13,0.50,-,-,1,0.07,-,-,-,-,1,0.07,58,0.48
2026,10,佐賀県,319,13.29,8,0.67,12,1.00,49,4.08,63,5.25,3,0.25,2,0.17,2,0.17,2,0.17,1,0.08,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-,1,0.04
2026,10,長崎県,859,16.84,15,0.48,17,0.55,93,3.00,147,4.74,21,0.68,8,0.26,11,0.35,14,0.45,-,-,1,0.03,-,-,6,0.75,1,0.08,-,-,1,0.08,-,-,-,-,22,0.43
2026,10,熊本県,946,13.14,24,0.50,17,0.35,143,2.98,377,7.85,20,0.42,20,0.42,20,0.42,13,0.27,6,0.13,1,0.02,-,-,5,0.56,-,-,-,-,1,0.07,-,-,1,0.07,62,0.86
2026,10,大分県,828,14.28,13,0.36,19,0.53,81,2.25,369,10.25,15,0.42,2,0.06,6,0.17,15,0.42,-,-,-,-,-,-,2,0.40,-,-,-,-,2,0.18,-,-,-,-,26,0.45
2026,10,宮崎県,322,11.50,5,0.33,17,1.13,48,3.20,128,8.53,7,0.47,-,-,7,0.47,7,0.47,-,-,-,-,-,-,2,0.33,-,-,-,-,-,-,-,-,1,0.14,9,0.32
2026,10,鹿児島県,588,10.32,31,1.00,33,1.06,68,2.19,218,7.03,2,0.06,1,0.03,12,0.39,8,0.26,-,-,1,0.03,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-,20,0.35
2026,10,沖縄県,622,13.82,2,0.08,5,0.20,45,1.80,85,3.40,27,1.08,1,0.04,4,0.16,2,0.08,-,-,-,-,-,-,20,2.22,-,-,4,0.57,-,-,-,-,1,0.14,83,1.84
2026,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
