年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,09,総数,21,0.00,626,0.20,328,0.10,799,0.25,11962,3.81,215,0.07,198,0.06,42,0.01,760,0.24,65,0.02,63,0.02,2,0.00,104,0.15,4,0.01,4,0.01,2,0.00,1,0.00,3,0.01
2022,09,北海道,-,-,38,0.27,19,0.14,60,0.43,113,0.81,14,0.10,2,0.01,1,0.01,21,0.15,-,-,2,0.01,-,-,3,0.11,-,-,-,-,-,-,-,-,-,-
2022,09,青森県,-,-,-,-,3,0.07,1,0.02,118,2.81,-,-,2,0.05,-,-,12,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,岩手県,-,-,32,0.80,7,0.18,27,0.68,112,2.80,6,0.15,2,0.05,1,0.03,16,0.40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,宮城県,-,-,10,0.17,1,0.02,8,0.14,133,2.29,8,0.14,-,-,2,0.03,15,0.26,6,0.10,1,0.02,1,0.08,2,0.17,-,-,-,-,1,0.08,-,-,-,-
2022,09,秋田県,-,-,-,-,5,0.15,9,0.26,84,2.47,27,0.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,山形県,-,-,1,0.03,5,0.17,8,0.28,132,4.55,1,0.03,-,-,-,-,11,0.38,1,0.03,-,-,-,-,4,0.50,-,-,-,-,-,-,-,-,-,-
2022,09,福島県,-,-,3,0.06,12,0.24,12,0.24,212,4.24,8,0.16,4,0.08,-,-,26,0.52,1,0.02,1,0.02,-,-,2,0.15,-,-,-,-,-,-,-,-,-,-
2022,09,茨城県,1,0.01,1,0.01,8,0.11,6,0.08,247,3.29,2,0.03,4,0.05,-,-,6,0.08,1,0.01,3,0.04,-,-,6,0.35,-,-,-,-,1,0.08,-,-,-,-
2022,09,栃木県,-,-,11,0.23,1,0.02,6,0.13,108,2.25,1,0.02,10,0.21,-,-,17,0.35,1,0.02,1,0.02,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-
2022,09,群馬県,-,-,3,0.06,5,0.09,3,0.06,329,6.09,2,0.04,11,0.20,-,-,23,0.43,-,-,2,0.04,-,-,1,0.07,-,-,-,-,-,-,-,-,-,-
2022,09,埼玉県,-,-,4,0.03,7,0.04,19,0.12,674,4.24,12,0.08,2,0.01,3,0.02,49,0.31,-,-,4,0.03,-,-,6,0.15,-,-,1,0.09,-,-,-,-,-,-
2022,09,千葉県,-,-,1,0.01,4,0.03,20,0.16,526,4.11,11,0.09,2,0.02,1,0.01,31,0.24,-,-,6,0.05,-,-,4,0.12,-,-,-,-,-,-,-,-,-,-
2022,09,東京都,1,0.00,9,0.03,4,0.02,14,0.05,1111,4.31,15,0.06,2,0.01,4,0.02,50,0.19,1,0.00,3,0.01,-,-,6,0.16,-,-,1,0.04,-,-,1,0.04,1,0.04
2022,09,神奈川県,1,0.00,2,0.01,6,0.03,27,0.12,724,3.34,4,0.02,9,0.04,1,0.00,43,0.20,-,-,1,0.00,-,-,10,0.20,-,-,-,-,-,-,-,-,-,-
2022,09,新潟県,-,-,-,-,15,0.26,63,1.11,84,1.47,6,0.11,10,0.18,1,0.02,17,0.30,7,0.12,1,0.02,-,-,2,0.20,-,-,-,-,-,-,-,-,-,-
2022,09,富山県,-,-,88,3.03,15,0.52,9,0.31,121,4.17,-,-,1,0.03,1,0.03,7,0.24,2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,石川県,-,-,3,0.10,6,0.21,3,0.10,157,5.41,2,0.07,-,-,-,-,8,0.28,-,-,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,福井県,-,-,5,0.22,4,0.17,7,0.30,156,6.78,-,-,33,1.43,-,-,6,0.26,23,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,山梨県,-,-,-,-,-,-,-,-,70,2.92,2,0.08,1,0.04,1,0.04,6,0.25,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,長野県,1,0.01,2,0.04,4,0.07,18,0.33,173,3.20,8,0.15,4,0.07,1,0.02,12,0.22,4,0.07,1,0.02,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
2022,09,岐阜県,-,-,22,0.42,3,0.06,11,0.21,131,2.47,-,-,-,-,-,-,9,0.17,2,0.04,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,静岡県,-,-,2,0.02,18,0.20,14,0.16,387,4.35,8,0.09,3,0.03,4,0.04,28,0.31,1,0.01,3,0.03,-,-,3,0.14,1,0.10,-,-,-,-,-,-,-,-
2022,09,愛知県,2,0.01,58,0.32,6,0.03,42,0.23,599,3.29,4,0.02,4,0.02,3,0.02,34,0.19,1,0.01,5,0.03,-,-,2,0.06,-,-,-,-,-,-,-,-,-,-
2022,09,三重県,-,-,-,-,1,0.02,11,0.24,177,3.93,2,0.04,-,-,-,-,18,0.40,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,滋賀県,1,0.02,4,0.11,4,0.11,5,0.14,96,2.67,3,0.08,1,0.03,-,-,7,0.19,-,-,-,-,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
2022,09,京都府,1,0.01,2,0.03,4,0.05,11,0.15,147,1.96,2,0.03,6,0.08,-,-,13,0.17,-,-,1,0.01,-,-,1,0.06,-,-,-,-,-,-,-,-,-,-
2022,09,大阪府,8,0.03,17,0.09,22,0.11,51,0.26,496,2.52,12,0.06,4,0.02,4,0.02,25,0.13,2,0.01,4,0.02,1,0.02,1,0.02,-,-,-,-,-,-,-,-,-,-
2022,09,兵庫県,1,0.01,8,0.06,5,0.04,28,0.22,539,4.24,2,0.02,4,0.03,-,-,20,0.16,-,-,6,0.05,-,-,6,0.17,1,0.07,1,0.07,-,-,-,-,-,-
2022,09,奈良県,-,-,3,0.09,4,0.12,1,0.03,82,2.41,2,0.06,1,0.03,-,-,6,0.18,-,-,-,-,-,-,2,0.20,-,-,-,-,-,-,-,-,-,-
2022,09,和歌山県,-,-,1,0.03,3,0.10,10,0.33,99,3.30,3,0.10,-,-,-,-,9,0.30,-,-,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-,-,-
2022,09,鳥取県,-,-,3,0.16,5,0.26,40,2.11,68,3.58,-,-,4,0.21,-,-,8,0.42,1,0.05,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,09,島根県,-,-,26,1.13,3,0.13,6,0.26,87,3.78,1,0.04,5,0.22,1,0.04,10,0.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,岡山県,2,0.02,8,0.15,2,0.04,4,0.07,211,3.91,1,0.02,-,-,-,-,11,0.20,-,-,1,0.02,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-
2022,09,広島県,-,-,14,0.19,12,0.17,17,0.24,283,3.93,3,0.04,22,0.31,1,0.01,14,0.19,3,0.04,1,0.01,-,-,2,0.11,-,-,-,-,-,-,-,-,-,-
2022,09,山口県,1,0.01,5,0.11,5,0.11,10,0.22,206,4.48,1,0.02,-,-,1,0.02,17,0.37,1,0.02,-,-,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-
2022,09,徳島県,-,-,-,-,3,0.13,1,0.04,79,3.43,2,0.09,1,0.04,1,0.04,5,0.22,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,香川県,-,-,-,-,5,0.18,6,0.21,211,7.54,1,0.04,1,0.04,1,0.04,5,0.18,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,愛媛県,-,-,15,0.41,5,0.14,9,0.24,366,9.89,3,0.08,-,-,2,0.05,13,0.35,-,-,-,-,-,-,5,0.63,-,-,-,-,-,-,-,-,-,-
2022,09,高知県,-,-,-,-,8,0.29,4,0.14,77,2.75,6,0.21,1,0.04,-,-,14,0.50,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13
2022,09,福岡県,1,0.01,75,0.63,15,0.13,91,0.76,695,5.79,11,0.09,5,0.04,1,0.01,41,0.34,2,0.02,4,0.03,-,-,3,0.12,-,-,-,-,-,-,-,-,-,-
2022,09,佐賀県,-,-,7,0.30,8,0.35,10,0.43,76,3.30,1,0.04,1,0.04,-,-,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,09,長崎県,-,-,37,0.84,4,0.09,38,0.86,135,3.07,3,0.07,2,0.05,-,-,14,0.32,-,-,-,-,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
2022,09,熊本県,-,-,20,0.40,7,0.14,9,0.18,188,3.76,4,0.08,1,0.02,4,0.08,21,0.42,1,0.02,1,0.02,-,-,1,0.11,-,-,-,-,-,-,-,-,1,0.07
2022,09,大分県,-,-,2,0.06,11,0.31,10,0.28,445,12.36,4,0.11,11,0.31,1,0.03,11,0.31,3,0.08,2,0.06,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,09,宮崎県,-,-,61,1.69,7,0.19,13,0.36,255,7.08,1,0.03,1,0.03,1,0.03,10,0.28,-,-,1,0.03,-,-,8,1.33,-,-,-,-,-,-,-,-,-,-
2022,09,鹿児島県,-,-,21,0.40,24,0.45,16,0.30,399,7.53,6,0.11,8,0.15,-,-,11,0.21,-,-,1,0.02,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,09,沖縄県,-,-,2,0.06,3,0.09,11,0.32,44,1.29,-,-,13,0.38,-,-,6,0.18,-,-,1,0.03,-,-,8,0.89,1,0.14,-,-,-,-,-,-,-,-
2022,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
