年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,18,総数,11,0.00,303,0.10,359,0.11,564,0.18,8297,2.65,222,0.07,336,0.11,44,0.01,969,0.31,47,0.02,74,0.02,-,-,116,0.17,5,0.01,8,0.02,5,0.01,-,-,1,0.00
2022,18,北海道,1,0.00,18,0.13,17,0.12,43,0.31,224,1.62,7,0.05,-,-,1,0.01,16,0.12,-,-,2,0.01,-,-,2,0.07,-,-,-,-,1,0.04,-,-,-,-
2022,18,青森県,-,-,-,-,2,0.05,3,0.07,88,2.10,4,0.10,-,-,2,0.05,14,0.33,1,0.02,-,-,-,-,1,0.09,1,0.17,-,-,1,0.17,-,-,-,-
2022,18,岩手県,-,-,2,0.05,10,0.25,11,0.28,101,2.53,6,0.15,1,0.03,2,0.05,16,0.40,-,-,1,0.03,-,-,3,0.21,-,-,-,-,-,-,-,-,-,-
2022,18,宮城県,-,-,1,0.02,1,0.02,6,0.11,138,2.42,6,0.11,1,0.02,-,-,26,0.46,2,0.04,-,-,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,18,秋田県,-,-,5,0.15,3,0.09,10,0.29,37,1.09,3,0.09,1,0.03,-,-,7,0.21,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,18,山形県,-,-,-,-,6,0.21,6,0.21,90,3.10,-,-,-,-,-,-,10,0.34,-,-,-,-,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
2022,18,福島県,-,-,4,0.08,7,0.14,7,0.14,109,2.18,6,0.12,1,0.02,2,0.04,20,0.40,1,0.02,1,0.02,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,18,茨城県,-,-,-,-,2,0.03,17,0.23,118,1.57,10,0.13,5,0.07,1,0.01,11,0.15,-,-,2,0.03,-,-,5,0.29,-,-,-,-,-,-,-,-,-,-
2022,18,栃木県,-,-,4,0.08,3,0.06,9,0.19,53,1.10,2,0.04,6,0.13,1,0.02,19,0.40,-,-,1,0.02,-,-,2,0.17,-,-,1,0.14,-,-,-,-,-,-
2022,18,群馬県,-,-,-,-,2,0.04,1,0.02,170,3.15,5,0.09,14,0.26,3,0.06,21,0.39,-,-,-,-,-,-,6,0.43,-,-,-,-,-,-,-,-,-,-
2022,18,埼玉県,1,0.00,-,-,10,0.06,17,0.11,445,2.85,14,0.09,8,0.05,2,0.01,40,0.26,1,0.01,6,0.04,-,-,5,0.12,-,-,2,0.18,-,-,-,-,-,-
2022,18,千葉県,1,0.00,1,0.01,8,0.06,22,0.17,320,2.50,10,0.08,6,0.05,-,-,54,0.42,-,-,5,0.04,-,-,1,0.03,1,0.11,-,-,-,-,-,-,-,-
2022,18,東京都,2,0.00,5,0.02,11,0.04,24,0.09,787,3.07,21,0.08,10,0.04,5,0.02,62,0.24,2,0.01,5,0.02,-,-,3,0.08,1,0.04,-,-,-,-,-,-,1,0.04
2022,18,神奈川県,-,-,5,0.02,7,0.03,15,0.07,541,2.55,11,0.05,6,0.03,7,0.03,59,0.28,1,0.00,3,0.01,-,-,19,0.37,-,-,-,-,-,-,-,-,-,-
2022,18,新潟県,-,-,-,-,15,0.26,31,0.54,73,1.28,2,0.04,7,0.12,-,-,15,0.26,5,0.09,3,0.05,-,-,2,0.20,-,-,-,-,1,0.08,-,-,-,-
2022,18,富山県,-,-,8,0.28,3,0.10,4,0.14,125,4.31,-,-,6,0.21,-,-,6,0.21,2,0.07,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,18,石川県,1,0.02,-,-,4,0.14,2,0.07,83,2.86,1,0.03,1,0.03,1,0.03,3,0.10,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-
2022,18,福井県,-,-,9,0.39,5,0.22,8,0.35,50,2.17,-,-,44,1.91,-,-,4,0.17,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,18,山梨県,-,-,1,0.04,1,0.04,-,-,52,2.17,1,0.04,-,-,-,-,2,0.08,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,18,長野県,-,-,-,-,-,-,3,0.06,228,4.22,1,0.02,2,0.04,-,-,13,0.24,1,0.02,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,18,岐阜県,-,-,31,0.58,7,0.13,3,0.06,122,2.30,3,0.06,1,0.02,-,-,12,0.23,-,-,1,0.02,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2022,18,静岡県,-,-,16,0.18,8,0.09,14,0.16,205,2.30,2,0.02,8,0.09,2,0.02,32,0.36,3,0.03,3,0.03,-,-,1,0.05,-,-,-,-,-,-,-,-,-,-
2022,18,愛知県,2,0.01,49,0.27,17,0.09,33,0.18,382,2.10,16,0.09,8,0.04,2,0.01,26,0.14,1,0.01,3,0.02,-,-,7,0.20,-,-,-,-,-,-,-,-,-,-
2022,18,三重県,-,-,2,0.04,6,0.13,4,0.09,98,2.18,6,0.13,-,-,-,-,8,0.18,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,18,滋賀県,-,-,1,0.03,1,0.03,7,0.19,70,1.94,6,0.17,2,0.06,-,-,17,0.47,1,0.03,1,0.03,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2022,18,京都府,-,-,3,0.04,11,0.15,8,0.11,119,1.59,3,0.04,2,0.03,1,0.01,17,0.23,1,0.01,3,0.04,-,-,2,0.11,-,-,-,-,-,-,-,-,-,-
2022,18,大阪府,1,0.00,29,0.15,37,0.19,40,0.20,544,2.76,9,0.05,7,0.04,3,0.02,75,0.38,3,0.02,5,0.03,-,-,8,0.16,-,-,1,0.06,-,-,-,-,-,-
2022,18,兵庫県,1,0.01,1,0.01,23,0.18,16,0.12,413,3.20,8,0.06,4,0.03,1,0.01,27,0.21,-,-,2,0.02,-,-,5,0.14,-,-,-,-,-,-,-,-,-,-
2022,18,奈良県,-,-,1,0.03,2,0.06,1,0.03,81,2.38,1,0.03,1,0.03,-,-,4,0.12,2,0.06,1,0.03,-,-,3,0.30,-,-,-,-,-,-,-,-,-,-
2022,18,和歌山県,-,-,-,-,5,0.17,2,0.07,56,1.87,3,0.10,-,-,-,-,12,0.40,-,-,1,0.03,-,-,-,-,-,-,1,0.09,1,0.09,-,-,-,-
2022,18,鳥取県,-,-,1,0.05,8,0.42,15,0.79,47,2.47,-,-,4,0.21,-,-,6,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,18,島根県,-,-,14,0.61,7,0.30,2,0.09,70,3.04,2,0.09,3,0.13,-,-,16,0.70,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,18,岡山県,-,-,2,0.04,3,0.06,6,0.11,204,3.78,3,0.06,1,0.02,1,0.02,16,0.30,-,-,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,18,広島県,-,-,11,0.15,15,0.21,4,0.06,212,2.94,3,0.04,22,0.31,1,0.01,31,0.43,3,0.04,1,0.01,-,-,6,0.32,-,-,-,-,-,-,-,-,-,-
2022,18,山口県,-,-,16,0.36,6,0.13,31,0.69,168,3.73,3,0.07,5,0.11,1,0.02,25,0.56,1,0.02,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2022,18,徳島県,-,-,1,0.04,-,-,5,0.22,80,3.48,1,0.04,1,0.04,-,-,9,0.39,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,18,香川県,-,-,-,-,1,0.04,4,0.14,85,3.04,3,0.11,-,-,1,0.04,9,0.32,-,-,1,0.04,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2022,18,愛媛県,-,-,3,0.08,3,0.08,11,0.31,141,3.92,1,0.03,2,0.06,1,0.03,14,0.39,-,-,2,0.06,-,-,4,0.50,1,0.17,-,-,-,-,-,-,-,-
2022,18,高知県,-,-,-,-,3,0.11,2,0.07,33,1.18,3,0.11,-,-,-,-,9,0.32,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-
2022,18,福岡県,-,-,17,0.14,24,0.20,68,0.57,451,3.76,12,0.10,6,0.05,1,0.01,59,0.49,3,0.03,2,0.02,-,-,4,0.15,-,-,-,-,-,-,-,-,-,-
2022,18,佐賀県,-,-,2,0.09,12,0.52,4,0.17,30,1.30,1,0.04,2,0.09,1,0.04,12,0.52,-,-,1,0.04,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2022,18,長崎県,-,-,2,0.05,6,0.14,20,0.45,79,1.80,3,0.07,1,0.02,-,-,17,0.39,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2022,18,熊本県,-,-,2,0.04,4,0.08,3,0.06,179,3.58,5,0.10,4,0.08,1,0.02,44,0.88,-,-,3,0.06,-,-,3,0.33,-,-,1,0.07,-,-,-,-,-,-
2022,18,大分県,1,0.02,2,0.06,7,0.19,2,0.06,194,5.39,6,0.17,3,0.08,-,-,12,0.33,-,-,-,-,-,-,3,0.60,-,-,-,-,-,-,-,-,-,-
2022,18,宮崎県,-,-,32,0.89,3,0.08,5,0.14,138,3.83,3,0.08,2,0.06,-,-,15,0.42,1,0.03,3,0.08,-,-,4,0.67,-,-,-,-,-,-,-,-,-,-
2022,18,鹿児島県,-,-,2,0.04,23,0.43,6,0.11,205,3.87,4,0.08,33,0.62,-,-,18,0.34,7,0.13,3,0.06,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,18,沖縄県,-,-,-,-,-,-,9,0.26,59,1.74,2,0.06,95,2.79,-,-,9,0.26,-,-,3,0.09,-,-,3,0.33,-,-,2,0.29,-,-,-,-,-,-
2022,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
