年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,百日咳_報告,百日咳_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2017,47,総数,7280,1.47,2240,,2185,0.69,7725,2.44,17344,5.48,1478,0.47,3885,1.23,250,0.08,1317,0.42,33,0.01,568,0.18,853,0.27,3,0.00,493,0.71,13,0.03,14,0.03,164,0.34,3,0.01,10,0.02
2017,47,北海道,320,1.44,110,,409,2.94,558,4.01,293,2.11,99,0.71,90,0.65,2,0.01,37,0.27,1,0.01,16,0.12,10,0.07,-,-,22,0.76,1,0.04,-,-,12,0.52,-,-,1,0.04
2017,47,青森県,46,0.71,35,,22,0.52,53,1.26,112,2.67,15,0.36,96,2.29,2,0.05,14,0.33,1,0.02,18,0.43,19,0.45,-,-,9,0.82,-,-,-,-,7,1.17,-,-,-,-
2017,47,岩手県,52,0.80,13,,8,0.20,157,3.93,111,2.78,6,0.15,54,1.35,10,0.25,18,0.45,-,-,7,0.18,51,1.28,-,-,8,0.57,-,-,-,-,13,0.68,1,0.05,-,-
2017,47,宮城県,264,2.78,43,,33,0.56,140,2.37,375,6.36,43,0.73,110,1.86,8,0.14,26,0.44,-,-,8,0.14,7,0.12,-,-,3,0.25,-,-,-,-,4,0.33,-,-,-,-
2017,47,秋田県,11,0.20,10,,17,0.49,56,1.60,77,2.20,4,0.11,14,0.40,1,0.03,10,0.29,-,-,3,0.09,3,0.09,-,-,3,0.43,-,-,-,-,24,3.00,-,-,-,-
2017,47,山形県,32,0.67,22,,36,1.20,142,4.73,193,6.43,22,0.73,75,2.50,7,0.23,15,0.50,-,-,2,0.07,7,0.23,-,-,10,1.25,-,-,-,-,11,1.10,-,-,1,0.10
2017,47,福島県,64,0.83,43,,14,0.30,98,2.13,166,3.61,15,0.33,104,2.26,8,0.17,26,0.57,1,0.02,14,0.30,26,0.57,-,-,7,0.58,2,0.29,1,0.14,1,0.14,-,-,1,0.14
2017,47,茨城県,56,0.47,22,,37,0.49,175,2.33,471,6.28,30,0.40,173,2.31,5,0.07,26,0.35,-,-,13,0.17,11,0.15,-,-,9,0.53,-,-,-,-,5,0.38,-,-,-,-
2017,47,栃木県,194,2.55,50,,13,0.27,73,1.52,153,3.19,17,0.35,120,2.50,21,0.44,27,0.56,-,-,4,0.08,4,0.08,-,-,8,0.67,-,-,-,-,2,0.29,-,-,-,-
