年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2021,10,総数,44,0.01,1823,0.58,453,0.15,2450,0.78,9147,2.93,293,0.09,60,0.02,54,0.02,1130,0.36,102,0.03,109,0.03,1,0.00,114,0.17,9,0.02,5,0.01,26,0.06,1,0.00,4,0.01
2021,10,北海道,7,0.03,-,-,35,0.25,203,1.45,252,1.80,19,0.14,1,0.01,-,-,35,0.25,1,0.01,5,0.04,-,-,5,0.17,-,-,-,-,-,-,-,-,-,-
2021,10,青森県,-,-,9,0.21,6,0.14,21,0.50,199,4.74,1,0.02,-,-,-,-,15,0.36,-,-,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,10,岩手県,-,-,57,1.43,8,0.20,80,2.00,106,2.65,11,0.28,-,-,-,-,15,0.38,1,0.03,-,-,-,-,2,0.14,-,-,-,-,2,0.11,-,-,1,0.05
2021,10,宮城県,3,0.03,17,0.29,9,0.16,25,0.43,162,2.79,13,0.22,1,0.02,-,-,22,0.38,-,-,2,0.03,-,-,-,-,-,-,-,-,1,0.08,-,-,1,0.08
2021,10,秋田県,-,-,1,0.03,2,0.06,28,0.80,42,1.20,6,0.17,-,-,1,0.03,9,0.26,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2021,10,山形県,-,-,-,-,5,0.17,33,1.14,65,2.24,1,0.03,-,-,-,-,15,0.52,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,10,福島県,1,0.01,27,0.54,12,0.24,55,1.10,122,2.44,4,0.08,-,-,1,0.02,29,0.58,-,-,-,-,-,-,6,0.46,1,0.14,-,-,-,-,-,-,-,-
2021,10,茨城県,-,-,-,-,7,0.09,29,0.39,129,1.72,6,0.08,2,0.03,-,-,18,0.24,-,-,1,0.01,-,-,5,0.29,-,-,1,0.08,6,0.50,-,-,-,-
2021,10,栃木県,-,-,19,0.40,7,0.15,23,0.48,143,2.98,2,0.04,-,-,1,0.02,23,0.48,1,0.02,3,0.06,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-
2021,10,群馬県,1,0.01,-,-,8,0.15,30,0.56,179,3.31,1,0.02,1,0.02,1,0.02,19,0.35,-,-,4,0.07,-,-,2,0.13,-,-,-,-,-,-,-,-,-,-
2021,10,埼玉県,1,0.00,-,-,18,0.11,83,0.52,477,2.98,21,0.13,1,0.01,4,0.03,73,0.46,2,0.01,7,0.04,-,-,6,0.15,-,-,-,-,1,0.09,-,-,-,-
2021,10,千葉県,3,0.01,2,0.01,6,0.04,59,0.44,205,1.53,21,0.16,-,-,3,0.02,37,0.28,1,0.01,5,0.04,-,-,8,0.25,-,-,1,0.11,2,0.22,-,-,-,-
2021,10,東京都,2,0.00,25,0.10,15,0.06,93,0.36,702,2.71,24,0.09,5,0.02,8,0.03,95,0.37,5,0.02,11,0.04,-,-,2,0.05,-,-,-,-,-,-,1,0.04,-,-
2021,10,神奈川県,1,0.00,4,0.02,8,0.04,103,0.47,424,1.92,22,0.10,3,0.01,5,0.02,79,0.36,3,0.01,14,0.06,1,0.02,21,0.42,-,-,-,-,-,-,-,-,1,0.09
