年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,13,総数,15,0.00,390,0.13,213,0.07,683,0.22,8793,2.82,202,0.06,185,0.06,47,0.02,894,0.29,33,0.01,81,0.03,3,0.00,99,0.14,6,0.01,6,0.01,8,0.02,2,0.00,3,0.01
2022,13,北海道,2,0.01,54,0.39,17,0.12,45,0.32,119,0.86,4,0.03,-,-,2,0.01,16,0.12,-,-,2,0.01,-,-,2,0.07,-,-,-,-,1,0.04,-,-,-,-
2022,13,青森県,-,-,-,-,-,-,7,0.17,68,1.62,3,0.07,1,0.02,-,-,18,0.43,-,-,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
2022,13,岩手県,-,-,4,0.10,1,0.03,6,0.15,78,1.95,3,0.08,1,0.03,3,0.08,11,0.28,-,-,3,0.08,-,-,4,0.29,-,-,1,0.05,-,-,-,-,-,-
2022,13,宮城県,-,-,5,0.09,1,0.02,17,0.29,108,1.86,6,0.10,-,-,1,0.02,14,0.24,2,0.03,2,0.03,-,-,1,0.08,-,-,-,-,-,-,-,-,1,0.08
2022,13,秋田県,-,-,3,0.09,-,-,3,0.09,44,1.29,3,0.09,-,-,-,-,4,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,13,山形県,-,-,-,-,12,0.41,9,0.31,91,3.14,4,0.14,-,-,-,-,12,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,13,福島県,1,0.01,-,-,13,0.26,4,0.08,139,2.78,4,0.08,1,0.02,2,0.04,18,0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.14
2022,13,茨城県,1,0.01,2,0.03,3,0.04,8,0.11,180,2.40,5,0.07,4,0.05,1,0.01,3,0.04,-,-,3,0.04,-,-,4,0.24,-,-,-,-,1,0.08,-,-,-,-
2022,13,栃木県,-,-,5,0.10,-,-,12,0.25,101,2.10,2,0.04,8,0.17,2,0.04,15,0.31,-,-,1,0.02,-,-,2,0.17,2,0.29,1,0.14,-,-,-,-,-,-
2022,13,群馬県,1,0.01,1,0.02,1,0.02,8,0.15,261,4.83,5,0.09,2,0.04,1,0.02,17,0.31,-,-,3,0.06,-,-,1,0.07,-,-,-,-,-,-,-,-,-,-
