年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,33,総数,5,0.00,64,0.02,409,0.13,1072,0.35,3303,1.09,327,0.11,336,0.11,28,0.01,988,0.33,1187,0.39,86,0.03,1,0.00,93,0.14,7,0.01,9,0.02,25,0.05,3,0.01,-,-
2020,33,北海道,1,0.00,-,-,38,0.28,50,0.36,54,0.39,11,0.08,15,0.11,1,0.01,27,0.20,3,0.02,3,0.02,-,-,6,0.21,-,-,-,-,2,0.09,-,-,-,-
2020,33,青森県,-,-,-,-,5,0.12,2,0.05,49,1.17,3,0.07,2,0.05,1,0.02,13,0.31,3,0.07,-,-,-,-,2,0.18,1,0.17,-,-,2,0.33,-,-,-,-
2020,33,岩手県,-,-,-,-,2,0.05,14,0.34,33,0.80,2,0.05,6,0.15,-,-,14,0.34,3,0.07,3,0.07,-,-,4,0.29,-,-,-,-,-,-,-,-,-,-
2020,33,宮城県,-,-,-,-,4,0.07,11,0.19,46,0.79,4,0.07,5,0.09,-,-,19,0.33,1,0.02,-,-,-,-,-,-,-,-,-,-,1,0.08,-,-,-,-
2020,33,秋田県,-,-,-,-,2,0.06,9,0.26,21,0.62,2,0.06,6,0.18,1,0.03,6,0.18,-,-,-,-,-,-,1,0.14,-,-,-,-,2,0.25,-,-,-,-
2020,33,山形県,-,-,-,-,6,0.21,20,0.69,17,0.59,1,0.03,-,-,-,-,9,0.31,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,33,福島県,-,-,-,-,11,0.22,21,0.42,27,0.54,4,0.08,5,0.10,-,-,17,0.34,-,-,-,-,-,-,7,0.54,-,-,1,0.14,-,-,-,-,-,-
2020,33,茨城県,-,-,-,-,9,0.12,45,0.60,54,0.72,13,0.17,8,0.11,-,-,17,0.23,8,0.11,1,0.01,-,-,6,0.35,-,-,-,-,-,-,-,-,-,-
2020,33,栃木県,1,0.01,-,-,-,-,8,0.17,16,0.33,9,0.19,2,0.04,-,-,17,0.35,1,0.02,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,33,群馬県,-,-,-,-,8,0.18,9,0.20,24,0.53,3,0.07,2,0.04,-,-,17,0.38,2,0.04,2,0.04,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
