年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2024,07,総数,101832,20.64,464,0.15,2851,0.91,11534,3.68,17950,5.73,364,0.12,532,0.17,54,0.02,591,0.19,53,0.02,90,0.03,5,0.01,326,0.47,2,0.00,4,0.01,37,0.08,2,0.00,7,0.01,49821,10.10
2024,07,北海道,4751,21.12,89,0.64,325,2.34,1048,7.54,457,3.29,23,0.17,4,0.03,-,-,13,0.09,-,-,4,0.03,-,-,7,0.24,-,-,-,-,1,0.04,-,-,2,0.09,2319,10.31
2024,07,青森県,643,10.90,-,-,42,1.14,110,2.97,103,2.78,1,0.03,1,0.03,-,-,15,0.41,-,-,1,0.03,-,-,2,0.20,-,-,-,-,3,0.50,-,-,-,-,643,10.90
2024,07,岩手県,828,13.80,2,0.05,64,1.68,71,1.87,298,7.84,10,0.26,7,0.18,-,-,13,0.34,-,-,3,0.08,-,-,3,0.21,-,-,-,-,4,0.21,-,-,-,-,744,12.40
2024,07,宮城県,1954,21.47,9,0.16,64,1.16,197,3.58,261,4.75,12,0.22,1,0.02,-,-,17,0.31,-,-,3,0.05,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-,1320,14.51
2024,07,秋田県,278,5.45,2,0.06,11,0.33,51,1.55,96,2.91,-,-,7,0.21,-,-,2,0.06,2,0.06,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-,478,9.37
2024,07,山形県,747,17.37,2,0.07,73,2.61,213,7.61,141,5.04,7,0.25,16,0.57,1,0.04,9,0.32,4,0.14,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,549,12.77
2024,07,福島県,799,9.74,21,0.43,80,1.63,182,3.71,281,5.73,8,0.16,3,0.06,-,-,8,0.16,-,-,1,0.02,1,0.08,10,0.77,-,-,-,-,-,-,-,-,-,-,1100,13.41
2024,07,茨城県,1771,14.76,4,0.05,38,0.51,404,5.39,464,6.19,5,0.07,-,-,-,-,3,0.04,-,-,5,0.07,-,-,14,0.82,-,-,-,-,-,-,-,-,-,-,1855,15.46
2024,07,栃木県,988,13.00,13,0.27,25,0.52,137,2.85,151,3.15,3,0.06,4,0.08,-,-,8,0.17,-,-,2,0.04,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-,1058,13.92
2024,07,群馬県,1534,18.05,7,0.13,44,0.83,203,3.83,324,6.11,5,0.09,15,0.28,1,0.02,13,0.25,-,-,1,0.02,-,-,4,0.29,-,-,-,-,-,-,-,-,-,-,1000,11.76
2024,07,埼玉県,7541,29.00,26,0.16,121,0.74,679,4.17,1181,7.25,24,0.15,6,0.04,3,0.02,23,0.14,-,-,6,0.04,2,0.05,16,0.38,-,-,-,-,1,0.08,-,-,-,-,2789,10.73
2024,07,千葉県,4819,23.86,19,0.15,61,0.49,554,4.43,731,5.85,14,0.11,1,0.01,1,0.01,16,0.13,-,-,3,0.02,-,-,17,0.50,1,0.11,-,-,1,0.11,-,-,-,-,2519,12.47
2024,07,東京都,8909,21.47,27,0.10,93,0.36,870,3.33,1611,6.17,32,0.12,13,0.05,21,0.08,57,0.22,4,0.02,10,0.04,-,-,19,0.49,-,-,-,-,2,0.08,1,0.04,-,-,2865,6.90
2024,07,神奈川県,8598,23.62,10,0.04,87,0.38,588,2.56,1030,4.48,35,0.15,19,0.08,7,0.03,28,0.12,1,0.00,8,0.03,-,-,36,0.75,-,-,-,-,1,0.08,-,-,-,-,2697,7.41
2024,07,新潟県,839,9.76,3,0.05,154,2.80,289,5.25,225,4.09,1,0.02,1,0.02,2,0.04,11,0.20,-,-,2,0.04,-,-,2,0.20,-,-,1,0.08,2,0.15,-,-,2,0.15,1087,12.64
2024,07,富山県,768,16.00,3,0.10,69,2.38,148,5.10,237,8.17,1,0.03,4,0.14,-,-,3,0.10,2,0.07,2,0.07,-,-,2,0.29,-,-,1,0.20,-,-,-,-,-,-,460,9.58
2024,07,石川県,1221,25.44,1,0.03,49,1.69,98,3.38,314,10.83,11,0.38,8,0.28,-,-,6,0.21,-,-,-,-,-,-,20,2.86,-,-,-,-,-,-,-,-,-,-,743,15.48
