年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,39,総数,51,0.01,3705,1.18,168,0.05,1030,0.33,6306,2.01,191,0.06,6218,1.98,26,0.01,844,0.27,1411,0.45,113,0.04,7,0.01,116,0.17,5,0.01,13,0.03,5,0.01,-,-,4,0.01
2022,39,北海道,1,0.00,87,0.62,5,0.04,66,0.47,86,0.61,14,0.10,170,1.21,7,0.05,19,0.14,63,0.45,3,0.02,1,0.03,5,0.17,1,0.04,-,-,-,-,-,-,2,0.09
2022,39,青森県,1,0.02,62,1.48,-,-,1,0.02,50,1.19,-,-,136,3.24,1,0.02,5,0.12,22,0.52,-,-,-,-,2,0.18,-,-,-,-,1,0.17,-,-,-,-
2022,39,岩手県,1,0.02,46,1.15,2,0.05,36,0.90,75,1.88,3,0.08,90,2.25,-,-,11,0.28,14,0.35,5,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,39,宮城県,-,-,93,1.60,-,-,7,0.12,88,1.52,6,0.10,271,4.67,-,-,15,0.26,28,0.48,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,39,秋田県,-,-,21,0.62,-,-,6,0.18,24,0.71,2,0.06,23,0.68,-,-,6,0.18,1,0.03,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2022,39,山形県,-,-,120,4.29,1,0.04,5,0.18,27,0.96,4,0.14,106,3.79,-,-,7,0.25,47,1.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,39,福島県,-,-,57,1.14,6,0.12,7,0.14,56,1.12,2,0.04,154,3.08,1,0.02,23,0.46,23,0.46,2,0.04,-,-,2,0.15,-,-,1,0.14,-,-,-,-,-,-
2022,39,茨城県,-,-,113,1.51,4,0.05,22,0.29,106,1.41,4,0.05,66,0.88,-,-,11,0.15,11,0.15,1,0.01,-,-,7,0.41,-,-,-,-,-,-,-,-,-,-
2022,39,栃木県,-,-,74,1.54,-,-,15,0.31,24,0.50,-,-,104,2.17,-,-,16,0.33,5,0.10,-,-,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2022,39,群馬県,1,0.01,68,1.26,-,-,-,-,117,2.17,4,0.07,114,2.11,-,-,16,0.30,22,0.41,3,0.06,-,-,5,0.36,-,-,-,-,-,-,-,-,-,-
2022,39,埼玉県,3,0.01,215,1.35,11,0.07,57,0.36,466,2.93,11,0.07,448,2.82,1,0.01,47,0.30,69,0.43,9,0.06,1,0.03,11,0.28,-,-,-,-,-,-,-,-,-,-
2022,39,千葉県,4,0.02,122,0.96,-,-,32,0.25,315,2.48,9,0.07,212,1.67,1,0.01,28,0.22,50,0.39,11,0.09,-,-,2,0.06,-,-,1,0.11,-,-,-,-,-,-
2022,39,東京都,5,0.01,327,1.28,9,0.04,55,0.21,586,2.29,13,0.05,757,2.96,2,0.01,62,0.24,176,0.69,14,0.05,-,-,6,0.16,-,-,-,-,1,0.04,-,-,-,-
2022,39,神奈川県,-,-,159,0.73,4,0.02,69,0.32,374,1.72,10,0.05,551,2.54,3,0.01,57,0.26,119,0.55,6,0.03,1,0.02,14,0.29,-,-,2,0.18,-,-,-,-,1,0.09
2022,39,新潟県,-,-,39,0.70,2,0.04,55,0.98,58,1.04,4,0.07,99,1.77,-,-,10,0.18,34,0.61,6,0.11,2,0.20,-,-,-,-,1,0.08,-,-,-,-,-,-
2022,39,富山県,-,-,52,1.79,1,0.03,4,0.14,63,2.17,-,-,49,1.69,-,-,6,0.21,19,0.66,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,39,石川県,-,-,107,3.69,-,-,1,0.03,75,2.59,-,-,84,2.90,-,-,9,0.31,14,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,39,福井県,-,-,26,1.13,2,0.09,14,0.61,72,3.13,1,0.04,2,0.09,-,-,7,0.30,4,0.17,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,39,山梨県,-,-,42,1.75,1,0.04,1,0.04,39,1.63,-,-,19,0.79,-,-,6,0.25,2,0.08,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2022,39,長野県,-,-,46,0.85,2,0.04,-,-,78,1.44,4,0.07,146,2.70,-,-,11,0.20,31,0.57,-,-,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
2022,39,岐阜県,-,-,8,0.15,1,0.02,13,0.25,57,1.08,2,0.04,142,2.68,-,-,15,0.28,12,0.23,2,0.04,-,-,2,0.18,-,-,-,-,1,0.20,-,-,-,-
2022,39,静岡県,2,0.01,126,1.38,6,0.07,18,0.20,144,1.58,6,0.07,239,2.63,-,-,19,0.21,47,0.52,3,0.03,-,-,4,0.18,-,-,-,-,-,-,-,-,-,-
2022,39,愛知県,3,0.02,30,0.16,1,0.01,53,0.29,354,1.95,16,0.09,592,3.25,-,-,25,0.14,74,0.41,6,0.03,-,-,5,0.14,-,-,3,0.20,-,-,-,-,-,-
2022,39,三重県,-,-,58,1.29,2,0.04,13,0.29,88,1.96,1,0.02,85,1.89,-,-,9,0.20,23,0.51,1,0.02,-,-,1,0.08,-,-,1,0.11,-,-,-,-,-,-
2022,39,滋賀県,-,-,27,0.75,-,-,10,0.28,50,1.39,-,-,68,1.89,1,0.03,6,0.17,6,0.17,1,0.03,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-
2022,39,京都府,-,-,64,0.84,8,0.11,45,0.59,94,1.24,1,0.01,147,1.93,-,-,13,0.17,25,0.33,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-
2022,39,大阪府,3,0.01,162,0.83,20,0.10,71,0.36,353,1.80,16,0.08,407,2.08,3,0.02,43,0.22,107,0.55,11,0.06,-,-,2,0.04,-,-,-,-,-,-,-,-,-,-
2022,39,兵庫県,5,0.03,156,1.21,6,0.05,30,0.23,366,2.84,13,0.10,168,1.30,1,0.01,24,0.19,57,0.44,3,0.02,1,0.03,7,0.20,1,0.07,1,0.07,-,-,-,-,-,-
2022,39,奈良県,-,-,46,1.35,1,0.03,3,0.09,57,1.68,2,0.06,33,0.97,-,-,5,0.15,8,0.24,-,-,-,-,3,0.30,-,-,-,-,-,-,-,-,-,-
2022,39,和歌山県,-,-,55,1.83,1,0.03,3,0.10,57,1.90,1,0.03,34,1.13,-,-,7,0.23,12,0.40,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-,-,-
2022,39,鳥取県,1,0.03,72,3.79,1,0.05,22,1.16,42,2.21,3,0.16,4,0.21,-,-,6,0.32,5,0.26,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,39,島根県,-,-,5,0.22,2,0.09,3,0.13,81,3.52,2,0.09,35,1.52,-,-,12,0.52,-,-,1,0.04,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-
2022,39,岡山県,1,0.01,48,0.89,-,-,7,0.13,131,2.43,1,0.02,38,0.70,-,-,17,0.31,2,0.04,5,0.09,-,-,2,0.17,1,0.20,-,-,-,-,-,-,-,-
2022,39,広島県,-,-,87,1.24,7,0.10,13,0.19,197,2.81,1,0.01,45,0.64,1,0.01,17,0.24,23,0.33,-,-,-,-,5,0.26,-,-,-,-,1,0.05,-,-,-,-
2022,39,山口県,-,-,106,2.36,2,0.04,17,0.38,66,1.47,6,0.13,44,0.98,-,-,17,0.38,23,0.51,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2022,39,徳島県,-,-,75,3.26,-,-,1,0.04,55,2.39,1,0.04,8,0.35,-,-,10,0.43,6,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,39,香川県,-,-,61,2.18,3,0.11,3,0.11,85,3.04,1,0.04,4,0.14,-,-,11,0.39,3,0.11,2,0.07,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,39,愛媛県,-,-,76,2.05,2,0.05,5,0.14,138,3.73,3,0.08,40,1.08,3,0.08,18,0.49,17,0.46,3,0.08,-,-,5,0.63,-,-,-,-,1,0.17,-,-,-,-
2022,39,高知県,-,-,69,2.56,2,0.07,5,0.19,36,1.33,-,-,19,0.70,-,-,7,0.26,4,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13
2022,39,福岡県,1,0.01,189,1.58,12,0.10,119,0.99,359,2.99,8,0.07,175,1.46,1,0.01,46,0.38,86,0.72,3,0.03,-,-,2,0.08,1,0.07,-,-,-,-,-,-,-,-
2022,39,佐賀県,-,-,45,1.96,1,0.04,6,0.26,22,0.96,2,0.09,21,0.91,-,-,19,0.83,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,39,長崎県,-,-,49,1.11,3,0.07,62,1.41,64,1.45,1,0.02,56,1.27,-,-,14,0.32,13,0.30,2,0.05,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2022,39,熊本県,8,0.10,23,0.46,4,0.08,13,0.26,168,3.36,1,0.02,63,1.26,-,-,37,0.74,38,0.76,3,0.06,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2022,39,大分県,1,0.02,55,1.53,4,0.11,13,0.36,175,4.86,4,0.11,40,1.11,-,-,21,0.58,13,0.36,1,0.03,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,39,宮崎県,-,-,30,0.83,13,0.36,8,0.22,138,3.83,1,0.03,32,0.89,-,-,22,0.61,9,0.25,-,-,-,-,3,0.50,-,-,-,-,-,-,-,-,-,-
2022,39,鹿児島県,-,-,33,0.62,10,0.19,6,0.11,108,2.04,3,0.06,58,1.09,-,-,22,0.42,33,0.62,4,0.08,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,39,沖縄県,10,0.18,74,2.18,6,0.18,15,0.44,42,1.24,4,0.12,20,0.59,-,-,10,0.29,6,0.18,-,-,-,-,4,0.44,-,-,1,0.14,-,-,-,-,-,-
2022,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
