年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,21,総数,8,0.00,628,0.20,992,0.32,943,0.30,16642,5.30,269,0.09,620,0.20,32,0.01,1264,0.40,90,0.03,122,0.04,2,0.00,118,0.17,8,0.02,10,0.02,8,0.02,-,-,1,0.00
2022,21,北海道,-,-,31,0.22,48,0.35,63,0.46,540,3.91,10,0.07,1,0.01,-,-,24,0.17,-,-,2,0.01,-,-,3,0.11,-,-,-,-,-,-,-,-,-,-
2022,21,青森県,-,-,-,-,6,0.14,5,0.12,239,5.69,-,-,1,0.02,-,-,16,0.38,-,-,1,0.02,-,-,-,-,-,-,-,-,3,0.50,-,-,-,-
2022,21,岩手県,-,-,1,0.03,7,0.18,19,0.48,178,4.45,2,0.05,1,0.03,3,0.08,29,0.73,-,-,2,0.05,-,-,7,0.50,1,0.05,-,-,-,-,-,-,-,-
2022,21,宮城県,-,-,-,-,9,0.16,32,0.56,344,6.04,4,0.07,6,0.11,-,-,30,0.53,-,-,1,0.02,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,21,秋田県,-,-,17,0.50,2,0.06,9,0.26,100,2.94,-,-,-,-,-,-,8,0.24,-,-,-,-,1,0.14,2,0.29,-,-,-,-,-,-,-,-,-,-
2022,21,山形県,1,0.02,-,-,15,0.52,12,0.41,212,7.31,4,0.14,3,0.10,-,-,15,0.52,2,0.07,-,-,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
2022,21,福島県,-,-,11,0.22,6,0.12,9,0.18,179,3.58,7,0.14,2,0.04,-,-,27,0.54,-,-,1,0.02,-,-,2,0.15,-,-,-,-,-,-,-,-,-,-
2022,21,茨城県,-,-,-,-,25,0.33,17,0.23,287,3.83,4,0.05,14,0.19,2,0.03,22,0.29,-,-,1,0.01,-,-,10,0.59,-,-,-,-,-,-,-,-,-,-
2022,21,栃木県,-,-,5,0.10,10,0.21,15,0.31,110,2.29,5,0.10,9,0.19,1,0.02,24,0.50,1,0.02,2,0.04,-,-,2,0.17,-,-,-,-,-,-,-,-,1,0.14
