年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,21,総数,14,0.00,13,0.00,241,0.08,1686,0.53,3602,1.14,276,0.09,164,0.05,141,0.04,1185,0.38,52,0.02,146,0.05,2,0.00,99,0.14,11,0.02,6,0.01,30,0.06,1,0.00,2,0.00
2020,21,北海道,2,0.01,1,0.01,16,0.12,80,0.58,44,0.32,12,0.09,4,0.03,4,0.03,33,0.24,2,0.01,2,0.01,-,-,1,0.03,-,-,-,-,-,-,-,-,1,0.04
2020,21,青森県,1,0.02,-,-,3,0.07,35,0.83,48,1.14,8,0.19,5,0.12,6,0.14,15,0.36,-,-,1,0.02,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
2020,21,岩手県,-,-,1,0.02,8,0.20,61,1.49,62,1.51,8,0.20,2,0.05,-,-,16,0.39,-,-,3,0.07,-,-,2,0.14,-,-,1,0.05,-,-,-,-,-,-
2020,21,宮城県,-,-,-,-,2,0.03,29,0.50,33,0.57,5,0.09,2,0.03,3,0.05,37,0.64,-,-,2,0.03,-,-,1,0.08,1,0.08,-,-,2,0.17,-,-,-,-
2020,21,秋田県,-,-,-,-,5,0.14,22,0.63,30,0.86,1,0.03,1,0.03,8,0.23,13,0.37,-,-,1,0.03,1,0.14,1,0.14,-,-,-,-,1,0.13,-,-,-,-
2020,21,山形県,-,-,-,-,1,0.03,33,1.14,27,0.93,4,0.14,2,0.07,-,-,29,1.00,1,0.03,1,0.03,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
2020,21,福島県,-,-,-,-,1,0.02,30,0.60,40,0.80,5,0.10,1,0.02,3,0.06,17,0.34,-,-,1,0.02,-,-,7,0.54,-,-,-,-,-,-,-,-,-,-
2020,21,茨城県,1,0.01,-,-,3,0.04,33,0.44,75,1.00,4,0.05,3,0.04,1,0.01,14,0.19,-,-,1,0.01,-,-,6,0.35,-,-,-,-,1,0.08,-,-,-,-
2020,21,栃木県,-,-,-,-,-,-,17,0.35,27,0.56,6,0.13,1,0.02,5,0.10,22,0.46,1,0.02,4,0.08,-,-,4,0.33,-,-,-,-,1,0.14,-,-,-,-
2020,21,群馬県,-,-,-,-,2,0.04,12,0.22,56,1.04,2,0.04,1,0.02,1,0.02,21,0.39,1,0.02,1,0.02,-,-,4,0.27,1,0.11,-,-,1,0.11,-,-,-,-
2020,21,埼玉県,-,-,-,-,7,0.04,41,0.25,167,1.03,9,0.06,10,0.06,3,0.02,51,0.31,3,0.02,11,0.07,-,-,8,0.20,-,-,-,-,-,-,-,-,-,-
2020,21,千葉県,-,-,-,-,-,-,57,0.43,112,0.84,11,0.08,4,0.03,4,0.03,30,0.23,-,-,1,0.01,-,-,7,0.21,-,-,-,-,-,-,-,-,-,-
2020,21,東京都,1,0.00,1,0.00,3,0.01,77,0.30,262,1.02,22,0.09,14,0.05,5,0.02,76,0.29,2,0.01,9,0.03,-,-,-,-,2,0.08,1,0.04,1,0.04,-,-,-,-
2020,21,神奈川県,-,-,1,0.00,2,0.01,65,0.29,191,0.86,15,0.07,5,0.02,4,0.02,68,0.31,3,0.01,17,0.08,-,-,16,0.33,-,-,1,0.09,-,-,-,-,-,-
2020,21,新潟県,-,-,2,0.04,20,0.35,80,1.40,54,0.95,14,0.25,2,0.04,4,0.07,26,0.46,-,-,3,0.05,1,0.10,2,0.20,-,-,-,-,-,-,-,-,-,-
2020,21,富山県,-,-,-,-,3,0.10,11,0.38,44,1.52,5,0.17,-,-,3,0.10,6,0.21,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,21,石川県,-,-,-,-,4,0.14,25,0.86,23,0.79,-,-,-,-,-,-,10,0.34,-,-,1,0.03,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-
2020,21,福井県,-,-,-,-,6,0.26,9,0.39,22,0.96,1,0.04,1,0.04,5,0.22,10,0.43,-,-,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,21,山梨県,-,-,-,-,-,-,7,0.29,14,0.58,-,-,-,-,-,-,5,0.21,-,-,-,-,-,-,-,-,-,-,-,-,1,0.10,-,-,-,-
2020,21,長野県,-,-,-,-,1,0.02,15,0.28,95,1.76,7,0.13,-,-,6,0.11,9,0.17,1,0.02,5,0.09,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
