年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,02,総数,90811,18.33,1023,0.32,1655,0.52,7711,2.44,19275,6.09,2058,0.65,622,0.20,1982,0.63,1014,0.32,103,0.03,180,0.06,8,0.01,464,0.67,10,0.02,10,0.02,211,0.44,1,0.00,8,0.02
2020,02,北海道,2374,10.74,130,0.94,82,0.59,370,2.68,308,2.23,77,0.56,9,0.07,187,1.36,31,0.22,2,0.01,3,0.02,-,-,16,0.55,-,-,-,-,21,0.91,-,-,-,-
2020,02,青森県,816,12.55,15,0.36,12,0.29,56,1.33,209,4.98,18,0.43,16,0.38,25,0.60,16,0.38,-,-,-,-,-,-,8,0.73,-,-,-,-,3,0.50,-,-,-,-
2020,02,岩手県,1092,16.55,17,0.41,15,0.37,105,2.56,175,4.27,15,0.37,18,0.44,22,0.54,16,0.39,-,-,1,0.02,-,-,6,0.43,-,-,-,-,3,0.16,-,-,-,-
2020,02,宮城県,1548,16.47,24,0.41,29,0.50,168,2.90,285,4.91,54,0.93,23,0.40,15,0.26,18,0.31,-,-,-,-,1,0.08,8,0.67,-,-,-,-,13,1.08,-,-,-,-
2020,02,秋田県,1069,19.80,8,0.23,4,0.11,30,0.86,72,2.06,13,0.37,7,0.20,4,0.11,3,0.09,-,-,1,0.03,1,0.14,1,0.14,1,0.13,-,-,2,0.25,-,-,-,-
2020,02,山形県,688,14.96,7,0.23,20,0.67,155,5.17,132,4.40,29,0.97,-,-,15,0.50,12,0.40,-,-,1,0.03,-,-,5,0.63,1,0.10,-,-,4,0.40,-,-,-,-
2020,02,福島県,1762,21.23,23,0.46,27,0.54,144,2.88,209,4.18,19,0.38,6,0.12,69,1.38,23,0.46,-,-,4,0.08,-,-,18,1.38,-,-,-,-,3,0.43,-,-,-,-
2020,02,茨城県,2301,19.18,15,0.20,33,0.44,165,2.20,470,6.27,61,0.81,6,0.08,27,0.36,19,0.25,-,-,3,0.04,-,-,19,1.12,-,-,1,0.08,7,0.58,-,-,-,-
2020,02,栃木県,1373,18.07,12,0.25,13,0.27,61,1.27,211,4.40,29,0.60,6,0.13,14,0.29,12,0.25,-,-,3,0.06,-,-,4,0.33,-,-,-,-,5,0.71,-,-,-,-
2020,02,群馬県,1884,21.66,8,0.15,19,0.35,101,1.87,285,5.28,34,0.63,10,0.19,16,0.30,21,0.39,3,0.06,1,0.02,-,-,12,0.80,-,-,-,-,5,0.56,-,-,-,-
2020,02,埼玉県,4919,19.29,51,0.32,99,0.62,435,2.72,1090,6.81,179,1.12,31,0.19,50,0.31,42,0.26,1,0.01,7,0.04,1,0.03,23,0.61,-,-,-,-,5,0.45,-,-,-,-
2020,02,千葉県,4485,21.26,26,0.20,61,0.46,490,3.68,906,6.81,101,0.76,24,0.18,48,0.36,34,0.26,4,0.03,6,0.05,2,0.06,21,0.60,-,-,-,-,4,0.44,-,-,-,-
2020,02,東京都,5998,14.45,42,0.16,98,0.38,617,2.37,2103,8.09,214,0.82,53,0.20,39,0.15,83,0.32,20,0.08,16,0.06,-,-,15,0.41,-,-,-,-,11,0.46,1,0.04,1,0.04
2020,02,神奈川県,5103,14.25,31,0.13,66,0.29,542,2.36,1589,6.91,170,0.74,40,0.17,33,0.14,70,0.30,1,0.00,8,0.03,-,-,66,1.32,1,0.09,-,-,3,0.27,-,-,-,-
2020,02,新潟県,1434,15.93,33,0.58,64,1.12,297,5.21,172,3.02,60,1.05,13,0.23,7,0.12,22,0.39,5,0.09,2,0.04,1,0.10,7,0.70,-,-,-,-,1,0.08,-,-,-,-
2020,02,富山県,594,12.38,5,0.17,10,0.34,99,3.41,221,7.62,20,0.69,16,0.55,16,0.55,13,0.45,1,0.03,-,-,-,-,1,0.14,-,-,1,0.20,1,0.20,-,-,-,-
2020,02,石川県,724,15.08,5,0.17,14,0.48,146,5.03,237,8.17,33,1.14,12,0.41,29,1.00,9,0.31,1,0.03,-,-,-,-,1,0.14,-,-,-,-,7,1.40,-,-,-,-
2020,02,福井県,736,19.89,8,0.35,30,1.30,70,3.04,232,10.09,4,0.17,2,0.09,50,2.17,8,0.35,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,02,山梨県,845,20.61,6,0.25,3,0.13,40,1.67,140,5.83,12,0.50,3,0.13,12,0.50,6,0.25,-,-,2,0.08,-,-,7,0.78,-,-,-,-,5,0.50,-,-,-,-
2020,02,長野県,1712,19.68,45,0.83,5,0.09,141,2.61,380,7.04,34,0.63,9,0.17,54,1.00,20,0.37,4,0.07,4,0.07,-,-,7,0.64,-,-,-,-,3,0.27,-,-,3,0.27
2020,02,岐阜県,1615,18.56,11,0.21,17,0.32,58,1.09,182,3.43,8,0.15,12,0.23,20,0.38,9,0.17,-,-,2,0.04,-,-,9,0.82,-,-,-,-,4,0.80,-,-,-,-
2020,02,静岡県,2880,20.72,29,0.33,37,0.42,251,2.82,520,5.84,26,0.29,12,0.13,40,0.45,29,0.33,3,0.03,7,0.08,-,-,19,0.86,-,-,-,-,5,0.50,-,-,-,-
2020,02,愛知県,5093,26.12,68,0.37,61,0.34,359,1.97,906,4.98,90,0.49,52,0.29,111,0.61,37,0.20,3,0.02,4,0.02,-,-,8,0.23,-,-,1,0.07,10,0.67,-,-,-,-
2020,02,三重県,1460,20.56,31,0.69,48,1.07,99,2.20,195,4.33,23,0.51,9,0.20,41,0.91,15,0.33,1,0.02,4,0.09,-,-,3,0.27,-,-,1,0.11,-,-,-,-,-,-
2020,02,滋賀県,992,19.08,17,0.55,8,0.26,37,1.19,92,2.97,10,0.32,5,0.16,15,0.48,5,0.16,6,0.19,1,0.03,-,-,1,0.13,-,-,-,-,1,0.14,-,-,1,0.14
2020,02,京都府,2111,16.75,27,0.35,26,0.34,111,1.44,312,4.05,36,0.47,4,0.05,26,0.34,17,0.22,1,0.01,2,0.03,-,-,9,0.50,-,-,-,-,3,0.43,-,-,-,-
2020,02,大阪府,5689,18.90,96,0.49,78,0.40,415,2.11,1127,5.72,107,0.54,32,0.16,103,0.52,60,0.30,2,0.01,10,0.05,2,0.04,12,0.23,-,-,1,0.06,11,0.69,-,-,-,-
2020,02,兵庫県,3830,19.25,52,0.40,73,0.57,155,1.20,914,7.09,77,0.60,5,0.04,70,0.54,38,0.29,3,0.02,21,0.16,-,-,27,0.77,2,0.14,3,0.21,12,0.86,-,-,-,-
2020,02,奈良県,1052,19.13,20,0.59,11,0.32,60,1.76,197,5.79,16,0.47,6,0.18,51,1.50,6,0.18,-,-,1,0.03,-,-,1,0.10,-,-,-,-,2,0.33,-,-,-,-
