年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2021,42,総数,13,0.00,1148,0.36,284,0.09,1527,0.49,7050,2.24,234,0.07,5110,1.62,37,0.01,1161,0.37,2231,0.71,120,0.04,3,0.00,147,0.21,4,0.01,11,0.02,10,0.02,-,-,1,0.00
2021,42,北海道,-,-,225,1.61,26,0.19,93,0.66,102,0.73,6,0.04,8,0.06,-,-,28,0.20,2,0.01,5,0.04,-,-,3,0.11,-,-,-,-,-,-,-,-,-,-
2021,42,青森県,-,-,-,-,1,0.02,4,0.10,59,1.40,2,0.05,17,0.40,1,0.02,8,0.19,2,0.05,2,0.05,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
2021,42,岩手県,-,-,36,0.88,-,-,42,1.02,79,1.93,2,0.05,82,2.00,-,-,29,0.71,6,0.15,2,0.05,-,-,2,0.14,-,-,-,-,1,0.05,-,-,-,-
2021,42,宮城県,-,-,15,0.26,6,0.10,19,0.33,176,3.03,6,0.10,62,1.07,1,0.02,38,0.66,27,0.47,2,0.03,-,-,5,0.42,-,-,-,-,-,-,-,-,-,-
2021,42,秋田県,-,-,3,0.09,2,0.06,20,0.59,32,0.94,5,0.15,1,0.03,-,-,6,0.18,-,-,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2021,42,山形県,1,0.02,3,0.10,11,0.38,35,1.21,50,1.72,3,0.10,-,-,-,-,14,0.48,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,42,福島県,-,-,29,0.58,14,0.28,21,0.42,73,1.46,7,0.14,-,-,-,-,32,0.64,10,0.20,2,0.04,-,-,4,0.31,-,-,-,-,-,-,-,-,-,-
2021,42,茨城県,-,-,1,0.01,5,0.07,42,0.56,115,1.53,2,0.03,11,0.15,-,-,18,0.24,25,0.33,3,0.04,-,-,10,0.59,-,-,-,-,1,0.08,-,-,-,-
2021,42,栃木県,-,-,8,0.17,-,-,25,0.52,36,0.75,-,-,3,0.06,2,0.04,23,0.48,10,0.21,2,0.04,-,-,2,0.17,-,-,2,0.29,-,-,-,-,-,-
2021,42,群馬県,-,-,43,0.80,4,0.07,20,0.37,74,1.37,2,0.04,3,0.06,-,-,17,0.31,33,0.61,1,0.02,1,0.07,5,0.33,-,-,-,-,-,-,-,-,-,-
2021,42,埼玉県,1,0.00,33,0.20,15,0.09,69,0.43,502,3.12,15,0.09,9,0.06,2,0.01,65,0.40,38,0.24,12,0.07,-,-,7,0.17,-,-,2,0.18,-,-,-,-,-,-
2021,42,千葉県,3,0.01,7,0.05,4,0.03,78,0.60,177,1.37,10,0.08,18,0.14,2,0.02,45,0.35,21,0.16,8,0.06,-,-,8,0.24,-,-,-,-,-,-,-,-,-,-
2021,42,東京都,-,-,10,0.04,15,0.06,78,0.30,696,2.69,17,0.07,80,0.31,4,0.02,89,0.34,267,1.03,13,0.05,-,-,3,0.08,1,0.04,2,0.08,1,0.04,-,-,-,-
2021,42,神奈川県,-,-,21,0.10,15,0.07,63,0.29,402,1.85,9,0.04,60,0.28,-,-,77,0.35,69,0.32,14,0.06,-,-,23,0.47,-,-,-,-,2,0.18,-,-,-,-
2021,42,新潟県,-,-,19,0.33,10,0.18,65,1.14,132,2.32,3,0.05,-,-,1,0.02,28,0.49,10,0.18,4,0.07,1,0.10,-,-,1,0.08,-,-,-,-,-,-,-,-
2021,42,富山県,-,-,1,0.04,4,0.14,12,0.43,50,1.79,4,0.14,12,0.43,-,-,4,0.14,7,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,42,石川県,-,-,-,-,5,0.17,11,0.38,64,2.21,10,0.34,20,0.69,-,-,16,0.55,43,1.48,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2021,42,福井県,-,-,-,-,2,0.09,14,0.61,39,1.70,-,-,1,0.04,-,-,14,0.61,7,0.30,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-,-,-
2021,42,山梨県,-,-,-,-,-,-,10,0.42,50,2.08,3,0.13,-,-,-,-,6,0.25,-,-,1,0.04,1,0.11,-,-,-,-,-,-,-,-,-,-,-,-
2021,42,長野県,-,-,108,2.00,2,0.04,20,0.37,101,1.87,9,0.17,2,0.04,-,-,10,0.19,7,0.13,1,0.02,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2021,42,岐阜県,1,0.01,4,0.08,2,0.04,16,0.30,58,1.09,2,0.04,2,0.04,-,-,10,0.19,20,0.38,1,0.02,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2021,42,静岡県,-,-,3,0.03,8,0.09,18,0.20,179,2.01,7,0.08,3,0.03,3,0.03,35,0.39,61,0.69,4,0.04,-,-,3,0.14,-,-,1,0.10,-,-,-,-,-,-
2021,42,愛知県,-,-,10,0.05,8,0.04,117,0.64,247,1.36,9,0.05,14,0.08,1,0.01,43,0.24,80,0.44,4,0.02,-,-,7,0.20,-,-,1,0.07,-,-,-,-,1,0.07
2021,42,三重県,-,-,-,-,2,0.05,15,0.34,68,1.55,1,0.02,11,0.25,2,0.05,22,0.50,16,0.36,-,-,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-
2021,42,滋賀県,-,-,2,0.06,3,0.08,15,0.42,49,1.36,-,-,26,0.72,1,0.03,10,0.28,50,1.39,1,0.03,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
2021,42,京都府,1,0.01,2,0.03,9,0.12,23,0.30,135,1.78,7,0.09,136,1.79,1,0.01,11,0.14,76,1.00,-,-,-,-,1,0.06,-,-,-,-,-,-,-,-,-,-
2021,42,大阪府,-,-,26,0.13,15,0.08,67,0.34,468,2.38,20,0.10,665,3.38,-,-,70,0.36,238,1.21,4,0.02,-,-,6,0.12,1,0.06,1,0.06,-,-,-,-,-,-
2021,42,兵庫県,-,-,13,0.10,8,0.06,30,0.23,402,3.12,12,0.09,338,2.62,3,0.02,27,0.21,116,0.90,2,0.02,-,-,10,0.29,1,0.07,-,-,-,-,-,-,-,-
2021,42,奈良県,-,-,-,-,6,0.18,7,0.21,89,2.62,3,0.09,78,2.29,1,0.03,14,0.41,14,0.41,1,0.03,-,-,5,0.50,-,-,-,-,-,-,-,-,-,-
2021,42,和歌山県,-,-,1,0.03,1,0.03,9,0.30,53,1.77,1,0.03,12,0.40,-,-,13,0.43,11,0.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
