年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2024,11,総数,85162,17.26,1491,0.48,2593,0.83,14055,4.48,16677,5.32,433,0.14,652,0.21,63,0.02,702,0.22,63,0.02,79,0.03,6,0.01,265,0.38,13,0.03,15,0.03,50,0.10,1,0.00,7,0.01,30316,6.15
2024,11,北海道,7540,33.66,153,1.11,242,1.75,1493,10.82,408,2.96,33,0.24,2,0.01,-,-,12,0.09,-,-,4,0.03,-,-,10,0.34,-,-,-,-,-,-,-,-,-,-,1116,4.98
2024,11,青森県,1294,22.31,2,0.05,43,1.16,129,3.49,91,2.46,5,0.14,-,-,-,-,6,0.16,2,0.05,1,0.03,-,-,4,0.40,1,0.17,-,-,3,0.50,-,-,-,-,559,9.64
2024,11,岩手県,1016,16.66,3,0.08,74,1.90,133,3.41,252,6.46,1,0.03,7,0.18,-,-,10,0.26,2,0.05,-,-,-,-,6,0.43,1,0.05,-,-,1,0.05,-,-,1,0.05,688,11.28
2024,11,宮城県,1833,20.14,19,0.35,54,0.98,206,3.75,278,5.05,11,0.20,6,0.11,1,0.02,15,0.27,-,-,2,0.04,-,-,2,0.17,1,0.10,-,-,1,0.10,1,0.10,-,-,1088,11.96
2024,11,秋田県,806,15.80,5,0.15,15,0.45,105,3.18,82,2.48,4,0.12,3,0.09,-,-,3,0.09,-,-,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-,536,10.51
2024,11,山形県,1356,31.53,5,0.18,67,2.39,266,9.50,127,4.54,7,0.25,1,0.04,-,-,3,0.11,-,-,1,0.04,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-,452,10.51
2024,11,福島県,1960,23.90,37,0.76,61,1.24,278,5.67,234,4.78,9,0.18,-,-,1,0.02,19,0.39,-,-,1,0.02,-,-,5,0.38,-,-,-,-,-,-,-,-,-,-,704,8.59
2024,11,茨城県,1912,15.93,25,0.33,46,0.61,450,6.00,315,4.20,5,0.07,2,0.03,-,-,7,0.09,1,0.01,1,0.01,-,-,14,0.82,-,-,2,0.15,5,0.38,-,-,-,-,945,7.88
2024,11,栃木県,1371,18.04,21,0.44,20,0.42,154,3.21,91,1.90,3,0.06,13,0.27,1,0.02,13,0.27,-,-,-,-,-,-,1,0.08,-,-,-,-,1,0.14,-,-,-,-,561,7.38
2024,11,群馬県,2170,25.83,31,0.58,43,0.81,235,4.43,259,4.89,4,0.08,21,0.40,-,-,11,0.21,2,0.04,4,0.08,-,-,5,0.36,-,-,-,-,1,0.11,-,-,-,-,579,6.89
2024,11,埼玉県,5796,22.21,74,0.45,98,0.60,837,5.10,925,5.64,37,0.23,13,0.08,2,0.01,42,0.26,-,-,6,0.04,2,0.05,9,0.21,-,-,2,0.17,-,-,-,-,-,-,1635,6.26
2024,11,千葉県,4659,23.06,20,0.16,70,0.56,774,6.19,642,5.14,27,0.22,7,0.06,4,0.03,23,0.18,-,-,4,0.03,-,-,10,0.29,-,-,-,-,-,-,-,-,-,-,1415,7.00
2024,11,東京都,5847,14.09,120,0.46,64,0.24,914,3.49,1395,5.32,48,0.18,8,0.03,18,0.07,64,0.24,3,0.01,13,0.05,-,-,12,0.31,-,-,2,0.08,1,0.04,-,-,1,0.04,1537,3.70
2024,11,神奈川県,6771,18.60,82,0.36,75,0.33,786,3.43,843,3.68,22,0.10,11,0.05,8,0.03,45,0.20,2,0.01,4,0.02,-,-,38,0.76,-,-,-,-,1,0.08,-,-,-,-,1619,4.45
2024,11,新潟県,3268,38.00,14,0.25,155,2.82,386,7.02,220,4.00,10,0.18,-,-,1,0.02,4,0.07,-,-,3,0.05,-,-,3,0.30,-,-,1,0.08,-,-,-,-,-,-,977,11.36
2024,11,富山県,1574,32.79,6,0.21,77,2.66,239,8.24,365,12.59,2,0.07,1,0.03,2,0.07,4,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,288,6.00
2024,11,石川県,1761,36.69,11,0.38,40,1.38,71,2.45,296,10.21,7,0.24,7,0.24,-,-,6,0.21,1,0.03,2,0.07,-,-,8,1.14,-,-,-,-,1,0.20,-,-,-,-,360,7.50
2024,11,福井県,840,21.54,24,0.96,29,1.16,137,5.48,213,8.52,1,0.04,42,1.68,-,-,8,0.32,3,0.12,1,0.04,-,-,-,-,2,0.33,-,-,5,0.83,-,-,-,-,199,5.10
2024,11,山梨県,518,12.63,2,0.08,8,0.33,60,2.50,84,3.50,1,0.04,1,0.04,-,-,4,0.17,-,-,-,-,-,-,2,0.22,-,-,-,-,1,0.10,-,-,-,-,322,7.85
2024,11,長野県,1681,19.10,11,0.20,36,0.67,218,4.04,254,4.70,11,0.20,1,0.02,-,-,8,0.15,1,0.02,3,0.06,1,0.10,12,1.20,1,0.08,-,-,-,-,-,-,1,0.08,657,7.47
2024,11,岐阜県,1083,12.45,14,0.26,16,0.30,156,2.94,196,3.70,5,0.09,4,0.08,-,-,17,0.32,-,-,1,0.02,-,-,2,0.18,-,-,-,-,1,0.20,-,-,-,-,740,8.51
2024,11,静岡県,2280,16.40,19,0.21,93,1.04,395,4.44,388,4.36,22,0.25,4,0.04,1,0.01,21,0.24,1,0.01,5,0.06,-,-,2,0.09,-,-,-,-,-,-,-,-,-,-,957,6.88
2024,11,愛知県,2788,14.30,49,0.27,69,0.38,490,2.69,750,4.12,15,0.08,9,0.05,1,0.01,30,0.16,1,0.01,7,0.04,-,-,11,0.31,-,-,-,-,3,0.20,-,-,1,0.07,1467,7.52
2024,11,三重県,955,13.26,10,0.22,45,1.00,236,5.24,280,6.22,6,0.13,7,0.16,-,-,13,0.29,2,0.04,-,-,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-,435,6.04
2024,11,滋賀県,742,12.37,13,0.36,24,0.67,72,2.00,159,4.42,7,0.19,14,0.39,-,-,4,0.11,-,-,-,-,-,-,-,-,-,-,2,0.29,-,-,-,-,-,-,347,5.78
2024,11,京都府,1085,8.68,47,0.62,68,0.89,182,2.39,361,4.75,15,0.20,29,0.38,1,0.01,11,0.14,1,0.01,-,-,-,-,3,0.17,-,-,-,-,-,-,-,-,-,-,721,5.77
2024,11,大阪府,2010,6.55,365,1.84,72,0.36,658,3.32,1197,6.05,18,0.09,104,0.53,1,0.01,37,0.19,8,0.04,4,0.02,-,-,10,0.19,-,-,1,0.06,7,0.39,-,-,1,0.06,1181,3.85
2024,11,兵庫県,1356,6.85,58,0.45,84,0.66,419,3.27,1022,7.98,12,0.09,24,0.19,3,0.02,24,0.19,6,0.05,1,0.01,1,0.03,15,0.43,-,-,-,-,-,-,-,-,-,-,911,4.60
2024,11,奈良県,357,6.61,38,1.15,15,0.45,80,2.42,211,6.39,1,0.03,19,0.58,-,-,5,0.15,-,-,1,0.03,-,-,2,0.20,1,0.17,-,-,-,-,-,-,-,-,323,5.98
2024,11,和歌山県,529,10.80,10,0.33,4,0.13,84,2.80,265,8.83,3,0.10,4,0.13,-,-,11,0.37,-,-,1,0.03,-,-,-,-,-,-,-,-,4,0.36,-,-,-,-,281,5.73
2024,11,鳥取県,366,12.62,1,0.05,29,1.53,126,6.63,129,6.79,5,0.26,2,0.11,-,-,4,0.21,1,0.05,-,-,-,-,1,0.20,-,-,1,0.20,-,-,-,-,-,-,213,7.34
2024,11,島根県,757,19.92,3,0.13,19,0.83,45,1.96,139,6.04,-,-,9,0.39,-,-,14,0.61,4,0.17,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-,231,6.08
2024,11,岡山県,1026,12.21,12,0.22,37,0.69,125,2.31,358,6.63,1,0.02,36,0.67,2,0.04,7,0.13,-,-,1,0.02,1,0.08,3,0.25,-,-,-,-,-,-,-,-,-,-,570,6.79
2024,11,広島県,1863,16.49,29,0.41,84,1.20,217,3.10,532,7.60,3,0.04,17,0.24,-,-,14,0.20,1,0.01,1,0.01,-,-,6,0.32,-,-,-,-,-,-,-,-,1,0.05,538,4.76
2024,11,山口県,1140,17.01,24,0.56,53,1.23,238,5.53,265,6.16,-,-,4,0.09,1,0.02,10,0.23,-,-,-,-,-,-,6,0.67,-,-,-,-,-,-,-,-,-,-,333,4.97
2024,11,徳島県,565,15.27,-,-,10,0.43,54,2.35,85,3.70,2,0.09,21,0.91,1,0.04,6,0.26,5,0.22,1,0.04,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,185,5.00
2024,11,香川県,756,16.09,16,0.57,22,0.79,94,3.36,204,7.29,4,0.14,5,0.18,4,0.14,11,0.39,1,0.04,-,-,-,-,2,0.40,-,-,-,-,1,0.20,-,-,-,-,245,5.21
2024,11,愛媛県,1298,21.28,5,0.14,19,0.51,240,6.49,354,9.57,3,0.08,24,0.65,-,-,15,0.41,5,0.14,-,-,-,-,11,1.38,-,-,-,-,-,-,-,-,-,-,320,5.25
2024,11,高知県,845,19.20,-,-,11,0.42,118,4.54,97,3.73,5,0.19,1,0.04,3,0.12,8,0.31,2,0.08,-,-,-,-,2,0.67,1,0.13,-,-,-,-,-,-,-,-,270,6.14
2024,11,福岡県,2258,11.40,48,0.40,60,0.50,914,7.62,630,5.25,17,0.14,39,0.33,3,0.03,44,0.37,1,0.01,2,0.02,-,-,8,0.31,1,0.07,1,0.07,2,0.13,-,-,1,0.07,994,5.02
2024,11,佐賀県,587,15.05,5,0.22,27,1.17,151,6.57,86,3.74,5,0.22,3,0.13,-,-,14,0.61,-,-,1,0.04,-,-,2,0.50,1,0.17,-,-,1,0.17,-,-,-,-,263,6.74
2024,11,長崎県,1420,20.58,9,0.21,56,1.30,190,4.42,180,4.19,2,0.05,18,0.42,1,0.02,13,0.30,1,0.02,-,-,1,0.13,10,1.25,1,0.08,1,0.08,1,0.08,-,-,-,-,564,8.17
