年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2024,18,総数,2199,0.45,3905,1.26,1564,0.51,8328,2.69,8029,2.59,330,0.11,1890,0.61,77,0.02,672,0.22,238,0.08,117,0.04,8,0.01,298,0.44,8,0.02,7,0.01,67,0.14,1,0.00,6,0.01,11086,2.27
2024,18,北海道,144,0.67,159,1.21,154,1.18,661,5.05,344,2.63,19,0.15,-,-,-,-,15,0.11,1,0.01,2,0.02,-,-,2,0.07,-,-,-,-,2,0.09,-,-,-,-,731,3.38
2024,18,青森県,11,0.20,3,0.09,18,0.51,69,1.97,57,1.63,4,0.11,-,-,-,-,8,0.23,-,-,-,-,-,-,-,-,1,0.17,-,-,4,0.67,-,-,-,-,319,5.70
2024,18,岩手県,50,0.79,12,0.30,85,2.13,86,2.15,92,2.30,2,0.05,1,0.03,1,0.03,9,0.23,-,-,-,-,-,-,6,0.43,-,-,-,-,1,0.05,-,-,-,-,251,3.98
2024,18,宮城県,48,0.53,46,0.85,29,0.54,141,2.61,152,2.81,5,0.09,2,0.04,-,-,14,0.26,-,-,2,0.04,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-,236,2.62
2024,18,秋田県,69,1.33,6,0.18,17,0.50,79,2.32,54,1.59,3,0.09,1,0.03,-,-,4,0.12,-,-,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,253,4.87
2024,18,山形県,66,1.53,12,0.43,31,1.11,196,7.00,90,3.21,2,0.07,1,0.04,2,0.07,10,0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,2.26
2024,18,福島県,51,0.62,55,1.12,41,0.84,170,3.47,108,2.20,9,0.18,-,-,1,0.02,14,0.29,1,0.02,3,0.06,-,-,5,0.38,-,-,-,-,-,-,-,-,-,-,189,2.30
2024,18,茨城県,119,0.99,58,0.77,32,0.43,305,4.07,127,1.69,7,0.09,3,0.04,-,-,11,0.15,1,0.01,2,0.03,-,-,34,2.00,-,-,-,-,2,0.15,-,-,-,-,301,2.51
2024,18,栃木県,20,0.26,44,0.92,9,0.19,110,2.29,37,0.77,-,-,8,0.17,3,0.06,8,0.17,1,0.02,-,-,-,-,6,0.50,-,-,-,-,-,-,-,-,-,-,130,1.71
2024,18,群馬県,38,0.47,65,1.30,42,0.84,138,2.76,124,2.48,4,0.08,112,2.24,-,-,20,0.40,16,0.32,1,0.02,-,-,6,0.43,-,-,-,-,2,0.22,-,-,-,-,150,1.85
