年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2021,12,総数,26,0.01,2174,0.69,502,0.16,2178,0.69,8044,2.55,389,0.12,61,0.02,47,0.01,1145,0.36,72,0.02,102,0.03,1,0.00,103,0.15,4,0.01,10,0.02,9,0.02,1,0.00,1,0.00
2021,12,北海道,2,0.01,-,-,20,0.14,169,1.21,171,1.22,22,0.16,-,-,1,0.01,21,0.15,-,-,1,0.01,-,-,4,0.14,-,-,-,-,-,-,-,-,-,-
2021,12,青森県,-,-,49,1.17,8,0.19,13,0.31,176,4.19,3,0.07,-,-,1,0.02,9,0.21,-,-,1,0.02,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2021,12,岩手県,-,-,49,1.20,4,0.10,44,1.07,88,2.15,6,0.15,-,-,1,0.02,22,0.54,-,-,2,0.05,-,-,1,0.07,-,-,-,-,-,-,-,-,-,-
2021,12,宮城県,1,0.01,14,0.24,12,0.21,18,0.31,104,1.79,6,0.10,-,-,-,-,22,0.38,-,-,-,-,-,-,2,0.17,-,-,-,-,1,0.08,-,-,-,-
2021,12,秋田県,-,-,3,0.09,1,0.03,19,0.56,66,1.94,2,0.06,-,-,-,-,6,0.18,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,1,0.13
2021,12,山形県,-,-,2,0.07,8,0.28,35,1.21,56,1.93,-,-,-,-,-,-,10,0.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,12,福島県,1,0.01,27,0.54,12,0.24,44,0.88,103,2.06,1,0.02,1,0.02,1,0.02,32,0.64,-,-,3,0.06,-,-,3,0.23,-,-,-,-,-,-,-,-,-,-
2021,12,茨城県,-,-,1,0.01,11,0.15,58,0.77,130,1.73,13,0.17,-,-,1,0.01,14,0.19,1,0.01,2,0.03,-,-,4,0.24,-,-,-,-,3,0.25,-,-,-,-
2021,12,栃木県,-,-,11,0.23,3,0.06,13,0.27,133,2.77,4,0.08,1,0.02,-,-,22,0.46,-,-,4,0.08,-,-,5,0.42,-,-,1,0.14,-,-,-,-,-,-
2021,12,群馬県,-,-,2,0.04,8,0.15,24,0.44,134,2.48,2,0.04,2,0.04,-,-,30,0.56,-,-,2,0.04,-,-,3,0.20,-,-,-,-,-,-,-,-,-,-
2021,12,埼玉県,1,0.00,4,0.02,21,0.13,63,0.39,352,2.17,27,0.17,2,0.01,2,0.01,67,0.41,4,0.02,11,0.07,-,-,5,0.13,1,0.09,-,-,-,-,-,-,-,-
