年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,17,総数,8,0.00,438,0.14,382,0.12,738,0.24,11488,3.71,208,0.07,440,0.14,33,0.01,1198,0.39,52,0.02,81,0.03,5,0.01,97,0.14,6,0.01,8,0.02,6,0.01,-,-,5,0.01
2022,17,北海道,-,-,29,0.21,20,0.14,47,0.34,301,2.18,6,0.04,1,0.01,1,0.01,22,0.16,-,-,2,0.01,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-
2022,17,青森県,-,-,-,-,3,0.07,1,0.02,113,2.69,1,0.02,-,-,-,-,14,0.33,-,-,1,0.02,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
2022,17,岩手県,-,-,5,0.13,6,0.15,22,0.55,149,3.73,2,0.05,2,0.05,-,-,14,0.35,-,-,1,0.03,-,-,2,0.14,-,-,-,-,-,-,-,-,-,-
2022,17,宮城県,1,0.01,2,0.04,-,-,13,0.23,233,4.09,-,-,3,0.05,3,0.05,25,0.44,1,0.02,-,-,-,-,1,0.08,-,-,-,-,1,0.08,-,-,-,-
2022,17,秋田県,-,-,8,0.24,4,0.12,9,0.27,50,1.52,10,0.30,-,-,-,-,6,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,17,山形県,-,-,-,-,7,0.24,5,0.17,198,6.83,-,-,2,0.07,-,-,16,0.55,1,0.03,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2022,17,福島県,-,-,-,-,8,0.16,16,0.32,186,3.72,4,0.08,1,0.02,1,0.02,30,0.60,-,-,-,-,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,17,茨城県,-,-,3,0.04,1,0.01,6,0.08,210,2.80,2,0.03,13,0.17,-,-,18,0.24,-,-,-,-,-,-,5,0.29,-,-,-,-,-,-,-,-,-,-
2022,17,栃木県,-,-,13,0.27,5,0.10,19,0.40,76,1.58,1,0.02,4,0.08,1,0.02,19,0.40,1,0.02,1,0.02,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-
