年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2024,09,総数,68883,13.96,904,0.29,2994,0.96,12192,3.89,17166,5.48,404,0.13,683,0.22,60,0.02,659,0.21,103,0.03,85,0.03,9,0.01,313,0.45,5,0.01,6,0.01,38,0.08,-,-,4,0.01,34488,6.99
2024,09,北海道,6127,27.35,105,0.76,330,2.39,1200,8.70,406,2.94,17,0.12,2,0.01,-,-,14,0.10,5,0.04,3,0.02,-,-,2,0.07,1,0.04,-,-,-,-,-,-,-,-,1626,7.26
2024,09,青森県,874,14.81,5,0.14,23,0.62,101,2.73,116,3.14,2,0.05,-,-,1,0.03,6,0.16,-,-,1,0.03,-,-,4,0.40,-,-,-,-,2,0.33,-,-,-,-,540,9.15
2024,09,岩手県,772,12.66,1,0.03,70,1.79,98,2.51,315,8.08,8,0.21,-,-,-,-,8,0.21,-,-,1,0.03,-,-,4,0.29,-,-,-,-,1,0.05,-,-,1,0.05,675,11.07
2024,09,宮城県,1537,16.89,5,0.09,88,1.60,185,3.36,300,5.45,7,0.13,-,-,1,0.02,2,0.04,-,-,-,-,-,-,6,0.50,-,-,-,-,-,-,-,-,1,0.10,1198,13.16
2024,09,秋田県,342,6.71,6,0.18,22,0.67,98,2.97,69,2.09,2,0.06,-,-,1,0.03,2,0.06,1,0.03,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,1,0.13,510,10.00
2024,09,山形県,881,20.49,-,-,80,2.86,323,11.54,187,6.68,1,0.04,13,0.46,-,-,13,0.46,7,0.25,1,0.04,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-,530,12.33
2024,09,福島県,932,11.37,30,0.61,72,1.47,203,4.14,228,4.65,5,0.10,2,0.04,2,0.04,11,0.22,-,-,1,0.02,-,-,10,0.77,-,-,-,-,2,0.29,-,-,-,-,813,9.91
2024,09,茨城県,1199,9.99,16,0.21,54,0.72,363,4.84,352,4.69,10,0.13,5,0.07,-,-,9,0.12,4,0.05,2,0.03,-,-,17,1.00,-,-,-,-,-,-,-,-,-,-,1186,9.88
2024,09,栃木県,858,11.29,32,0.67,26,0.54,162,3.38,148,3.08,5,0.10,3,0.06,-,-,13,0.27,1,0.02,-,-,1,0.08,4,0.33,-,-,-,-,2,0.29,-,-,-,-,660,8.68
2024,09,群馬県,1486,17.69,25,0.47,58,1.09,175,3.30,296,5.58,6,0.11,14,0.26,-,-,16,0.30,5,0.09,1,0.02,1,0.07,4,0.29,-,-,-,-,-,-,-,-,-,-,715,8.51
2024,09,埼玉県,4598,17.62,50,0.30,94,0.57,691,4.21,1005,6.13,35,0.21,22,0.13,4,0.02,37,0.23,4,0.02,3,0.02,-,-,16,0.39,-,-,2,0.17,2,0.17,-,-,-,-,1789,6.85
2024,09,千葉県,3210,15.89,20,0.16,69,0.55,582,4.66,676,5.41,22,0.18,3,0.02,2,0.02,28,0.22,1,0.01,3,0.02,1,0.03,13,0.37,-,-,-,-,-,-,-,-,-,-,1560,7.72
2024,09,東京都,5214,12.53,63,0.24,86,0.33,841,3.21,1468,5.60,49,0.19,4,0.02,16,0.06,53,0.20,4,0.02,14,0.05,2,0.05,20,0.51,-,-,-,-,1,0.04,-,-,-,-,1940,4.66
