年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,14,総数,16,0.00,312,0.10,233,0.07,658,0.21,9170,2.93,208,0.07,213,0.07,44,0.01,918,0.29,50,0.02,54,0.02,1,0.00,106,0.15,7,0.01,5,0.01,7,0.01,2,0.00,-,-
2022,14,北海道,-,-,31,0.22,18,0.13,54,0.39,186,1.35,17,0.12,1,0.01,-,-,23,0.17,2,0.01,1,0.01,1,0.04,3,0.11,1,0.04,-,-,1,0.04,-,-,-,-
2022,14,青森県,-,-,-,-,2,0.05,1,0.02,77,1.83,1,0.02,1,0.02,1,0.02,11,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,14,岩手県,-,-,2,0.05,-,-,12,0.30,93,2.33,5,0.13,1,0.03,-,-,13,0.33,-,-,-,-,-,-,1,0.07,-,-,-,-,-,-,-,-,-,-
2022,14,宮城県,-,-,-,-,-,-,19,0.33,130,2.28,3,0.05,-,-,-,-,22,0.39,-,-,-,-,-,-,4,0.33,1,0.08,-,-,-,-,-,-,-,-
2022,14,秋田県,-,-,8,0.24,-,-,9,0.26,46,1.35,6,0.18,-,-,-,-,4,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,14,山形県,-,-,1,0.03,5,0.17,4,0.14,113,3.90,2,0.07,-,-,-,-,11,0.38,-,-,-,-,-,-,4,0.50,-,-,-,-,-,-,-,-,-,-
2022,14,福島県,-,-,-,-,10,0.20,8,0.16,167,3.34,3,0.06,-,-,-,-,21,0.42,-,-,1,0.02,-,-,2,0.15,-,-,1,0.14,-,-,-,-,-,-
2022,14,茨城県,1,0.01,3,0.04,2,0.03,6,0.08,122,1.65,5,0.07,1,0.01,-,-,9,0.12,-,-,1,0.01,-,-,7,0.41,-,-,-,-,-,-,-,-,-,-
2022,14,栃木県,-,-,5,0.10,-,-,9,0.19,71,1.48,5,0.10,5,0.10,1,0.02,13,0.27,2,0.04,-,-,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2022,14,群馬県,-,-,-,-,10,0.19,16,0.30,176,3.26,3,0.06,11,0.20,2,0.04,17,0.31,-,-,1,0.02,-,-,1,0.07,-,-,-,-,-,-,-,-,-,-
2022,14,埼玉県,-,-,3,0.02,3,0.02,18,0.11,540,3.38,9,0.06,7,0.04,3,0.02,37,0.23,1,0.01,3,0.02,-,-,2,0.05,-,-,1,0.09,-,-,-,-,-,-
2022,14,千葉県,1,0.00,1,0.01,3,0.02,13,0.10,445,3.53,6,0.05,3,0.02,1,0.01,27,0.21,-,-,1,0.01,-,-,3,0.09,-,-,-,-,-,-,-,-,-,-
2022,14,東京都,1,0.00,3,0.01,6,0.02,20,0.08,891,3.54,11,0.04,9,0.04,4,0.02,69,0.27,4,0.02,7,0.03,-,-,8,0.21,2,0.08,1,0.04,-,-,2,0.08,-,-
2022,14,神奈川県,-,-,7,0.03,10,0.05,30,0.14,674,3.08,14,0.06,6,0.03,2,0.01,62,0.28,-,-,7,0.03,-,-,13,0.25,-,-,-,-,-,-,-,-,-,-
2022,14,新潟県,1,0.01,-,-,7,0.12,27,0.47,51,0.89,2,0.04,5,0.09,1,0.02,24,0.42,-,-,2,0.04,-,-,1,0.10,-,-,-,-,-,-,-,-,-,-
2022,14,富山県,-,-,9,0.31,4,0.14,14,0.48,154,5.31,2,0.07,-,-,-,-,7,0.24,1,0.03,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2022,14,石川県,1,0.02,-,-,3,0.10,3,0.10,140,4.83,6,0.21,1,0.03,-,-,6,0.21,-,-,-,-,-,-,1,0.14,-,-,-,-,1,0.20,-,-,-,-
2022,14,福井県,-,-,11,0.48,2,0.09,9,0.39,77,3.35,4,0.17,46,2.00,-,-,4,0.17,5,0.22,2,0.09,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
2022,14,山梨県,-,-,-,-,-,-,3,0.13,74,3.08,2,0.08,-,-,-,-,1,0.04,-,-,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2022,14,長野県,-,-,-,-,3,0.06,8,0.15,139,2.57,6,0.11,-,-,-,-,9,0.17,2,0.04,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,14,岐阜県,-,-,14,0.26,2,0.04,2,0.04,107,2.02,2,0.04,-,-,-,-,14,0.26,-,-,-,-,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
2022,14,静岡県,-,-,14,0.16,6,0.07,5,0.06,207,2.33,3,0.03,1,0.01,2,0.02,30,0.34,2,0.02,1,0.01,-,-,1,0.05,-,-,-,-,1,0.10,-,-,-,-
2022,14,愛知県,4,0.02,29,0.16,4,0.02,41,0.23,454,2.49,8,0.04,3,0.02,2,0.01,44,0.24,2,0.01,1,0.01,-,-,1,0.03,-,-,1,0.07,-,-,-,-,-,-
2022,14,三重県,2,0.03,-,-,1,0.02,14,0.31,107,2.38,1,0.02,-,-,-,-,5,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,14,滋賀県,1,0.02,5,0.14,1,0.03,8,0.22,68,1.89,2,0.06,3,0.08,-,-,12,0.33,1,0.03,1,0.03,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-
2022,14,京都府,-,-,2,0.03,4,0.05,13,0.17,110,1.45,1,0.01,1,0.01,2,0.03,12,0.16,1,0.01,-,-,-,-,2,0.11,-,-,-,-,-,-,-,-,-,-
2022,14,大阪府,-,-,5,0.03,15,0.08,52,0.26,367,1.86,12,0.06,2,0.01,5,0.03,58,0.29,5,0.03,6,0.03,-,-,2,0.04,-,-,-,-,-,-,-,-,-,-
2022,14,兵庫県,-,-,5,0.04,9,0.07,15,0.12,352,2.73,9,0.07,4,0.03,3,0.02,35,0.27,1,0.01,3,0.02,-,-,5,0.14,-,-,1,0.07,-,-,-,-,-,-
2022,14,奈良県,-,-,-,-,1,0.03,2,0.06,58,1.71,1,0.03,3,0.09,-,-,13,0.38,-,-,-,-,-,-,2,0.20,-,-,-,-,-,-,-,-,-,-
2022,14,和歌山県,-,-,2,0.07,5,0.17,5,0.17,55,1.83,3,0.10,-,-,-,-,14,0.47,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
2022,14,鳥取県,1,0.03,5,0.26,1,0.05,32,1.68,87,4.58,-,-,2,0.11,-,-,7,0.37,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-
2022,14,島根県,-,-,12,0.52,7,0.30,6,0.26,117,5.09,5,0.22,3,0.13,-,-,7,0.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
