年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,02,総数,54,0.01,971,0.31,583,0.19,1485,0.47,20898,6.65,301,0.10,1034,0.33,42,0.01,1012,0.32,226,0.07,88,0.03,2,0.00,126,0.18,5,0.01,6,0.01,4,0.01,1,0.00,6,0.01
2022,02,北海道,1,0.00,73,0.52,40,0.29,79,0.56,205,1.46,29,0.21,11,0.08,2,0.01,25,0.18,7,0.05,3,0.02,1,0.04,4,0.14,-,-,-,-,1,0.04,-,-,3,0.13
2022,02,青森県,-,-,-,-,4,0.10,4,0.10,160,3.90,4,0.10,17,0.41,-,-,12,0.29,-,-,-,-,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2022,02,岩手県,-,-,43,1.08,8,0.20,30,0.75,213,5.33,9,0.23,1,0.03,1,0.03,13,0.33,4,0.10,-,-,-,-,-,-,-,-,-,-,1,0.05,-,-,-,-
2022,02,宮城県,2,0.02,-,-,15,0.26,15,0.26,529,9.12,11,0.19,7,0.12,-,-,19,0.33,2,0.03,1,0.02,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,02,秋田県,-,-,-,-,5,0.15,15,0.44,92,2.71,3,0.09,2,0.06,-,-,5,0.15,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,02,山形県,1,0.02,-,-,11,0.38,13,0.45,467,16.10,3,0.10,5,0.17,1,0.03,10,0.34,6,0.21,-,-,-,-,2,0.25,-,-,-,-,-,-,-,-,1,0.10
2022,02,福島県,-,-,9,0.18,16,0.32,20,0.40,216,4.32,6,0.12,9,0.18,2,0.04,25,0.50,4,0.08,1,0.02,-,-,5,0.38,-,-,-,-,-,-,-,-,-,-
2022,02,茨城県,-,-,3,0.04,7,0.09,20,0.27,315,4.20,4,0.05,8,0.11,-,-,10,0.13,-,-,2,0.03,-,-,4,0.24,-,-,-,-,1,0.08,-,-,-,-
2022,02,栃木県,3,0.04,-,-,3,0.06,9,0.19,144,3.00,2,0.04,24,0.50,-,-,19,0.40,2,0.04,-,-,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2022,02,群馬県,-,-,12,0.22,15,0.28,39,0.72,343,6.35,3,0.06,6,0.11,3,0.06,18,0.33,4,0.07,5,0.09,1,0.07,8,0.57,-,-,-,-,-,-,-,-,-,-
2022,02,埼玉県,1,0.00,5,0.03,40,0.25,39,0.24,1334,8.34,14,0.09,30,0.19,-,-,62,0.39,16,0.10,5,0.03,-,-,10,0.26,-,-,-,-,-,-,-,-,-,-
2022,02,千葉県,5,0.02,1,0.01,16,0.13,117,0.93,717,5.69,12,0.10,16,0.13,2,0.02,45,0.36,3,0.02,7,0.06,-,-,3,0.09,1,0.11,-,-,-,-,-,-,-,-
2022,02,東京都,4,0.01,8,0.03,29,0.11,79,0.31,1916,7.46,16,0.06,54,0.21,3,0.01,82,0.32,7,0.03,10,0.04,-,-,5,0.13,1,0.04,-,-,-,-,1,0.04,-,-
2022,02,神奈川県,2,0.01,5,0.02,18,0.08,70,0.31,1130,5.07,17,0.08,58,0.26,10,0.04,62,0.28,15,0.07,11,0.05,-,-,14,0.29,-,-,1,0.10,-,-,-,-,-,-
2022,02,新潟県,1,0.01,2,0.04,22,0.39,66,1.16,255,4.47,4,0.07,35,0.61,-,-,28,0.49,23,0.40,2,0.04,-,-,4,0.40,-,-,-,-,1,0.08,-,-,-,-
2022,02,富山県,-,-,23,0.79,13,0.45,18,0.62,173,5.97,4,0.14,20,0.69,-,-,7,0.24,14,0.48,1,0.03,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-
2022,02,石川県,-,-,3,0.10,2,0.07,13,0.45,292,10.07,5,0.17,3,0.10,-,-,10,0.34,5,0.17,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,02,福井県,-,-,6,0.26,12,0.52,15,0.65,206,8.96,-,-,21,0.91,-,-,3,0.13,3,0.13,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-,-,-
2022,02,山梨県,-,-,-,-,-,-,3,0.13,101,4.21,-,-,7,0.29,-,-,5,0.21,-,-,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2022,02,長野県,-,-,4,0.07,3,0.06,10,0.19,226,4.19,9,0.17,22,0.41,1,0.02,11,0.20,5,0.09,-,-,-,-,-,-,1,0.09,-,-,-,-,-,-,-,-
2022,02,岐阜県,2,0.02,-,-,10,0.19,14,0.26,172,3.25,1,0.02,15,0.28,-,-,22,0.42,1,0.02,1,0.02,-,-,-,-,-,-,1,0.20,-,-,-,-,-,-
2022,02,静岡県,3,0.02,2,0.02,13,0.15,10,0.11,693,7.79,11,0.12,8,0.09,3,0.03,32,0.36,11,0.12,3,0.03,-,-,1,0.05,-,-,-,-,-,-,-,-,-,-
2022,02,愛知県,2,0.01,20,0.11,22,0.12,76,0.42,949,5.21,10,0.05,24,0.13,1,0.01,52,0.29,3,0.02,4,0.02,-,-,1,0.03,-,-,2,0.13,-,-,-,-,-,-
