年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,36,総数,3,0.00,177,0.06,552,0.17,1833,0.58,6148,1.94,302,0.10,485,0.15,32,0.01,1611,0.51,1289,0.41,170,0.05,3,0.00,178,0.26,10,0.02,11,0.02,33,0.07,1,0.00,1,0.00
2020,36,北海道,-,-,1,0.01,36,0.26,107,0.77,107,0.77,10,0.07,9,0.06,-,-,51,0.37,30,0.22,7,0.05,-,-,12,0.41,-,-,-,-,1,0.04,-,-,-,-
2020,36,青森県,-,-,-,-,5,0.12,16,0.38,74,1.76,5,0.12,8,0.19,1,0.02,16,0.38,3,0.07,1,0.02,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2020,36,岩手県,-,-,3,0.07,7,0.17,64,1.56,94,2.29,9,0.22,6,0.15,-,-,24,0.59,2,0.05,1,0.02,-,-,5,0.36,-,-,1,0.05,5,0.26,-,-,-,-
2020,36,宮城県,-,-,-,-,13,0.22,26,0.45,89,1.53,6,0.10,4,0.07,-,-,42,0.72,1,0.02,2,0.03,-,-,-,-,-,-,-,-,3,0.25,-,-,-,-
2020,36,秋田県,-,-,-,-,-,-,14,0.40,36,1.03,5,0.14,9,0.26,-,-,10,0.29,4,0.11,2,0.06,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2020,36,山形県,-,-,-,-,7,0.24,29,1.00,44,1.52,3,0.10,-,-,-,-,23,0.79,8,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,36,福島県,-,-,5,0.10,10,0.20,47,0.94,52,1.04,9,0.18,6,0.12,1,0.02,40,0.80,11,0.22,3,0.06,-,-,6,0.46,1,0.14,-,-,-,-,-,-,-,-
2020,36,茨城県,-,-,-,-,11,0.15,31,0.41,151,2.01,9,0.12,8,0.11,1,0.01,26,0.35,6,0.08,5,0.07,-,-,18,1.06,-,-,-,-,-,-,-,-,-,-
2020,36,栃木県,-,-,-,-,-,-,11,0.23,39,0.81,3,0.06,5,0.10,1,0.02,31,0.65,-,-,3,0.06,-,-,5,0.42,-,-,-,-,1,0.14,-,-,-,-
2020,36,群馬県,-,-,-,-,11,0.21,13,0.25,88,1.66,5,0.09,5,0.09,-,-,26,0.49,2,0.04,5,0.09,-,-,4,0.29,1,0.11,-,-,-,-,-,-,-,-
2020,36,埼玉県,-,-,-,-,44,0.27,113,0.70,393,2.44,14,0.09,12,0.07,2,0.01,87,0.54,36,0.22,14,0.09,1,0.03,9,0.24,-,-,2,0.18,1,0.09,-,-,-,-
2020,36,千葉県,-,-,-,-,18,0.14,70,0.53,218,1.66,10,0.08,14,0.11,4,0.03,64,0.49,6,0.05,7,0.05,-,-,7,0.22,-,-,-,-,1,0.11,-,-,-,-
2020,36,東京都,-,-,-,-,24,0.09,94,0.37,598,2.33,23,0.09,27,0.11,3,0.01,143,0.56,28,0.11,10,0.04,1,0.03,9,0.24,-,-,1,0.04,-,-,-,-,-,-
2020,36,神奈川県,-,-,3,0.01,21,0.09,81,0.36,402,1.76,16,0.07,22,0.10,1,0.00,121,0.53,14,0.06,14,0.06,-,-,14,0.29,-,-,1,0.09,-,-,-,-,-,-
2020,36,新潟県,-,-,-,-,25,0.44,53,0.93,81,1.42,7,0.12,17,0.30,1,0.02,35,0.61,1,0.02,3,0.05,-,-,3,0.30,-,-,-,-,-,-,1,0.08,-,-
2020,36,富山県,-,-,-,-,6,0.21,20,0.69,75,2.59,-,-,1,0.03,-,-,9,0.31,5,0.17,2,0.07,-,-,-,-,-,-,-,-,2,0.40,-,-,-,-
2020,36,石川県,-,-,-,-,5,0.17,12,0.41,91,3.14,3,0.10,5,0.17,-,-,18,0.62,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,36,福井県,-,-,-,-,7,0.30,14,0.61,38,1.65,1,0.04,-,-,-,-,12,0.52,-,-,3,0.13,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
2020,36,山梨県,-,-,-,-,-,-,6,0.25,50,2.08,2,0.08,3,0.13,-,-,6,0.25,2,0.08,2,0.08,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2020,36,長野県,-,-,-,-,7,0.13,13,0.24,128,2.37,5,0.09,3,0.06,2,0.04,29,0.54,7,0.13,1,0.02,-,-,1,0.09,-,-,-,-,1,0.09,-,-,-,-
2020,36,岐阜県,1,0.01,-,-,8,0.15,19,0.36,48,0.91,3,0.06,2,0.04,1,0.02,20,0.38,-,-,2,0.04,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2020,36,静岡県,-,-,-,-,16,0.18,31,0.35,160,1.80,8,0.09,5,0.06,-,-,42,0.47,19,0.21,5,0.06,1,0.05,6,0.27,1,0.10,1,0.10,2,0.20,-,-,-,-
2020,36,愛知県,-,-,3,0.02,11,0.06,65,0.36,276,1.52,21,0.12,7,0.04,2,0.01,60,0.33,5,0.03,8,0.04,-,-,6,0.17,-,-,-,-,-,-,-,-,-,-
2020,36,三重県,-,-,-,-,3,0.07,14,0.31,74,1.64,5,0.11,1,0.02,-,-,32,0.71,1,0.02,-,-,-,-,-,-,1,0.11,-,-,3,0.33,-,-,-,-
2020,36,滋賀県,-,-,-,-,3,0.08,15,0.42,76,2.11,-,-,4,0.11,-,-,8,0.22,14,0.39,2,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,36,京都府,-,-,-,-,19,0.25,53,0.69,98,1.27,3,0.04,4,0.05,1,0.01,33,0.43,16,0.21,1,0.01,-,-,5,0.28,1,0.14,-,-,-,-,-,-,-,-
2020,36,大阪府,1,0.00,-,-,56,0.28,81,0.41,383,1.94,20,0.10,23,0.12,2,0.01,116,0.59,64,0.32,15,0.08,-,-,13,0.25,1,0.06,-,-,-,-,-,-,-,-
2020,36,兵庫県,-,-,-,-,29,0.22,41,0.32,294,2.28,5,0.04,13,0.10,1,0.01,52,0.40,50,0.39,6,0.05,-,-,7,0.20,2,0.14,2,0.14,1,0.07,-,-,-,-
2020,36,奈良県,-,-,-,-,5,0.15,12,0.35,60,1.76,8,0.24,3,0.09,-,-,16,0.47,18,0.53,-,-,-,-,2,0.20,-,-,-,-,-,-,-,-,1,0.17
2020,36,和歌山県,-,-,-,-,3,0.10,6,0.20,52,1.73,3,0.10,-,-,-,-,16,0.53,2,0.07,3,0.10,-,-,3,0.75,-,-,-,-,-,-,-,-,-,-
2020,36,鳥取県,-,-,-,-,-,-,32,1.68,37,1.95,1,0.05,2,0.11,-,-,5,0.26,23,1.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,36,島根県,-,-,-,-,-,-,14,0.61,54,2.35,2,0.09,1,0.04,-,-,10,0.43,4,0.17,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-
2020,36,岡山県,-,-,12,0.22,8,0.15,9,0.17,146,2.70,2,0.04,28,0.52,-,-,19,0.35,66,1.22,3,0.06,-,-,5,0.42,-,-,1,0.20,-,-,-,-,-,-
2020,36,広島県,-,-,-,-,22,0.31,41,0.57,159,2.21,6,0.08,5,0.07,-,-,26,0.36,23,0.32,4,0.06,-,-,2,0.11,-,-,-,-,-,-,-,-,-,-
2020,36,山口県,-,-,15,0.33,4,0.09,30,0.65,115,2.50,7,0.15,7,0.15,-,-,32,0.70,137,2.98,2,0.04,-,-,1,0.11,-,-,-,-,2,0.22,-,-,-,-
2020,36,徳島県,-,-,2,0.09,1,0.04,5,0.22,55,2.39,-,-,-,-,-,-,17,0.74,-,-,-,-,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
