年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,33,総数,137,0.03,4049,1.31,224,0.07,561,0.18,5178,1.67,173,0.06,8396,2.71,30,0.01,650,0.21,1556,0.50,73,0.02,5,0.01,119,0.17,7,0.01,2,0.00,6,0.01,-,-,1,0.00
2022,33,北海道,2,0.01,142,1.01,9,0.06,68,0.49,91,0.65,5,0.04,977,6.98,2,0.01,13,0.09,235,1.68,6,0.04,-,-,5,0.17,-,-,-,-,-,-,-,-,1,0.05
2022,33,青森県,1,0.02,11,0.26,1,0.02,-,-,52,1.24,2,0.05,152,3.62,1,0.02,6,0.14,19,0.45,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
2022,33,岩手県,-,-,11,0.28,3,0.08,12,0.30,54,1.35,2,0.05,107,2.68,-,-,10,0.25,19,0.48,2,0.05,-,-,4,0.29,-,-,-,-,-,-,-,-,-,-
2022,33,宮城県,2,0.02,36,0.62,3,0.05,3,0.05,68,1.17,4,0.07,410,7.07,7,0.12,17,0.29,56,0.97,1,0.02,-,-,1,0.08,-,-,-,-,2,0.17,-,-,-,-
2022,33,秋田県,-,-,20,0.63,1,0.03,3,0.09,22,0.69,4,0.13,123,3.84,2,0.06,7,0.22,9,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,33,山形県,-,-,13,0.45,2,0.07,6,0.21,34,1.17,4,0.14,151,5.21,-,-,14,0.48,46,1.59,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2022,33,福島県,-,-,22,0.44,5,0.10,4,0.08,51,1.02,4,0.08,219,4.38,-,-,18,0.36,15,0.30,3,0.06,-,-,2,0.15,-,-,-,-,1,0.14,-,-,-,-
2022,33,茨城県,1,0.01,41,0.55,6,0.08,17,0.23,63,0.84,2,0.03,133,1.77,-,-,9,0.12,45,0.60,5,0.07,3,0.18,4,0.24,-,-,-,-,1,0.08,-,-,-,-
2022,33,栃木県,-,-,56,1.17,3,0.06,7,0.15,22,0.46,7,0.15,140,2.92,-,-,18,0.38,3,0.06,-,-,-,-,6,0.50,-,-,-,-,-,-,-,-,-,-
2022,33,群馬県,-,-,34,0.69,-,-,6,0.12,83,1.69,4,0.08,151,3.08,-,-,8,0.16,19,0.39,2,0.04,-,-,1,0.07,-,-,-,-,-,-,-,-,-,-
2022,33,埼玉県,2,0.01,126,0.82,9,0.06,49,0.32,323,2.10,6,0.04,608,3.95,-,-,25,0.16,86,0.56,5,0.03,-,-,5,0.13,-,-,-,-,-,-,-,-,-,-
2022,33,千葉県,5,0.02,215,1.71,5,0.04,18,0.14,187,1.48,3,0.02,445,3.53,-,-,22,0.17,85,0.67,2,0.02,1,0.03,10,0.29,-,-,-,-,-,-,-,-,-,-
2022,33,東京都,8,0.02,294,1.20,8,0.03,20,0.08,374,1.53,11,0.04,934,3.81,2,0.01,39,0.16,199,0.81,5,0.02,-,-,8,0.22,-,-,-,-,-,-,-,-,-,-
2022,33,神奈川県,2,0.01,223,1.08,4,0.02,25,0.12,284,1.38,11,0.05,900,4.37,5,0.02,37,0.18,147,0.71,3,0.01,-,-,16,0.34,-,-,-,-,-,-,-,-,-,-
2022,33,新潟県,-,-,15,0.27,2,0.04,21,0.38,64,1.14,2,0.04,289,5.16,-,-,25,0.45,93,1.66,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,33,富山県,-,-,8,0.28,3,0.10,1,0.03,63,2.17,-,-,71,2.45,1,0.03,5,0.17,8,0.28,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,33,石川県,-,-,16,0.55,1,0.03,3,0.10,78,2.69,2,0.07,70,2.41,1,0.03,9,0.31,9,0.31,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,33,福井県,-,-,48,2.09,1,0.04,7,0.30,77,3.35,4,0.17,41,1.78,-,-,4,0.17,5,0.22,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,33,山梨県,2,0.05,5,0.21,-,-,1,0.04,45,1.88,-,-,30,1.25,-,-,1,0.04,12,0.50,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2022,33,長野県,2,0.02,16,0.30,3,0.06,1,0.02,71,1.31,4,0.07,157,2.91,-,-,11,0.20,37,0.69,1,0.02,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
2022,33,岐阜県,2,0.02,69,1.30,12,0.23,5,0.09,59,1.11,1,0.02,120,2.26,1,0.02,13,0.25,5,0.09,1,0.02,-,-,1,0.09,1,0.20,-,-,-,-,-,-,-,-
2022,33,静岡県,-,-,81,0.91,5,0.06,29,0.33,199,2.24,2,0.02,342,3.84,-,-,18,0.20,74,0.83,2,0.02,-,-,3,0.14,-,-,-,-,-,-,-,-,-,-
2022,33,愛知県,16,0.08,162,0.89,13,0.07,19,0.10,212,1.16,5,0.03,631,3.47,2,0.01,21,0.12,73,0.40,5,0.03,-,-,2,0.06,1,0.07,-,-,-,-,-,-,-,-
2022,33,三重県,3,0.04,179,4.07,3,0.07,2,0.05,80,1.82,5,0.11,87,1.98,-,-,5,0.11,22,0.50,-,-,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,33,滋賀県,2,0.03,62,1.77,2,0.06,4,0.11,58,1.66,1,0.03,73,2.09,-,-,6,0.17,15,0.43,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2022,33,京都府,6,0.05,134,1.79,6,0.08,24,0.32,67,0.89,7,0.09,41,0.55,-,-,9,0.12,6,0.08,1,0.01,-,-,2,0.11,-,-,-,-,-,-,-,-,-,-
2022,33,大阪府,8,0.03,526,2.68,15,0.08,21,0.11,283,1.44,13,0.07,153,0.78,2,0.01,30,0.15,42,0.21,7,0.04,-,-,3,0.06,-,-,1,0.06,-,-,-,-,-,-
2022,33,兵庫県,2,0.01,344,2.69,10,0.08,26,0.20,263,2.05,7,0.05,134,1.05,1,0.01,23,0.18,23,0.18,2,0.02,-,-,6,0.17,-,-,-,-,-,-,-,-,-,-
2022,33,奈良県,1,0.02,107,3.15,-,-,1,0.03,61,1.79,2,0.06,44,1.29,-,-,7,0.21,7,0.21,-,-,-,-,2,0.20,-,-,-,-,-,-,-,-,-,-
2022,33,和歌山県,-,-,59,1.97,6,0.20,-,-,48,1.60,1,0.03,16,0.53,-,-,6,0.20,1,0.03,1,0.03,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
2022,33,鳥取県,-,-,36,1.89,-,-,8,0.42,40,2.11,-,-,10,0.53,-,-,1,0.05,5,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,33,島根県,-,-,32,1.39,-,-,1,0.04,57,2.48,1,0.04,13,0.57,-,-,5,0.22,4,0.17,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-
2022,33,岡山県,5,0.06,62,1.15,7,0.13,2,0.04,124,2.30,-,-,29,0.54,1,0.02,13,0.24,10,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
