年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,19,総数,24,0.00,26,0.01,253,0.08,1178,0.37,2312,0.73,233,0.07,116,0.04,166,0.05,746,0.24,40,0.01,107,0.03,2,0.00,76,0.11,4,0.01,4,0.01,36,0.08,1,0.00,3,0.01
2020,19,北海道,4,0.02,2,0.01,15,0.11,63,0.45,35,0.25,10,0.07,1,0.01,4,0.03,15,0.11,-,-,2,0.01,-,-,3,0.10,-,-,-,-,2,0.09,-,-,-,-
2020,19,青森県,7,0.11,1,0.02,2,0.05,8,0.19,29,0.69,9,0.21,-,-,9,0.21,9,0.21,-,-,-,-,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
2020,19,岩手県,2,0.03,3,0.07,8,0.20,41,1.00,51,1.24,3,0.07,2,0.05,2,0.05,12,0.29,-,-,1,0.02,-,-,3,0.21,-,-,-,-,3,0.16,-,-,-,-
2020,19,宮城県,-,-,1,0.02,2,0.03,15,0.26,25,0.43,5,0.09,-,-,3,0.05,19,0.33,1,0.02,-,-,-,-,1,0.08,-,-,-,-,2,0.17,-,-,-,-
2020,19,秋田県,-,-,1,0.03,4,0.11,10,0.29,24,0.69,3,0.09,1,0.03,1,0.03,6,0.17,-,-,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,19,山形県,-,-,-,-,1,0.03,14,0.48,20,0.69,1,0.03,1,0.03,-,-,10,0.34,-,-,-,-,-,-,1,0.13,1,0.10,-,-,2,0.20,-,-,-,-
2020,19,福島県,1,0.01,-,-,6,0.12,33,0.66,26,0.52,2,0.04,-,-,5,0.10,19,0.38,-,-,1,0.02,-,-,2,0.15,1,0.14,-,-,1,0.14,-,-,-,-
2020,19,茨城県,-,-,-,-,1,0.01,30,0.40,45,0.60,3,0.04,1,0.01,3,0.04,8,0.11,-,-,3,0.04,-,-,7,0.41,-,-,-,-,-,-,-,-,-,-
2020,19,栃木県,-,-,-,-,-,-,12,0.25,15,0.31,3,0.06,1,0.02,1,0.02,20,0.42,-,-,2,0.04,-,-,1,0.08,-,-,-,-,2,0.29,-,-,-,-
2020,19,群馬県,-,-,1,0.02,1,0.02,23,0.43,35,0.66,3,0.06,-,-,1,0.02,16,0.30,-,-,3,0.06,-,-,2,0.13,-,-,-,-,2,0.22,-,-,-,-
2020,19,埼玉県,-,-,1,0.01,4,0.03,46,0.29,121,0.76,13,0.08,7,0.04,5,0.03,29,0.18,2,0.01,4,0.03,-,-,6,0.15,-,-,-,-,1,0.09,-,-,-,-
2020,19,千葉県,1,0.00,-,-,-,-,40,0.31,70,0.54,5,0.04,3,0.02,2,0.02,22,0.17,1,0.01,3,0.02,-,-,4,0.12,-,-,-,-,-,-,-,-,-,-
2020,19,東京都,-,-,1,0.00,6,0.02,53,0.21,173,0.67,9,0.04,7,0.03,7,0.03,58,0.23,1,0.00,10,0.04,-,-,1,0.03,1,0.04,-,-,2,0.08,1,0.04,-,-
2020,19,神奈川県,-,-,-,-,-,-,58,0.26,142,0.64,7,0.03,6,0.03,4,0.02,38,0.17,2,0.01,7,0.03,-,-,12,0.24,-,-,-,-,-,-,-,-,-,-
2020,19,新潟県,-,-,-,-,21,0.37,38,0.67,20,0.35,10,0.18,1,0.02,1,0.02,15,0.26,-,-,4,0.07,-,-,3,0.30,-,-,-,-,-,-,-,-,-,-
2020,19,富山県,-,-,-,-,7,0.24,25,0.86,31,1.07,3,0.10,-,-,-,-,4,0.14,1,0.03,1,0.03,-,-,-,-,-,-,-,-,2,0.40,-,-,-,-
2020,19,石川県,-,-,-,-,14,0.48,12,0.41,30,1.03,4,0.14,1,0.03,3,0.10,3,0.10,1,0.03,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-
2020,19,福井県,-,-,2,0.09,3,0.13,4,0.17,22,0.96,4,0.17,-,-,3,0.13,3,0.13,-,-,1,0.04,-,-,-,-,-,-,1,0.17,-,-,-,-,-,-
2020,19,山梨県,1,0.02,-,-,-,-,4,0.17,10,0.42,-,-,-,-,-,-,5,0.21,-,-,-,-,-,-,-,-,-,-,-,-,1,0.10,-,-,-,-
