年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,40,総数,226261,58.86
2025,40,北海道,10318,61.78
2025,40,青森県,2773,53.33
2025,40,岩手県,3961,96.61
2025,40,宮城県,4233,76.96
2025,40,秋田県,1219,48.76
2025,40,山形県,2795,73.55
2025,40,福島県,3387,70.56
2025,40,茨城県,4643,68.28
2025,40,栃木県,3665,77.98
2025,40,群馬県,4430,98.44
2025,40,埼玉県,14119,80.68
2025,40,千葉県,12183,65.5
2025,40,東京都,24051,57.68
2025,40,神奈川県,16675,70.36
2025,40,新潟県,3167,60.9
2025,40,富山県,3371,70.23
2025,40,石川県,2493,53.04
2025,40,福井県,1344,34.46
2025,40,山梨県,1190,34
2025,40,長野県,4940,60.99
2025,40,岐阜県,1664,36.98
2025,40,静岡県,6805,48.96
2025,40,愛知県,11349,69.63
2025,40,三重県,3064,43.77
2025,40,滋賀県,2753,47.47
2025,40,京都府,3672,58.29
2025,40,大阪府,11152,38.32
2025,40,兵庫県,8369,51.03
2025,40,奈良県,1801,43.93
2025,40,和歌山県,1907,42.38
2025,40,鳥取県,1672,57.66
2025,40,島根県,1197,59.85
2025,40,岡山県,2898,57.96
2025,40,広島県,4976,52.94
2025,40,山口県,4009,63.63
2025,40,徳島県,1559,45.85
2025,40,香川県,2130,53.25
2025,40,愛媛県,3009,81.32
2025,40,高知県,1449,38.13
2025,40,福岡県,6531,53.53
2025,40,佐賀県,1148,47.83
2025,40,長崎県,3236,63.45
2025,40,熊本県,3546,49.25
2025,40,大分県,4180,72.07
2025,40,宮崎県,1368,48.86
2025,40,鹿児島県,3619,63.49
2025,40,沖縄県,2241,49.8
