年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,31,総数,202888,52.82
2025,31,北海道,6887,41.24
2025,31,青森県,2055,39.52
2025,31,岩手県,3155,76.95
2025,31,宮城県,3499,64.8
2025,31,秋田県,1145,45.8
2025,31,山形県,2429,63.92
2025,31,福島県,2733,56.94
2025,31,茨城県,4674,68.74
2025,31,栃木県,3550,75.53
2025,31,群馬県,3628,80.62
2025,31,埼玉県,13085,74.77
2025,31,千葉県,11662,62.36
2025,31,東京都,22203,52.99
2025,31,神奈川県,14909,65.39
2025,31,新潟県,2989,57.48
2025,31,富山県,2562,53.38
2025,31,石川県,2138,45.49
2025,31,福井県,1184,30.36
2025,31,山梨県,1233,35.23
2025,31,長野県,4128,50.96
2025,31,岐阜県,1635,36.33
2025,31,静岡県,6752,48.58
2025,31,愛知県,10065,61.75
2025,31,三重県,3079,43.99
2025,31,滋賀県,2793,48.16
2025,31,京都府,2851,44.55
2025,31,大阪府,10565,36.31
2025,31,兵庫県,7237,43.86
2025,31,奈良県,1501,35.74
2025,31,和歌山県,1805,40.11
2025,31,鳥取県,1320,45.52
2025,31,島根県,1075,53.75
2025,31,岡山県,2623,52.46
2025,31,広島県,4348,45.77
2025,31,山口県,3354,53.24
2025,31,徳島県,1321,38.85
2025,31,香川県,1863,46.58
2025,31,愛媛県,2620,68.95
2025,31,高知県,1688,44.42
2025,31,福岡県,5954,48.8
2025,31,佐賀県,1153,48.04
2025,31,長崎県,2905,56.96
2025,31,熊本県,3639,50.54
2025,31,大分県,2998,51.69
2025,31,宮崎県,1641,58.61
2025,31,鹿児島県,3733,66.66
2025,31,沖縄県,2522,56.04
