年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,18,総数,214921,56.51
2025,18,北海道,9607,58.58
2025,18,青森県,2839,54.6
2025,18,岩手県,3736,84.91
2025,18,宮城県,4213,78.02
2025,18,秋田県,1381,55.24
2025,18,山形県,2624,72.89
2025,18,福島県,3323,69.23
2025,18,茨城県,4187,61.57
2025,18,栃木県,4203,89.43
2025,18,群馬県,3665,81.44
2025,18,埼玉県,13019,77.96
2025,18,千葉県,10821,64.41
2025,18,東京都,20711,50.03
2025,18,神奈川県,14015,60.67
2025,18,新潟県,3449,67.63
2025,18,富山県,3370,70.21
2025,18,石川県,2466,51.38
2025,18,福井県,1670,42.82
2025,18,山梨県,1394,39.83
2025,18,長野県,4604,57.55
2025,18,岐阜県,2180,48.44
2025,18,静岡県,6287,45.23
2025,18,愛知県,11413,70.45
2025,18,三重県,2698,38
2025,18,滋賀県,3110,53.62
2025,18,京都府,3426,53.53
2025,18,大阪府,11490,39.35
2025,18,兵庫県,8397,52.16
2025,18,奈良県,1790,43.66
2025,18,和歌山県,1989,45.2
2025,18,鳥取県,1603,55.28
2025,18,島根県,1261,63.05
2025,18,岡山県,3356,67.12
2025,18,広島県,4550,48.4
2025,18,山口県,4066,64.54
2025,18,徳島県,1374,40.41
2025,18,香川県,2215,55.38
2025,18,愛媛県,2803,73.76
2025,18,高知県,1135,29.87
2025,18,福岡県,5296,43.77
2025,18,佐賀県,1379,59.96
2025,18,長崎県,3308,64.86
2025,18,熊本県,3789,51.9
2025,18,大分県,3248,56
2025,18,宮崎県,1459,52.11
2025,18,鹿児島県,3375,59.21
2025,18,沖縄県,2627,58.38
