年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,42,総数,201882,52.48
2025,42,北海道,10188,61.01
2025,42,青森県,2726,52.42
2025,42,岩手県,3514,83.67
2025,42,宮城県,3974,72.25
2025,42,秋田県,1255,50.2
2025,42,山形県,2677,70.45
2025,42,福島県,3440,71.67
2025,42,茨城県,4186,61.56
2025,42,栃木県,3542,75.36
2025,42,群馬県,3887,86.38
2025,42,埼玉県,13870,79.26
2025,42,千葉県,11276,61.28
2025,42,東京都,21867,52.31
2025,42,神奈川県,15016,62.83
2025,42,新潟県,2821,54.25
2025,42,富山県,2672,55.67
2025,42,石川県,2447,52.06
2025,42,福井県,1165,29.87
2025,42,山梨県,1097,31.34
2025,42,長野県,4315,53.27
2025,42,岐阜県,1580,35.11
2025,42,静岡県,6416,46.16
2025,42,愛知県,9343,57.32
2025,42,三重県,2610,37.29
2025,42,滋賀県,2358,40.66
2025,42,京都府,2933,46.56
2025,42,大阪府,9872,33.81
2025,42,兵庫県,7278,44.38
2025,42,奈良県,1458,34.71
2025,42,和歌山県,1725,38.33
2025,42,鳥取県,1393,48.03
2025,42,島根県,1029,51.45
2025,42,岡山県,2497,49.94
2025,42,広島県,4081,43.41
2025,42,山口県,3294,52.29
2025,42,徳島県,1195,35.15
2025,42,香川県,1765,44.13
2025,42,愛媛県,2267,61.27
2025,42,高知県,1339,35.24
2025,42,福岡県,5295,43.4
2025,42,佐賀県,980,40.83
2025,42,長崎県,2752,55.04
2025,42,熊本県,3206,44.53
2025,42,大分県,3225,55.6
2025,42,宮崎県,1195,42.68
2025,42,鹿児島県,2786,48.88
2025,42,沖縄県,2075,46.11
