年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,48,総数,341273,88.8
2025,48,北海道,13966,83.63
2025,48,青森県,4306,82.81
2025,48,岩手県,5174,123.19
2025,48,宮城県,5444,98.98
2025,48,秋田県,2333,93.32
2025,48,山形県,3895,102.5
2025,48,福島県,5676,118.25
2025,48,茨城県,7949,116.9
2025,48,栃木県,5678,123.43
2025,48,群馬県,5591,124.24
2025,48,埼玉県,24547,140.27
2025,48,千葉県,16907,92.39
2025,48,東京都,33823,80.92
2025,48,神奈川県,23512,98.38
2025,48,新潟県,5478,105.35
2025,48,富山県,5172,107.75
2025,48,石川県,4388,93.36
2025,48,福井県,2381,61.05
2025,48,山梨県,2010,57.43
2025,48,長野県,8719,108.99
2025,48,岐阜県,3418,75.96
2025,48,静岡県,9814,70.6
2025,48,愛知県,17113,104.99
2025,48,三重県,5860,83.71
2025,48,滋賀県,5001,86.22
2025,48,京都府,6143,95.98
2025,48,大阪府,16808,57.96
2025,48,兵庫県,13926,84.91
2025,48,奈良県,2977,70.88
2025,48,和歌山県,2866,63.69
2025,48,鳥取県,2265,78.1
2025,48,島根県,1492,74.6
2025,48,岡山県,4636,92.72
2025,48,広島県,6930,73.72
2025,48,山口県,6080,96.51
2025,48,徳島県,1783,54.03
2025,48,香川県,3653,91.33
2025,48,愛媛県,3472,93.84
2025,48,高知県,1906,50.16
2025,48,福岡県,10452,85.67
2025,48,佐賀県,1563,65.13
2025,48,長崎県,4576,89.73
2025,48,熊本県,5265,73.13
2025,48,大分県,6902,119
2025,48,宮崎県,2144,76.57
2025,48,鹿児島県,4873,85.49
2025,48,沖縄県,2406,53.47
