年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,20,総数,231866,60.26
2025,20,北海道,9004,53.6
2025,20,青森県,3312,63.69
2025,20,岩手県,4059,96.64
2025,20,宮城県,4553,84.31
2025,20,秋田県,1423,56.92
2025,20,山形県,3135,82.5
2025,20,福島県,3574,74.46
2025,20,茨城県,4741,69.72
2025,20,栃木県,4533,96.45
2025,20,群馬県,3834,85.2
2025,20,埼玉県,13223,75.56
2025,20,千葉県,12295,67.55
2025,20,東京都,22974,54.83
2025,20,神奈川県,16193,67.75
2025,20,新潟県,3484,67
2025,20,富山県,3586,76.3
2025,20,石川県,2700,56.25
2025,20,福井県,1772,45.44
2025,20,山梨県,1525,43.57
2025,20,長野県,5057,62.43
2025,20,岐阜県,1925,42.78
2025,20,静岡県,6213,45.02
2025,20,愛知県,11781,72.28
2025,20,三重県,3022,42.56
2025,20,滋賀県,3137,54.09
2025,20,京都府,3600,56.25
2025,20,大阪府,11849,40.58
2025,20,兵庫県,8912,54.34
2025,20,奈良県,1878,45.8
2025,20,和歌山県,2115,47
2025,20,鳥取県,1712,59.03
2025,20,島根県,1237,61.85
2025,20,岡山県,3603,72.06
2025,20,広島県,5509,59.24
2025,20,山口県,4697,74.56
2025,20,徳島県,1482,43.59
2025,20,香川県,2228,55.7
2025,20,愛媛県,2895,76.18
2025,20,高知県,1438,37.84
2025,20,福岡県,6297,51.61
2025,20,佐賀県,1692,70.5
2025,20,長崎県,3655,71.67
2025,20,熊本県,4162,57.01
2025,20,大分県,3646,62.86
2025,20,宮崎県,1501,53.61
2025,20,鹿児島県,4119,72.26
2025,20,沖縄県,2584,57.42
