年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,49,総数,320345,83.42
2025,49,北海道,11892,71.21
2025,49,青森県,3804,73.15
2025,49,岩手県,4484,106.76
2025,49,宮城県,4496,81.75
2025,49,秋田県,1468,58.72
2025,49,山形県,3385,89.08
2025,49,福島県,4010,83.54
2025,49,茨城県,6268,93.55
2025,49,栃木県,5102,108.55
2025,49,群馬県,4852,107.82
2025,49,埼玉県,19935,114.57
2025,49,千葉県,15913,87.92
2025,49,東京都,30037,72.2
2025,49,神奈川県,21845,90.64
2025,49,新潟県,5116,98.38
2025,49,富山県,4596,95.75
2025,49,石川県,4277,91
2025,49,福井県,2095,53.72
2025,49,山梨県,2332,66.63
2025,49,長野県,7620,95.25
2025,49,岐阜県,2964,65.87
2025,49,静岡県,9508,68.4
2025,49,愛知県,16780,102.94
2025,49,三重県,5880,84
2025,49,滋賀県,4479,77.22
2025,49,京都府,5832,91.13
2025,49,大阪府,15973,55.08
2025,49,兵庫県,13322,81.23
2025,49,奈良県,2869,68.31
2025,49,和歌山県,2685,59.67
2025,49,鳥取県,2360,81.38
2025,49,島根県,1508,75.4
2025,49,岡山県,4406,88.12
2025,49,広島県,7615,81.01
2025,49,山口県,6812,108.13
2025,49,徳島県,2172,65.82
2025,49,香川県,3375,84.38
2025,49,愛媛県,3709,100.24
2025,49,高知県,2358,62.05
2025,49,福岡県,11714,96.02
2025,49,佐賀県,1925,80.21
2025,49,長崎県,4903,96.14
2025,49,熊本県,6229,86.51
2025,49,大分県,6596,113.72
2025,49,宮崎県,2775,99.11
2025,49,鹿児島県,5665,99.39
2025,49,沖縄県,2404,53.42
