年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2026,03,総数,185435,48.91
2026,03,北海道,6190,36.85
2026,03,青森県,2207,42.44
2026,03,岩手県,2490,59.29
2026,03,宮城県,3194,58.07
2026,03,秋田県,862,34.48
2026,03,山形県,1951,52.73
2026,03,福島県,2464,51.33
2026,03,茨城県,3878,57.88
2026,03,栃木県,3093,65.81
2026,03,群馬県,3016,67.02
2026,03,埼玉県,11000,62.5
2026,03,千葉県,9991,54.9
2026,03,東京都,17688,42.32
2026,03,神奈川県,12414,52.16
2026,03,新潟県,2223,42.75
2026,03,富山県,2557,54.4
2026,03,石川県,2152,45.79
2026,03,福井県,1264,32.41
2026,03,山梨県,1129,32.26
2026,03,長野県,2783,55.66
2026,03,岐阜県,1916,42.58
2026,03,静岡県,5741,41.3
2026,03,愛知県,9556,58.63
2026,03,三重県,2862,41.48
2026,03,滋賀県,2959,51.02
2026,03,京都府,2896,45.25
2026,03,大阪府,9546,32.92
2026,03,兵庫県,8234,50.21
2026,03,奈良県,1347,32.85
2026,03,和歌山県,1982,44.04
2026,03,鳥取県,1313,45.28
2026,03,島根県,1119,55.95
2026,03,岡山県,2552,51.04
2026,03,広島県,4399,47.3
2026,03,山口県,3674,58.32
2026,03,徳島県,1349,40.88
2026,03,香川県,893,38.83
2026,03,愛媛県,2391,64.62
2026,03,高知県,1718,45.21
2026,03,福岡県,6385,52.34
2026,03,佐賀県,1101,45.88
2026,03,長崎県,3099,60.76
2026,03,熊本県,3682,51.14
2026,03,大分県,3697,63.74
2026,03,宮崎県,1789,63.89
2026,03,鹿児島県,3775,66.23
2026,03,沖縄県,2914,64.76
