年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,28,総数,202794,52.66
2025,28,北海道,6572,39.12
2025,28,青森県,2195,42.21
2025,28,岩手県,3002,73.22
2025,28,宮城県,3825,70.83
2025,28,秋田県,1108,44.32
2025,28,山形県,2214,59.84
2025,28,福島県,2917,60.77
2025,28,茨城県,4398,64.68
2025,28,栃木県,3490,74.26
2025,28,群馬県,3340,74.22
2025,28,埼玉県,13460,76.48
2025,28,千葉県,11688,62.84
2025,28,東京都,22826,54.48
2025,28,神奈川県,16049,67.43
2025,28,新潟県,2759,53.06
2025,28,富山県,2770,57.71
2025,28,石川県,2240,47.66
2025,28,福井県,1112,28.51
2025,28,山梨県,1068,30.51
2025,28,長野県,3663,45.22
2025,28,岐阜県,1543,34.29
2025,28,静岡県,6265,45.07
2025,28,愛知県,9544,58.55
2025,28,三重県,2905,41.5
2025,28,滋賀県,2625,45.26
2025,28,京都府,3159,49.36
2025,28,大阪府,11051,37.98
2025,28,兵庫県,7794,47.24
2025,28,奈良県,1531,37.34
2025,28,和歌山県,1873,41.62
2025,28,鳥取県,1339,46.17
2025,28,島根県,986,49.3
2025,28,岡山県,2611,52.22
2025,28,広島県,4249,44.73
2025,28,山口県,3620,57.46
2025,28,徳島県,1215,35.74
2025,28,香川県,1886,47.15
2025,28,愛媛県,2500,65.79
2025,28,高知県,1597,42.03
2025,28,福岡県,5267,43.17
2025,28,佐賀県,1041,43.38
2025,28,長崎県,2940,57.65
2025,28,熊本県,3417,47.46
2025,28,大分県,3294,56.79
2025,28,宮崎県,1291,46.11
2025,28,鹿児島県,3486,61.16
2025,28,沖縄県,3069,68.2
