年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,19,総数,182709,47.63
2025,19,北海道,7225,43.26
2025,19,青森県,2429,48.58
2025,19,岩手県,2915,69.4
2025,19,宮城県,3563,65.98
2025,19,秋田県,1151,46.04
2025,19,山形県,2401,63.18
2025,19,福島県,2879,59.98
2025,19,茨城県,3905,57.43
2025,19,栃木県,3422,72.81
2025,19,群馬県,2893,64.29
2025,19,埼玉県,11228,65.28
2025,19,千葉県,9511,53.13
2025,19,東京都,17595,42.19
2025,19,神奈川県,11949,50.42
2025,19,新潟県,2777,53.4
2025,19,富山県,2963,61.73
2025,19,石川県,2194,45.71
2025,19,福井県,1362,34.92
2025,19,山梨県,1298,37.09
2025,19,長野県,3658,45.16
2025,19,岐阜県,1849,41.09
2025,19,静岡県,5523,39.73
2025,19,愛知県,9441,57.92
2025,19,三重県,2388,33.63
2025,19,滋賀県,2650,45.69
2025,19,京都府,2945,46.75
2025,19,大阪府,9556,32.73
2025,19,兵庫県,7096,43.27
2025,19,奈良県,1410,34.39
2025,19,和歌山県,1702,37.82
2025,19,鳥取県,1397,48.17
2025,19,島根県,1025,51.25
2025,19,岡山県,2574,51.48
2025,19,広島県,4082,43.43
2025,19,山口県,3299,52.37
2025,19,徳島県,1260,37.06
2025,19,香川県,1823,45.58
2025,19,愛媛県,2379,62.61
2025,19,高知県,1010,26.58
2025,19,福岡県,5212,42.72
2025,19,佐賀県,1302,56.61
2025,19,長崎県,2725,53.43
2025,19,熊本県,3308,45.32
2025,19,大分県,3202,55.21
2025,19,宮崎県,1198,42.79
2025,19,鹿児島県,2820,49.47
2025,19,沖縄県,2215,49.22
