年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2026,01,総数,93633,29.12
2026,01,北海道,4286,29.56
2026,01,青森県,1261,28.02
2026,01,岩手県,1092,26
2026,01,宮城県,1241,22.56
2026,01,秋田県,1009,45.86
2026,01,山形県,1063,39.37
2026,01,福島県,1656,34.5
2026,01,茨城県,2547,46.31
2026,01,栃木県,1175,40.52
2026,01,群馬県,1277,53.21
2026,01,埼玉県,5447,50.91
2026,01,千葉県,3254,21.27
2026,01,東京都,6345,22.5
2026,01,神奈川県,3332,22.07
2026,01,新潟県,1481,28.48
2026,01,富山県,971,24.9
2026,01,石川県,1003,21.34
2026,01,福井県,881,22.59
2026,01,山梨県,399,11.4
2026,01,長野県,1799,44.98
2026,01,岐阜県,1615,37.56
2026,01,静岡県,2585,18.6
2026,01,愛知県,4733,29.04
2026,01,三重県,1608,37.4
2026,01,滋賀県,1213,28.21
2026,01,京都府,1303,21.36
2026,01,大阪府,5105,17.6
2026,01,兵庫県,2678,19.55
2026,01,奈良県,242,14.24
2026,01,和歌山県,642,14.27
2026,01,鳥取県,966,33.31
2026,01,島根県,949,49.95
2026,01,岡山県,1316,26.32
2026,01,広島県,2095,29.93
2026,01,山口県,1376,21.84
2026,01,徳島県,756,22.91
2026,01,香川県,819,35.61
2026,01,愛媛県,1117,42.96
2026,01,高知県,1177,30.97
2026,01,福岡県,6304,52.1
2026,01,佐賀県,636,28.91
2026,01,長崎県,1820,37.14
2026,01,熊本県,2297,32.81
2026,01,大分県,2725,46.98
2026,01,宮崎県,1388,57.83
2026,01,鹿児島県,2516,44.14
2026,01,沖縄県,2133,47.4
