年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,44,総数,307447,80.02
2025,44,北海道,14422,86.36
2025,44,青森県,3546,68.19
2025,44,岩手県,5181,123.36
2025,44,宮城県,6573,119.51
2025,44,秋田県,1891,75.64
2025,44,山形県,3806,100.16
2025,44,福島県,4686,97.63
2025,44,茨城県,6348,93.35
2025,44,栃木県,5188,110.38
2025,44,群馬県,5410,120.22
2025,44,埼玉県,19918,115.13
2025,44,千葉県,18189,100.49
2025,44,東京都,36005,85.93
2025,44,神奈川県,25658,107.36
2025,44,新潟県,4503,86.6
2025,44,富山県,4412,91.92
2025,44,石川県,3594,76.47
2025,44,福井県,1670,42.82
2025,44,山梨県,1876,53.6
2025,44,長野県,5667,69.96
2025,44,岐阜県,2253,50.07
2025,44,静岡県,9500,68.84
2025,44,愛知県,15094,92.6
2025,44,三重県,4315,61.64
2025,44,滋賀県,3626,62.52
2025,44,京都府,4670,74.13
2025,44,大阪府,15437,53.05
2025,44,兵庫県,11897,72.54
2025,44,奈良県,2090,49.76
2025,44,和歌山県,2580,57.33
2025,44,鳥取県,1917,66.1
2025,44,島根県,1438,71.9
2025,44,岡山県,3354,67.08
2025,44,広島県,5850,62.23
2025,44,山口県,5193,82.43
2025,44,徳島県,1569,46.15
2025,44,香川県,2413,60.33
2025,44,愛媛県,3798,102.65
2025,44,高知県,1563,41.13
2025,44,福岡県,8165,66.93
2025,44,佐賀県,1431,59.63
2025,44,長崎県,3501,68.65
2025,44,熊本県,4070,56.53
2025,44,大分県,4939,85.16
2025,44,宮崎県,1420,50.71
2025,44,鹿児島県,3722,65.3
2025,44,沖縄県,3099,68.87
