年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,41,総数,230808,60.2
2025,41,北海道,10858,65.81
2025,41,青森県,3039,58.44
2025,41,岩手県,4054,96.52
2025,41,宮城県,4181,76.02
2025,41,秋田県,1381,55.24
2025,41,山形県,2880,75.79
2025,41,福島県,3377,70.35
2025,41,茨城県,4532,66.65
2025,41,栃木県,4123,87.72
2025,41,群馬県,4228,93.96
2025,41,埼玉県,14355,82.03
2025,41,千葉県,12350,69.38
2025,41,東京都,24700,59.38
2025,41,神奈川県,17722,74.15
2025,41,新潟県,3295,63.37
2025,41,富山県,3391,70.65
2025,41,石川県,2694,57.32
2025,41,福井県,1354,34.72
2025,41,山梨県,1319,37.69
2025,41,長野県,4854,60.68
2025,41,岐阜県,1714,38.09
2025,41,静岡県,7179,51.65
2025,41,愛知県,11201,68.72
2025,41,三重県,3079,43.99
2025,41,滋賀県,2677,46.16
2025,41,京都府,3781,59.08
2025,41,大阪府,11603,39.87
2025,41,兵庫県,8331,50.8
2025,41,奈良県,1848,44
2025,41,和歌山県,1921,42.69
2025,41,鳥取県,1867,64.38
2025,41,島根県,1249,62.45
2025,41,岡山県,3008,60.16
2025,41,広島県,5233,55.67
2025,41,山口県,4299,68.24
2025,41,徳島県,1475,43.38
2025,41,香川県,2110,52.75
2025,41,愛媛県,2874,77.68
2025,41,高知県,1578,41.53
2025,41,福岡県,6539,54.95
2025,41,佐賀県,1262,52.58
2025,41,長崎県,3273,64.18
2025,41,熊本県,3422,47.53
2025,41,大分県,3735,64.4
2025,41,宮崎県,1266,45.21
2025,41,鹿児島県,3405,59.74
2025,41,沖縄県,2192,48.71
