年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,30,総数,185656,48.2
2025,30,北海道,6333,37.92
2025,30,青森県,1982,38.12
2025,30,岩手県,2735,66.71
2025,30,宮城県,3239,58.89
2025,30,秋田県,1068,42.72
2025,30,山形県,2067,54.39
2025,30,福島県,2666,55.54
2025,30,茨城県,4423,65.04
2025,30,栃木県,3358,71.45
2025,30,群馬県,3235,71.89
2025,30,埼玉県,12394,71.23
2025,30,千葉県,10519,56.86
2025,30,東京都,20736,49.49
2025,30,神奈川県,14703,60.76
2025,30,新潟県,2532,48.69
2025,30,富山県,2313,48.19
2025,30,石川県,1880,40
2025,30,福井県,1106,28.36
2025,30,山梨県,1012,28.91
2025,30,長野県,3607,44.53
2025,30,岐阜県,1502,33.38
2025,30,静岡県,5835,41.98
2025,30,愛知県,8945,54.88
2025,30,三重県,2726,38.94
2025,30,滋賀県,2585,44.57
2025,30,京都府,2858,44.66
2025,30,大阪府,9547,32.81
2025,30,兵庫県,6790,41.15
2025,30,奈良県,1554,37.9
2025,30,和歌山県,1649,36.64
2025,30,鳥取県,1241,42.79
2025,30,島根県,835,41.75
2025,30,岡山県,2376,47.52
2025,30,広島県,3918,41.24
2025,30,山口県,3028,48.06
2025,30,徳島県,1197,35.21
2025,30,香川県,1501,37.53
2025,30,愛媛県,2324,61.16
2025,30,高知県,1314,34.58
2025,30,福岡県,5427,44.48
2025,30,佐賀県,935,38.96
2025,30,長崎県,2420,48.4
2025,30,熊本県,3299,45.82
2025,30,大分県,2883,49.71
2025,30,宮崎県,1279,45.68
2025,30,鹿児島県,3331,58.44
2025,30,沖縄県,2449,54.42
