年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,52,総数,281298,73.43
2025,52,北海道,11095,66.44
2025,52,青森県,2960,56.92
2025,52,岩手県,3850,91.67
2025,52,宮城県,4605,83.73
2025,52,秋田県,1380,55.2
2025,52,山形県,3105,81.71
2025,52,福島県,3396,70.75
2025,52,茨城県,5846,87.25
2025,52,栃木県,4345,92.45
2025,52,群馬県,4736,105.24
2025,52,埼玉県,17515,99.52
2025,52,千葉県,15272,85.32
2025,52,東京都,27578,66.29
2025,52,神奈川県,19376,82.45
2025,52,新潟県,3647,70.13
2025,52,富山県,4099,89.11
2025,52,石川県,3360,71.49
2025,52,福井県,1695,43.46
2025,52,山梨県,1848,52.8
2025,52,長野県,5831,72.89
2025,52,岐阜県,2404,53.42
2025,52,静岡県,8436,60.69
2025,52,愛知県,14220,87.24
2025,52,三重県,4816,68.8
2025,52,滋賀県,3859,66.53
2025,52,京都府,4906,79.13
2025,52,大阪府,14420,49.72
2025,52,兵庫県,11843,72.21
2025,52,奈良県,2071,49.31
2025,52,和歌山県,2573,57.18
2025,52,鳥取県,2207,76.1
2025,52,島根県,1762,88.1
2025,52,岡山県,3882,77.64
2025,52,広島県,6307,67.1
2025,52,山口県,5294,84.03
2025,52,徳島県,2112,62.12
2025,52,香川県,2961,74.03
2025,52,愛媛県,3352,90.59
2025,52,高知県,2690,70.79
2025,52,福岡県,8842,72.48
2025,52,佐賀県,1704,71
2025,52,長崎県,4242,83.18
2025,52,熊本県,4999,69.43
2025,52,大分県,5174,89.21
2025,52,宮崎県,2686,95.93
2025,52,鹿児島県,5194,91.12
2025,52,沖縄県,2803,62.29
