年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,17,総数,237731,62.18
2025,17,北海道,10307,62.47
2025,17,青森県,3093,59.48
2025,17,岩手県,4218,95.86
2025,17,宮城県,4351,80.57
2025,17,秋田県,1555,64.79
2025,17,山形県,3309,87.08
2025,17,福島県,3740,77.92
2025,17,茨城県,5147,75.69
2025,17,栃木県,4959,105.51
2025,17,群馬県,3887,86.38
2025,17,埼玉県,13822,80.83
2025,17,千葉県,13126,74.58
2025,17,東京都,24415,58.83
2025,17,神奈川県,17092,72.73
2025,17,新潟県,3584,70.27
2025,17,富山県,4081,85.02
2025,17,石川県,2705,56.35
2025,17,福井県,2013,51.62
2025,17,山梨県,1597,45.63
2025,17,長野県,5023,62.01
2025,17,岐阜県,1794,39.87
2025,17,静岡県,6380,46.23
2025,17,愛知県,12672,77.74
2025,17,三重県,3329,46.89
2025,17,滋賀県,3338,57.55
2025,17,京都府,3683,58.46
2025,17,大阪府,12468,42.7
2025,17,兵庫県,9207,56.83
2025,17,奈良県,1857,45.29
2025,17,和歌山県,2065,45.89
2025,17,鳥取県,1634,56.34
2025,17,島根県,1134,56.7
2025,17,岡山県,3846,76.92
2025,17,広島県,4889,52.01
2025,17,山口県,4137,65.67
2025,17,徳島県,1526,44.88
2025,17,香川県,2147,53.68
2025,17,愛媛県,2998,78.89
2025,17,高知県,1220,32.11
2025,17,福岡県,5914,48.48
2025,17,佐賀県,1443,65.59
2025,17,長崎県,3462,69.24
2025,17,熊本県,3739,51.22
2025,17,大分県,3146,54.24
2025,17,宮崎県,1475,52.68
2025,17,鹿児島県,3474,60.95
2025,17,沖縄県,2730,60.67
