年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,50,総数,310970,80.96
2025,50,北海道,11118,66.57
2025,50,青森県,3264,62.77
2025,50,岩手県,3912,93.14
2025,50,宮城県,4478,81.42
2025,50,秋田県,1259,50.36
2025,50,山形県,2992,78.74
2025,50,福島県,3473,72.35
2025,50,茨城県,6334,94.54
2025,50,栃木県,4720,100.43
2025,50,群馬県,4640,103.11
2025,50,埼玉県,18404,104.57
2025,50,千葉県,14552,79.96
2025,50,東京都,26476,63.34
2025,50,神奈川県,18729,78.69
2025,50,新潟県,4546,87.42
2025,50,富山県,4762,101.32
2025,50,石川県,3953,84.11
2025,50,福井県,1844,47.28
2025,50,山梨県,2241,64.03
2025,50,長野県,7304,91.3
2025,50,岐阜県,3095,68.78
2025,50,静岡県,10005,71.98
2025,50,愛知県,16384,100.52
2025,50,三重県,5311,75.87
2025,50,滋賀県,4479,77.22
2025,50,京都府,5561,86.89
2025,50,大阪府,15130,52.17
2025,50,兵庫県,12871,78.48
2025,50,奈良県,2451,58.36
2025,50,和歌山県,2533,56.29
2025,50,鳥取県,2502,86.28
2025,50,島根県,1796,89.8
2025,50,岡山県,4907,98.14
2025,50,広島県,7749,82.44
2025,50,山口県,7366,116.92
2025,50,徳島県,2584,78.3
2025,50,香川県,4440,111
2025,50,愛媛県,3794,102.54
2025,50,高知県,2914,76.68
2025,50,福岡県,11839,97.04
2025,50,佐賀県,2037,84.88
2025,50,長崎県,5336,104.63
2025,50,熊本県,7096,98.56
2025,50,大分県,6651,114.67
2025,50,宮崎県,3821,136.46
2025,50,鹿児島県,6901,121.07
2025,50,沖縄県,2416,53.69
