年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,29,総数,207629,54.03
2025,29,北海道,7665,45.9
2025,29,青森県,2384,45.85
2025,29,岩手県,3227,78.71
2025,29,宮城県,3756,69.56
2025,29,秋田県,1236,49.44
2025,29,山形県,2443,64.29
2025,29,福島県,2973,61.94
2025,29,茨城県,4686,68.91
2025,29,栃木県,3786,80.55
2025,29,群馬県,3747,83.27
2025,29,埼玉県,13715,78.82
2025,29,千葉県,12144,65.29
2025,29,東京都,22743,54.8
2025,29,神奈川県,15944,66.99
2025,29,新潟県,2773,54.37
2025,29,富山県,2756,57.42
2025,29,石川県,2331,49.6
2025,29,福井県,1278,32.77
2025,29,山梨県,1143,32.66
2025,29,長野県,4050,50
2025,29,岐阜県,1566,34.8
2025,29,静岡県,6142,44.19
2025,29,愛知県,9634,59.1
2025,29,三重県,3113,44.47
2025,29,滋賀県,2861,49.33
2025,29,京都府,3273,51.14
2025,29,大阪府,11125,38.1
2025,29,兵庫県,7761,47.04
2025,29,奈良県,1654,40.34
2025,29,和歌山県,1792,39.82
2025,29,鳥取県,1412,48.69
2025,29,島根県,1003,50.15
2025,29,岡山県,2585,51.7
2025,29,広島県,4203,44.24
2025,29,山口県,3653,57.98
2025,29,徳島県,1284,37.76
2025,29,香川県,1734,43.35
2025,29,愛媛県,2550,67.11
2025,29,高知県,1486,39.11
2025,29,福岡県,5394,44.58
2025,29,佐賀県,1159,48.29
2025,29,長崎県,2762,55.24
2025,29,熊本県,3534,49.08
2025,29,大分県,3414,58.86
2025,29,宮崎県,1320,47.14
2025,29,鹿児島県,3553,62.33
2025,29,沖縄県,2882,64.04
