年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,34,総数,180714,47.57
2025,34,北海道,6833,41.16
2025,34,青森県,2369,45.56
2025,34,岩手県,3015,73.54
2025,34,宮城県,3431,62.38
2025,34,秋田県,1110,44.4
2025,34,山形県,2165,56.97
2025,34,福島県,2699,56.23
2025,34,茨城県,4244,62.41
2025,34,栃木県,3169,68.89
2025,34,群馬県,3297,74.93
2025,34,埼玉県,10958,65.23
2025,34,千葉県,9909,53.85
2025,34,東京都,16587,41.99
2025,34,神奈川県,12767,55.27
2025,34,新潟県,2971,58.25
2025,34,富山県,2569,54.66
2025,34,石川県,1983,42.19
2025,34,福井県,1232,31.59
2025,34,山梨県,1287,36.77
2025,34,長野県,3942,49.28
2025,34,岐阜県,1702,37.82
2025,34,静岡県,5620,40.72
2025,34,愛知県,9161,56.2
2025,34,三重県,2998,43.45
2025,34,滋賀県,2492,42.97
2025,34,京都府,2526,40.1
2025,34,大阪府,8574,29.46
2025,34,兵庫県,6055,37.15
2025,34,奈良県,1293,30.79
2025,34,和歌山県,1642,36.49
2025,34,鳥取県,1389,47.9
2025,34,島根県,981,49.05
2025,34,岡山県,2487,49.74
2025,34,広島県,4098,43.14
2025,34,山口県,3253,51.63
2025,34,徳島県,1498,44.06
2025,34,香川県,1801,45.03
2025,34,愛媛県,2174,58.76
2025,34,高知県,1636,43.05
2025,34,福岡県,5247,43.01
2025,34,佐賀県,1133,47.21
2025,34,長崎県,3098,60.75
2025,34,熊本県,3422,48.2
2025,34,大分県,3347,57.71
2025,34,宮崎県,1363,48.68
2025,34,鹿児島県,3323,58.3
2025,34,沖縄県,1864,41.42
