年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,23,総数,231814,60.24
2025,23,北海道,9689,57.67
2025,23,青森県,3188,61.31
2025,23,岩手県,3957,96.51
2025,23,宮城県,4353,80.61
2025,23,秋田県,1535,61.4
2025,23,山形県,2856,75.16
2025,23,福島県,3501,72.94
2025,23,茨城県,4875,71.69
2025,23,栃木県,3704,78.81
2025,23,群馬県,3759,83.53
2025,23,埼玉県,14376,82.62
2025,23,千葉県,12774,70.19
2025,23,東京都,24475,58.55
2025,23,神奈川県,17852,73.77
2025,23,新潟県,3382,65.04
2025,23,富山県,3317,69.1
2025,23,石川県,2635,56.06
2025,23,福井県,1480,37.95
2025,23,山梨県,1307,37.34
2025,23,長野県,4639,57.27
2025,23,岐阜県,1733,38.51
2025,23,静岡県,6537,47.37
2025,23,愛知県,10669,65.45
2025,23,三重県,2875,41.67
2025,23,滋賀県,3132,54
2025,23,京都府,3490,54.53
2025,23,大阪府,11714,40.12
2025,23,兵庫県,8457,51.57
2025,23,奈良県,1917,46.76
2025,23,和歌山県,1958,43.51
2025,23,鳥取県,1913,65.97
2025,23,島根県,1227,61.35
2025,23,岡山県,2964,59.28
2025,23,広島県,5050,53.16
2025,23,山口県,4742,75.27
2025,23,徳島県,1559,45.85
2025,23,香川県,1935,48.38
2025,23,愛媛県,3196,84.11
2025,23,高知県,1730,45.53
2025,23,福岡県,6307,51.7
2025,23,佐賀県,1444,60.17
2025,23,長崎県,3435,67.35
2025,23,熊本県,4083,55.93
2025,23,大分県,3622,62.45
2025,23,宮崎県,1344,48
2025,23,鹿児島県,4408,77.33
2025,23,沖縄県,2719,60.42
