年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,21,総数,220611,57.29
2025,21,北海道,9318,55.46
2025,21,青森県,3148,60.54
2025,21,岩手県,3974,94.62
2025,21,宮城県,4481,82.98
2025,21,秋田県,1314,52.56
2025,21,山形県,2958,77.84
2025,21,福島県,3315,69.06
2025,21,茨城県,4404,64.76
2025,21,栃木県,4083,86.87
2025,21,群馬県,3479,77.31
2025,21,埼玉県,13054,74.17
2025,21,千葉県,11626,63.53
2025,21,東京都,22206,53
2025,21,神奈川県,15760,65.67
2025,21,新潟県,3274,62.96
2025,21,富山県,3420,72.77
2025,21,石川県,2647,55.15
2025,21,福井県,1644,42.15
2025,21,山梨県,1335,38.14
2025,21,長野県,4526,55.88
2025,21,岐阜県,1804,40.09
2025,21,静岡県,5987,43.07
2025,21,愛知県,10821,66.39
2025,21,三重県,3054,43.63
2025,21,滋賀県,2932,50.55
2025,21,京都府,3365,52.58
2025,21,大阪府,11001,37.67
2025,21,兵庫県,8524,52.29
2025,21,奈良県,1800,43.9
2025,21,和歌山県,2056,45.69
2025,21,鳥取県,1792,61.79
2025,21,島根県,1132,56.6
2025,21,岡山県,3086,61.72
2025,21,広島県,5138,54.66
2025,21,山口県,4505,71.51
2025,21,徳島県,1471,43.26
2025,21,香川県,2014,50.35
2025,21,愛媛県,2664,70.11
2025,21,高知県,1528,40.21
2025,21,福岡県,5861,48.04
2025,21,佐賀県,1538,64.08
2025,21,長崎県,3415,66.96
2025,21,熊本県,3979,54.51
2025,21,大分県,3548,61.17
2025,21,宮崎県,1401,50.04
2025,21,鹿児島県,3825,67.11
2025,21,沖縄県,2404,53.42
