年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,22,総数,225623,58.63
2025,22,北海道,9579,57.02
2025,22,青森県,3241,62.33
2025,22,岩手県,4272,101.71
2025,22,宮城県,4268,79.04
2025,22,秋田県,1447,57.88
2025,22,山形県,2992,78.74
2025,22,福島県,3652,76.08
2025,22,茨城県,4776,70.24
2025,22,栃木県,3841,81.72
2025,22,群馬県,3770,83.78
2025,22,埼玉県,14218,80.78
2025,22,千葉県,12222,66.79
2025,22,東京都,23456,55.98
2025,22,神奈川県,16176,67.68
2025,22,新潟県,3582,68.88
2025,22,富山県,3403,70.9
2025,22,石川県,2458,51.21
2025,22,福井県,1449,37.15
2025,22,山梨県,1223,34.94
2025,22,長野県,4469,55.17
2025,22,岐阜県,1663,36.96
2025,22,静岡県,5949,42.8
2025,22,愛知県,10508,64.86
2025,22,三重県,2867,40.96
2025,22,滋賀県,2965,51.12
2025,22,京都府,3461,54.94
2025,22,大阪府,11272,38.6
2025,22,兵庫県,8634,52.97
2025,22,奈良県,1909,46.56
2025,22,和歌山県,1824,40.53
2025,22,鳥取県,1776,61.24
2025,22,島根県,1171,58.55
2025,22,岡山県,3078,61.56
2025,22,広島県,4950,53.23
2025,22,山口県,4510,71.59
2025,22,徳島県,1487,43.74
2025,22,香川県,1932,48.3
2025,22,愛媛県,2911,76.61
2025,22,高知県,1613,42.45
2025,22,福岡県,6072,49.77
2025,22,佐賀県,1571,65.46
2025,22,長崎県,3366,66
2025,22,熊本県,4087,55.99
2025,22,大分県,3465,59.74
2025,22,宮崎県,1452,51.86
2025,22,鹿児島県,4069,71.39
2025,22,沖縄県,2567,57.04
