年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,35,総数,191135,49.75
2025,35,北海道,7542,45.16
2025,35,青森県,2457,47.25
2025,35,岩手県,3333,81.29
2025,35,宮城県,3639,66.16
2025,35,秋田県,1128,45.12
2025,35,山形県,2363,62.18
2025,35,福島県,2997,62.44
2025,35,茨城県,4101,60.31
2025,35,栃木県,3359,71.47
2025,35,群馬県,3618,80.4
2025,35,埼玉県,11699,66.47
2025,35,千葉県,9908,53.56
2025,35,東京都,18729,45.02
2025,35,神奈川県,13197,55.92
2025,35,新潟県,2903,56.92
2025,35,富山県,2809,59.77
2025,35,石川県,2360,50.21
2025,35,福井県,1278,32.77
2025,35,山梨県,1360,38.86
2025,35,長野県,4238,52.32
2025,35,岐阜県,1639,36.42
2025,35,静岡県,6111,43.96
2025,35,愛知県,9375,57.52
2025,35,三重県,3059,43.7
2025,35,滋賀県,2541,43.81
2025,35,京都府,2857,44.64
2025,35,大阪府,8897,30.57
2025,35,兵庫県,6760,41.47
2025,35,奈良県,1492,35.52
2025,35,和歌山県,1750,38.89
2025,35,鳥取県,1574,54.28
2025,35,島根県,1058,52.9
2025,35,岡山県,2523,50.46
2025,35,広島県,4181,44.01
2025,35,山口県,3636,57.71
2025,35,徳島県,1503,44.21
2025,35,香川県,1717,42.93
2025,35,愛媛県,2293,60.34
2025,35,高知県,1602,42.16
2025,35,福岡県,5336,43.74
2025,35,佐賀県,1050,43.75
2025,35,長崎県,3210,62.94
2025,35,熊本県,3544,49.92
2025,35,大分県,3600,62.07
2025,35,宮崎県,1601,57.18
2025,35,鹿児島県,3318,58.21
2025,35,沖縄県,1890,42
